CUST_NUM,ACT_TIME,AMT_100pf
2315,17Aug2023 1:01:35.000,
2318,17Aug2023 1:26:44.000,
23231,02Aug2023 0:17:30.000,
23264,02Aug2023 2:15:00.000,
23265,02Aug2023 0:36:37.000,
23277,02Aug2023 1:16:30.000,
2329,17Aug2023 1:27:12.000,
23292,02Aug2023 2:17:18.000,
23294,02Aug2023 2:17:22.000,
23298,01Aug2023 22:47:14.000,
23301,01Aug2023 23:07:12.000,
23306,01Aug2023 23:07:16.000,
23328,02Aug2023 2:18:02.000,
23336,02Aug2023 1:26:45.000,
23355,02Aug2023 0:22:07.000,
23377,02Aug2023 2:19:39.000,
23388,02Aug2023 1:53:45.000,
23389,02Aug2023 1:53:48.000,
23390,02Aug2023 1:27:59.000,
23394,01Aug2023 22:49:43.000,
23396,02Aug2023 2:19:56.000,
23403,01Aug2023 23:30:08.000,
23404,02Aug2023 0:44:49.000,
23413,01Aug2023 23:30:33.000,
23424,02Aug2023 1:54:27.000,
23433,02Aug2023 1:25:00.000,
23449,02Aug2023 2:25:00.000,
23481,02Aug2023 1:56:07.000,
23503,02Aug2023 0:47:21.000,
23507,02Aug2023 1:33:40.000,
23519,02Aug2023 0:47:43.000,
2352,17Aug2023 1:07:22.000,
23564,02Aug2023 0:32:06.000,
23570,02Aug2023 1:37:17.000,
23585,01Aug2023 23:46:49.000,
2363,16Aug2023 23:51:17.000,
23763,02Aug2023 1:05:02.000,
23774,02Aug2023 1:46:38.000,
23780,01Aug2023 23:49:27.000,
23781,02Aug2023 2:04:28.000,
23787,02Aug2023 0:42:49.000,
23789,01Aug2023 23:59:57.000,
2380,03Aug2023 17:48:58.000,30000
2380,10Aug2023 17:48:58.000,30000
2380,17Aug2023 17:48:58.000,30000
2380,24Aug2023 17:48:58.000,30000
2380,31Aug2023 17:48:58.000,30000
2380,07Sep2023 17:48:58.000,30000
2380,14Sep2023 17:48:58.000,30000
2380,21Sep2023 17:48:58.000,30000
2380,28Sep2023 17:48:58.000,30000
2380,05Oct2023 17:48:58.000,30000
2380,12Oct2023 17:48:58.000,30000
2380,19Oct2023 17:48:58.000,30000
2380,26Oct2023 17:48:58.000,30000
23825,01Aug2023 22:55:20.000,
23827,01Aug2023 23:50:43.000,
23841,02Aug2023 1:08:23.000,
23856,02Aug2023 1:09:39.000,
23863,02Aug2023 0:48:34.000,
23872,02Aug2023 2:38:28.000,
23873,02Aug2023 2:08:01.000,
23889,02Aug2023 0:08:27.000,
2391,16Aug2023 23:43:41.000,
23912,02Aug2023 2:40:22.000,
2392,28Aug2023 19:43:51.000,50000
2392,28Sep2023 19:43:51.000,50000
2392,28Oct2023 19:43:51.000,50000
23926,02Aug2023 0:03:28.000,
23933,02Aug2023 0:10:24.000,
23937,02Aug2023 1:20:55.000,
23940,02Aug2023 2:41:27.000,
23949,01Aug2023 23:17:53.000,
23950,01Aug2023 23:42:48.000,
23959,01Aug2023 23:43:12.000,
23999,02Aug2023 2:13:57.000,
24026,01Aug2023 23:44:23.000,
24028,02Aug2023 2:15:44.000,
24029,02Aug2023 0:20:44.000,
24031,01Aug2023 23:44:47.000,
24033,01Aug2023 23:20:27.000,
24045,02Aug2023 0:59:35.000,
24047,02Aug2023 0:12:22.000,
24050,02Aug2023 2:21:25.000,
24052,02Aug2023 2:21:46.000,
24054,01Aug2023 23:54:28.000,
24056,01Aug2023 22:54:05.000,
24057,01Aug2023 23:38:47.000,
24092,01Aug2023 22:54:50.000,
24119,01Aug2023 23:16:16.000,
24121,02Aug2023 2:26:01.000,
2413,17Aug2023 2:40:49.000,
24155,03Aug2023 17:20:55.000,
24161,03Aug2023 16:28:27.000,
24162,03Aug2023 16:28:32.000,
24163,03Aug2023 17:55:27.000,
24181,03Aug2023 18:32:34.000,
24182,03Aug2023 16:42:48.000,
24194,03Aug2023 17:22:15.000,
24216,03Aug2023 16:51:53.000,
24219,03Aug2023 16:30:32.000,
24242,03Aug2023 17:56:59.000,
24244,03Aug2023 17:57:06.000,
24248,03Aug2023 17:23:49.000,
24249,03Aug2023 19:06:53.000,
24255,03Aug2023 17:23:59.000,
24311,03Aug2023 19:32:29.000,
24322,03Aug2023 17:37:35.000,
24324,03Aug2023 16:40:42.000,
24329,03Aug2023 17:17:26.000,
24333,03Aug2023 19:09:50.000,
24338,03Aug2023 16:41:24.000,
24343,03Aug2023 18:47:06.000,
24366,03Aug2023 19:35:11.000,
24402,03Aug2023 19:10:31.000,
24405,03Aug2023 19:35:42.000,
24412,03Aug2023 17:01:11.000,
24413,03Aug2023 16:44:10.000,
24415,03Aug2023 16:44:11.000,
24417,03Aug2023 19:10:53.000,
24443,03Aug2023 19:36:52.000,
24444,03Aug2023 18:48:34.000,
24446,03Aug2023 17:20:04.000,
24455,03Aug2023 16:48:02.000,
24463,03Aug2023 18:43:56.000,
24467,03Aug2023 17:42:00.000,
24468,03Aug2023 16:48:59.000,
24472,03Aug2023 19:39:32.000,
24494,03Aug2023 18:44:28.000,
24512,03Aug2023 18:53:55.000,
24516,03Aug2023 18:46:25.000,
24523,03Aug2023 19:13:36.000,
24564,03Aug2023 19:42:45.000,
24565,03Aug2023 19:42:46.000,
2458,16Aug2023 23:44:17.000,
24587,03Aug2023 19:43:27.000,
24599,03Aug2023 16:56:49.000,
24602,03Aug2023 17:15:00.000,
24605,03Aug2023 16:56:51.000,
24606,03Aug2023 17:15:07.000,
24607,03Aug2023 18:00:56.000,
24609,03Aug2023 16:56:54.000,
24676,03Aug2023 16:12:06.000,
24693,03Aug2023 16:58:48.000,
24706,03Aug2023 16:12:40.000,
24715,03Aug2023 18:57:23.000,
24721,03Aug2023 17:51:00.000,
24724,03Aug2023 18:11:37.000,
24726,03Aug2023 16:13:12.000,
24727,03Aug2023 19:46:36.000,
24728,03Aug2023 17:51:23.000,
24729,03Aug2023 17:00:00.000,
24730,03Aug2023 18:12:19.000,
24733,03Aug2023 17:30:28.000,
24738,03Aug2023 18:12:58.000,
24749,03Aug2023 19:19:55.000,
24763,03Aug2023 18:59:49.000,
24767,03Aug2023 16:15:06.000,
24783,03Aug2023 19:48:29.000,
24835,03Aug2023 19:49:35.000,
24845,03Aug2023 19:21:22.000,
24846,03Aug2023 18:06:10.000,
24866,03Aug2023 19:50:41.000,
24870,03Aug2023 17:11:38.000,
24875,03Aug2023 16:16:27.000,
24879,03Aug2023 16:16:40.000,
24894,03Aug2023 18:08:04.000,
24905,03Aug2023 18:23:53.000,
24906,03Aug2023 19:51:42.000,
24907,03Aug2023 19:51:43.000,
24908,03Aug2023 18:08:38.000,
24909,03Aug2023 16:18:19.000,
24914,03Aug2023 16:18:26.000,
24915,03Aug2023 19:51:52.000,
24917,03Aug2023 16:23:19.000,
2494,17Aug2023 1:29:48.000,
24940,03Aug2023 17:26:15.000,
24947,03Aug2023 17:26:30.000,
2495,16Aug2023 23:52:38.000,
24979,03Aug2023 17:27:23.000,
24990,03Aug2023 16:32:26.000,
2500,16Aug2023 23:44:53.000,
25018,03Aug2023 19:55:11.000,
25020,03Aug2023 16:26:11.000,
25024,03Aug2023 17:29:14.000,
25025,03Aug2023 19:55:29.000,
25028,03Aug2023 18:31:15.000,
25031,03Aug2023 16:26:14.000,
25035,03Aug2023 18:31:22.000,
25037,03Aug2023 18:04:35.000,
25039,03Aug2023 16:26:37.000,
25048,03Aug2023 16:34:24.000,
25052,03Aug2023 16:34:43.000,
25054,03Aug2023 18:22:54.000,
25055,03Aug2023 18:05:33.000,
25065,03Aug2023 18:23:09.000,
25069,03Aug2023 18:34:06.000,
25070,03Aug2023 17:43:22.000,
25101,03Aug2023 19:38:13.000,
25123,03Aug2023 18:35:32.000,
25159,07Aug2023 18:26:27.000,
25189,07Aug2023 17:05:58.000,
25192,07Aug2023 18:10:24.000,
25195,07Aug2023 19:32:13.000,
25196,07Aug2023 17:01:13.000,
25198,07Aug2023 17:51:21.000,
25200,07Aug2023 18:10:32.000,
25225,07Aug2023 17:51:58.000,
25237,07Aug2023 19:33:11.000,
25240,07Aug2023 17:02:16.000,
25241,07Aug2023 18:11:18.000,
25243,07Aug2023 17:07:19.000,
25262,07Aug2023 19:33:26.000,
25267,07Aug2023 20:09:39.000,
25270,07Aug2023 17:02:39.000,
25305,07Aug2023 18:42:25.000,
25333,07Aug2023 18:43:07.000,
25340,07Aug2023 18:43:10.000,
25430,07Aug2023 18:00:05.000,
25433,07Aug2023 18:37:20.000,
2545,19Aug2023 12:09:56.000,30000
2545,26Aug2023 12:09:56.000,30000
2545,03Sep2023 11:01:58.000,30000
2568,23Aug2023 14:13:13.000,50000
2568,23Sep2023 14:13:13.000,50000
2568,23Oct2023 18:10:51.000,50000
25723,07Sep2023 17:20:02.000,
25771,07Aug2023 17:19:37.000,
25775,07Aug2023 18:33:08.000,
25784,07Aug2023 20:18:02.000,
25791,07Aug2023 20:18:03.000,
25822,07Aug2023 18:33:54.000,
25827,07Aug2023 18:33:57.000,
25832,07Aug2023 19:16:41.000,
25884,07Aug2023 17:25:51.000,
25885,07Aug2023 17:25:54.000,
25943,07Aug2023 19:51:12.000,
25957,07Aug2023 17:21:20.000,
25994,07Aug2023 19:23:14.000,
26002,07Aug2023 19:23:18.000,
26017,07Aug2023 19:09:19.000,
26083,07Aug2023 17:27:34.000,
26085,07Aug2023 17:32:18.000,
26096,06Oct2023 9:20:41.000,
26101,07Aug2023 18:16:52.000,
26104,07Aug2023 16:31:41.000,
26105,07Aug2023 18:49:12.000,
26110,05Aug2023 18:30:57.000,30000
26110,12Aug2023 18:30:57.000,30000
26110,19Aug2023 18:30:57.000,30000
26110,26Aug2023 18:30:57.000,30000
26110,02Sep2023 18:30:57.000,30000
26110,09Sep2023 18:30:57.000,30000
26110,16Sep2023 18:30:57.000,30000
26110,23Sep2023 18:30:57.000,30000
26110,30Sep2023 18:30:57.000,30000
26110,07Oct2023 18:30:57.000,30000
26116,07Aug2023 16:31:51.000,
26134,07Aug2023 17:33:01.000,
26139,07Aug2023 17:33:05.000,
26145,07Aug2023 18:49:39.000,
26153,07Aug2023 19:53:56.000,
26158,07Aug2023 19:54:01.000,
26194,07Aug2023 19:26:14.000,
26232,07Aug2023 16:32:44.000,
26235,07Aug2023 19:54:26.000,
26259,07Aug2023 18:27:37.000,
26264,07Aug2023 17:29:47.000,
26266,07Aug2023 19:55:26.000,
26286,07Aug2023 19:27:14.000,
26298,07Aug2023 19:13:13.000,
26300,07Aug2023 17:34:51.000,
26305,07Aug2023 19:55:46.000,
26309,07Aug2023 18:28:16.000,
26312,07Aug2023 16:34:04.000,
26331,07Aug2023 19:56:25.000,
26336,07Aug2023 19:56:38.000,
26339,07Aug2023 16:35:04.000,
26340,07Aug2023 17:33:36.000,
26343,07Aug2023 18:29:14.000,
26344,07Aug2023 16:35:08.000,
26360,07Aug2023 17:38:43.000,
26361,07Aug2023 19:04:52.000,
26371,07Aug2023 18:29:49.000,
26374,07Aug2023 17:36:19.000,
26384,07Aug2023 19:57:15.000,
26391,07Aug2023 17:41:29.000,
26398,07Aug2023 17:36:38.000,
26412,07Aug2023 19:30:27.000,
26415,07Aug2023 17:36:45.000,
26462,07Aug2023 16:43:16.000,
26470,07Aug2023 16:43:21.000,
26475,07Aug2023 16:43:41.000,
26487,07Aug2023 17:38:45.000,
26799,07Aug2023 17:40:30.000,
26846,07Aug2023 19:18:42.000,
269,09Oct2023 23:42:56.000,
26916,07Aug2023 17:46:07.000,
26919,07Aug2023 16:46:28.000,
26926,07Aug2023 20:02:25.000,
26929,07Aug2023 19:39:57.000,
26940,07Aug2023 19:20:20.000,
26942,07Aug2023 19:20:21.000,
26975,07Aug2023 20:03:14.000,
26977,07Aug2023 17:47:12.000,
26980,07Aug2023 19:40:51.000,
27091,07Aug2023 16:56:36.000,
27101,07Aug2023 19:02:52.000,
27102,07Aug2023 16:54:41.000,
27119,07Aug2023 19:47:06.000,
27140,03Aug2023 15:01:48.000,
27259,16Aug2023 17:53:04.000,
27349,16Aug2023 17:53:41.000,
27350,16Aug2023 16:55:04.000,
27356,16Aug2023 16:35:43.000,
27357,16Aug2023 17:35:15.000,
27378,16Aug2023 17:35:30.000,
27544,16Aug2023 17:27:28.000,
27590,16Aug2023 16:56:27.000,
27592,16Aug2023 17:28:13.000,
276,09Oct2023 22:29:58.000,
27600,16Aug2023 17:28:21.000,
27602,16Aug2023 16:56:45.000,
27605,16Aug2023 17:42:10.000,
27673,16Aug2023 18:33:20.000,
27676,16Aug2023 19:09:48.000,
27713,16Aug2023 16:30:26.000,
27742,16Aug2023 17:45:11.000,
278,09Oct2023 22:30:00.000,
27876,16Aug2023 16:34:05.000,
27880,16Aug2023 16:34:06.000,
27964,16Aug2023 16:53:53.000,
27970,16Aug2023 17:50:06.000,
27977,16Aug2023 16:38:54.000,
2850,16Aug2023 23:30:28.000,50000
2850,16Sep2023 23:30:28.000,50000
2850,16Oct2023 23:30:28.000,50000
2861,17Aug2023 2:44:29.000,
2886,17Aug2023 0:01:15.000,
2926,17Aug2023 0:54:11.000,
293,09Oct2023 23:43:04.000,
2955,29Sep2023 9:48:23.000,50000
2955,29Oct2023 9:48:23.000,50000
3004,17Aug2023 1:21:26.000,
3015,16Aug2023 23:37:23.000,
315,16Aug2023 20:08:25.000,
3181,17Aug2023 0:55:30.000,
3215,17Aug2023 11:53:46.000,50000
3215,17Sep2023 11:53:46.000,50000
3215,17Oct2023 11:53:46.000,50000
3249,16Aug2023 23:37:52.000,
3250,26Aug2023 20:57:24.000,30000
3250,02Sep2023 20:57:24.000,30000
3250,19Sep2023 11:11:51.000,30000
3250,28Sep2023 15:16:53.000,30000
3276,17Aug2023 2:16:38.000,
3341,30Aug2023 4:42:10.000,50000
3532,05Aug2023 19:36:42.000,
3633,26Aug2023 12:41:41.000,50000
3633,26Sep2023 12:41:41.000,50000
3633,26Oct2023 14:37:33.000,50000
3814,17Aug2023 1:43:52.000,
3856,17Aug2023 1:44:03.000,
3929,07Aug2023 20:55:18.000,30000
3929,14Aug2023 20:55:18.000,30000
3929,21Aug2023 20:55:18.000,30000
3929,28Aug2023 20:55:18.000,30000
3929,04Sep2023 20:55:18.000,30000
3929,11Sep2023 20:55:18.000,30000
3929,18Sep2023 20:55:18.000,30000
3929,25Sep2023 20:55:18.000,30000
3929,02Oct2023 20:55:18.000,30000
3929,09Oct2023 20:55:18.000,30000
3929,16Oct2023 20:55:18.000,30000
3929,23Oct2023 20:55:18.000,30000
3929,31Oct2023 7:46:33.000,30000
3977,17Aug2023 1:04:21.000,
4122,09Aug2023 0:44:01.000,30000
4348,14Aug2023 11:43:59.000,50000
4348,14Sep2023 11:43:59.000,50000
4348,14Oct2023 15:36:15.000,50000
4517,19Aug2023 10:36:34.000,50000
4517,19Sep2023 10:36:34.000,50000
4517,19Oct2023 10:36:34.000,50000
454,16Aug2023 19:36:18.000,
4582,09Aug2023 18:27:54.000,50000
4582,09Sep2023 18:27:54.000,50000
4582,09Oct2023 18:27:54.000,50000
4658,14Aug2023 9:44:53.000,50000
4658,14Sep2023 9:44:53.000,50000
4658,14Oct2023 13:32:25.000,50000
468,16Aug2023 20:10:43.000,
4835,04Aug2023 22:24:59.000,30000
4835,11Aug2023 22:24:59.000,30000
4835,18Aug2023 22:24:59.000,30000
4835,25Aug2023 22:24:59.000,30000
4835,01Sep2023 22:24:59.000,30000
4835,08Sep2023 22:24:59.000,30000
4835,15Sep2023 22:24:59.000,30000
4835,22Sep2023 22:24:59.000,30000
4835,29Sep2023 22:24:59.000,30000
4835,07Oct2023 11:44:41.000,30000
4835,14Oct2023 11:44:41.000,30000
4835,21Oct2023 11:44:41.000,30000
4835,28Oct2023 11:44:41.000,30000
485,16Aug2023 19:21:13.000,
4886,17Aug2023 0:19:59.000,
4901,16Aug2023 23:59:22.000,
4909,17Aug2023 1:40:19.000,
4912,16Aug2023 23:06:12.000,
4918,17Aug2023 0:20:21.000,
4930,17Aug2023 1:18:46.000,
494,16Aug2023 19:56:12.000,
4970,17Aug2023 1:47:44.000,
5018,17Aug2023 0:00:04.000,
5060,17Aug2023 1:47:58.000,
5163,17Aug2023 0:31:13.000,
5187,17Aug2023 0:21:38.000,
523,16Aug2023 19:56:29.000,
5278,17Aug2023 0:01:57.000,
5341,16Aug2023 23:10:29.000,
5373,17Aug2023 0:02:26.000,
5395,09Aug2023 8:50:23.000,50000
5395,09Sep2023 8:50:23.000,50000
5395,09Oct2023 8:50:23.000,50000
5396,28Sep2023 9:12:32.000,30000
5396,05Oct2023 9:12:32.000,30000
5396,12Oct2023 9:12:32.000,30000
5396,19Oct2023 9:12:32.000,30000
5396,26Oct2023 9:12:32.000,30000
5397,17Aug2023 0:22:21.000,
5414,17Aug2023 1:20:48.000,
5451,17Aug2023 2:25:54.000,
5455,17Aug2023 1:50:04.000,
5456,17Aug2023 2:25:57.000,
5520,27Oct2023 16:59:30.000,
5606,09Aug2023 8:36:52.000,50000
5606,09Sep2023 8:36:52.000,50000
5606,09Oct2023 8:36:52.000,50000
5626,17Aug2023 0:11:34.000,
5637,26Oct2023 16:28:29.000,
5659,17Aug2023 1:51:23.000,
5663,17Aug2023 0:11:43.000,
5740,23Aug2023 12:04:17.000,50000
5740,23Sep2023 12:04:17.000,50000
5740,23Oct2023 12:04:17.000,50000
5751,11Aug2023 13:26:55.000,30000
5751,29Aug2023 11:53:37.000,30000
582,16Aug2023 19:22:10.000,
583,16Aug2023 18:05:46.000,
5832,16Aug2023 23:16:48.000,
5839,16Aug2023 23:16:50.000,
5851,16Aug2023 23:16:57.000,
5863,16Aug2023 22:52:56.000,
5877,17Aug2023 2:29:47.000,
5882,17Aug2023 2:29:48.000,
5886,16Aug2023 22:53:02.000,
5890,28Oct2023 13:30:45.000,
5928,17Aug2023 1:32:41.000,
594,16Aug2023 19:43:23.000,
5962,17Aug2023 2:00:22.000,
5972,17Aug2023 1:32:53.000,
5989,17Aug2023 1:32:58.000,
604,16Aug2023 19:57:27.000,
6165,22Sep2023 17:02:50.000,50000
6165,28Oct2023 15:28:04.000,50000
6168,17Aug2023 0:46:20.000,
6193,16Aug2023 22:53:52.000,
624,16Aug2023 18:23:55.000,
6242,17Aug2023 0:37:38.000,
6428,17Aug2023 1:34:20.000,
6437,01Aug2023 12:05:17.000,
6462,01Aug2023 12:19:59.000,
6476,16Aug2023 23:19:04.000,
6520,17Aug2023 0:16:15.000,
653,16Aug2023 18:28:55.000,
6559,17Aug2023 0:47:17.000,
656,16Aug2023 19:58:14.000,
657,16Aug2023 19:58:15.000,
6587,01Aug2023 10:06:53.000,
6631,17Aug2023 0:47:24.000,
6691,30Sep2023 17:55:54.000,30000
6691,07Oct2023 17:55:54.000,30000
6691,14Oct2023 17:55:54.000,30000
6691,21Oct2023 18:23:42.000,30000
6717,01Aug2023 11:18:47.000,
6755,17Aug2023 2:33:14.000,
6758,17Aug2023 0:38:42.000,
678,18Aug2023 11:30:41.000,50000
678,18Sep2023 11:30:41.000,50000
678,18Oct2023 11:30:41.000,50000
6792,01Aug2023 11:04:00.000,
6798,17Aug2023 0:28:02.000,
6800,27Oct2023 0:14:28.000,
6833,01Aug2023 11:04:19.000,
6856,01Aug2023 11:19:21.000,
6868,01Aug2023 11:25:29.000,
6876,01Aug2023 12:22:51.000,
6877,05Aug2023 13:40:40.000,50000
6877,05Sep2023 13:40:40.000,50000
6877,05Oct2023 13:40:40.000,50000
6899,17Aug2023 0:28:26.000,
6905,17Aug2023 2:36:40.000,
6939,01Aug2023 11:46:26.000,
6942,16Aug2023 23:21:04.000,
7033,17Aug2023 0:41:36.000,
7034,16Aug2023 23:24:10.000,
7051,01Aug2023 10:54:22.000,
7061,01Aug2023 12:14:30.000,
7089,17Aug2023 2:37:14.000,
7096,16Aug2023 23:24:23.000,
7137,17Aug2023 0:49:20.000,
7165,01Aug2023 11:52:15.000,
7202,01Aug2023 15:26:54.000,
7207,01Aug2023 12:16:19.000,
7209,01Aug2023 15:27:02.000,
7211,01Aug2023 10:55:57.000,
7242,01Aug2023 11:31:27.000,
7273,07Oct2023 21:19:37.000,50000
7282,12Aug2023 14:55:45.000,50000
7282,12Sep2023 14:55:45.000,50000
7282,12Oct2023 15:07:03.000,50000
7345,16Aug2023 20:44:26.000,50000
7345,16Sep2023 20:44:26.000,50000
7345,16Oct2023 20:44:26.000,50000
7420,01Aug2023 11:35:39.000,
7433,01Aug2023 11:32:51.000,
7446,01Aug2023 11:35:46.000,
7450,01Aug2023 11:32:53.000,
7511,01Aug2023 10:58:38.000,
7512,01Aug2023 11:11:22.000,
7520,01Aug2023 14:57:59.000,30000
7520,09Aug2023 9:36:46.000,30000
7520,16Aug2023 16:40:06.000,30000
7520,23Aug2023 16:40:06.000,30000
7520,30Aug2023 18:22:23.000,30000
7520,06Sep2023 18:22:23.000,30000
7520,14Sep2023 16:56:30.000,30000
7520,22Sep2023 9:47:05.000,30000
7520,30Sep2023 19:08:56.000,30000
7520,09Oct2023 14:38:43.000,30000
7520,18Oct2023 6:49:29.000,30000
7520,25Oct2023 16:10:57.000,30000
7531,01Aug2023 11:11:28.000,
7573,01Aug2023 11:00:07.000,
7581,01Aug2023 11:59:54.000,
7607,01Aug2023 12:00:25.000,
7610,01Aug2023 15:30:03.000,
7619,04Oct2023 17:48:29.000,30000
7619,17Oct2023 11:33:58.000,30000
7640,01Aug2023 11:40:24.000,
7646,01Aug2023 10:03:19.000,
7669,15Sep2023 22:47:33.000,50000
7669,15Oct2023 22:47:33.000,50000
7675,01Aug2023 15:30:24.000,
7695,01Aug2023 11:40:43.000,
777,04Aug2023 12:29:56.000,30000
777,11Aug2023 12:29:56.000,30000
777,18Aug2023 12:29:56.000,30000
777,25Aug2023 12:29:56.000,30000
777,01Sep2023 12:29:56.000,30000
777,08Sep2023 12:29:56.000,30000
777,15Sep2023 12:29:56.000,30000
777,26Sep2023 10:29:14.000,30000
777,03Oct2023 10:29:14.000,30000
777,10Oct2023 10:29:14.000,30000
777,17Oct2023 10:29:14.000,30000
777,25Oct2023 10:46:00.000,30000
7798,17Aug2023 9:42:26.000,50000
7798,17Sep2023 9:42:26.000,50000
7798,17Oct2023 9:42:26.000,50000
7856,01Aug2023 9:59:42.000,
7868,01Aug2023 12:03:20.000,
7930,01Aug2023 11:43:32.000,
7944,01Aug2023 15:33:22.000,
7946,01Aug2023 11:15:22.000,
7953,01Aug2023 15:33:32.000,
7977,01Aug2023 15:33:46.000,
7980,01Aug2023 11:15:49.000,
7994,29Aug2023 17:37:16.000,
8022,02Aug2023 1:14:35.000,
8090,02Aug2023 1:38:46.000,
8120,02Aug2023 1:12:48.000,
8131,02Aug2023 1:12:50.000,
8177,02Aug2023 2:09:22.000,
8186,02Aug2023 0:14:31.000,
8250,29Aug2023 18:43:10.000,
8251,29Aug2023 19:47:01.000,
8256,29Aug2023 16:45:20.000,
8275,29Aug2023 16:45:44.000,
8306,23Oct2023 20:49:09.000,35100
8316,29Aug2023 17:01:46.000,
8322,28Aug2023 10:21:06.000,50000
8322,28Sep2023 10:21:06.000,50000
8322,28Oct2023 10:21:06.000,50000
8326,05Aug2023 16:09:52.000,30000
8326,12Aug2023 16:09:52.000,30000
8326,19Aug2023 16:09:52.000,30000
8326,26Aug2023 16:09:52.000,30000
8326,02Sep2023 16:09:52.000,30000
8326,09Sep2023 16:09:52.000,30000
8326,16Sep2023 16:09:52.000,30000
8326,24Sep2023 11:35:09.000,30000
8326,01Oct2023 11:35:09.000,30000
8326,08Oct2023 11:35:09.000,30000
8326,15Oct2023 11:35:09.000,30000
8326,22Oct2023 11:35:09.000,30000
8326,29Oct2023 11:35:09.000,30000
8327,29Aug2023 18:44:27.000,
8336,29Aug2023 17:34:21.000,
8411,29Aug2023 19:05:31.000,
8446,29Aug2023 17:41:31.000,
8453,29Aug2023 18:01:03.000,
8454,29Aug2023 19:05:42.000,
8456,12Aug2023 12:42:21.000,30000
8456,19Aug2023 12:42:21.000,30000
8456,26Aug2023 12:42:21.000,30000
8456,26Sep2023 5:27:38.000,30000
8486,20Aug2023 10:55:46.000,30000
8486,27Aug2023 10:55:46.000,30000
8486,03Sep2023 10:55:46.000,30000
8486,10Sep2023 10:55:46.000,30000
8486,17Sep2023 10:55:46.000,30000
8486,24Sep2023 10:55:46.000,30000
8486,01Oct2023 10:55:46.000,30000
8486,08Oct2023 10:55:46.000,30000
8486,15Oct2023 10:55:46.000,30000
8486,22Oct2023 10:55:46.000,30000
8486,29Oct2023 10:55:46.000,30000
850,03Aug2023 8:30:31.000,30000
850,10Aug2023 8:30:31.000,30000
850,19Aug2023 14:39:34.000,30000
850,26Aug2023 16:15:55.000,30000
8558,29Aug2023 16:29:52.000,
856,16Aug2023 18:39:20.000,
8565,17Aug2023 11:51:58.000,50000
8565,17Sep2023 11:51:58.000,50000
8565,18Oct2023 6:49:05.000,50000
8569,04Aug2023 10:36:08.000,30000
8569,11Aug2023 10:36:08.000,30000
8569,18Aug2023 10:36:08.000,30000
8569,25Aug2023 10:36:08.000,30000
8569,01Sep2023 10:36:08.000,30000
8569,08Sep2023 10:36:08.000,30000
8569,15Sep2023 10:36:08.000,30000
8569,22Sep2023 10:36:08.000,30000
8569,29Sep2023 12:58:49.000,30000
8569,06Oct2023 12:58:49.000,30000
8569,13Oct2023 12:58:49.000,30000
8569,20Oct2023 12:58:49.000,30000
8594,29Aug2023 16:47:42.000,
8603,29Aug2023 18:01:39.000,
8614,29Aug2023 16:30:09.000,
8674,29Aug2023 16:52:04.000,
8680,29Aug2023 19:11:54.000,
869,16Aug2023 18:13:52.000,
8716,11Aug2023 9:45:47.000,50000
8716,11Sep2023 9:45:47.000,50000
8716,11Oct2023 9:45:47.000,50000
8720,29Aug2023 17:08:59.000,
8750,29Aug2023 16:32:20.000,
8752,29Aug2023 17:09:11.000,
8756,29Aug2023 19:50:33.000,
876,16Aug2023 20:00:48.000,
8836,29Aug2023 18:50:55.000,
8838,29Aug2023 19:14:06.000,
884,16Aug2023 20:00:58.000,
8840,29Aug2023 17:46:45.000,
889,16Aug2023 19:13:47.000,
890,16Aug2023 20:15:33.000,
8959,02Oct2023 19:25:26.000,
8971,29Aug2023 19:14:47.000,
8972,29Aug2023 18:04:17.000,
9,18Oct2023 13:01:45.000,
9003,29Aug2023 18:11:42.000,
9014,01Aug2023 1:25:05.000,30000
9014,08Aug2023 1:25:05.000,30000
9014,16Aug2023 9:54:07.000,30000
9014,23Aug2023 9:54:07.000,30000
9014,18Sep2023 16:18:15.000,30000
9014,26Sep2023 7:47:51.000,30000
9014,03Oct2023 15:13:45.000,30000
9014,11Oct2023 0:49:13.000,30000
9014,18Oct2023 0:49:13.000,30000
9031,29Aug2023 17:16:50.000,
9033,29Aug2023 18:54:10.000,
9085,29Aug2023 19:01:22.000,
9090,29Aug2023 18:15:12.000,
9092,29Aug2023 16:41:54.000,
9097,29Aug2023 18:15:35.000,
9098,29Aug2023 18:15:39.000,
9112,29Aug2023 17:42:02.000,
9130,29Aug2023 16:44:20.000,
9133,29Aug2023 18:07:19.000,
9137,29Aug2023 17:18:20.000,
914,16Aug2023 20:01:15.000,
9159,29Aug2023 18:23:47.000,
9160,29Aug2023 19:24:22.000,
9164,29Aug2023 16:44:40.000,
9165,29Aug2023 19:24:34.000,
9177,29Aug2023 19:07:35.000,
918,16Aug2023 18:14:02.000,
9183,29Aug2023 16:48:07.000,
9188,29Aug2023 19:29:03.000,
919,16Aug2023 20:15:40.000,
9197,29Aug2023 18:38:46.000,
9199,29Aug2023 17:54:11.000,
9200,29Aug2023 18:10:36.000,
9204,29Aug2023 18:38:54.000,
9205,29Aug2023 17:19:49.000,
9208,29Aug2023 17:54:18.000,
9218,29Aug2023 17:54:35.000,
9272,19Aug2023 23:03:47.000,50000
9272,19Sep2023 23:03:47.000,50000
9272,19Oct2023 23:03:47.000,50000
