CUST_NUM,MTH,TARIFF_PLAN,AMT_PF
14596,10,TP2,1200
14601,8,TP5,800
14601,10,TP5,2000
14605,8,TP5,1200
14605,9,TP5,1600
14605,10,TP5,800
14622,8,TP5,1600
14622,9,TP5,2000
14622,10,TP5,1600
14623,10,TP4,1200
14649,8,TP4,1200
14649,9,TP4,1200
1465,8,TP6,3100
1465,9,TP6,1800
1465,10,TP6,1000
14658,8,TP6,200
14661,8,TP4,1200
14661,9,TP4,1200
14661,10,TP4,1200
14665,8,TP5,1600
14665,9,TP5,2000
14665,10,TP5,1600
14667,8,TP6,1800
14667,9,TP6,2400
14667,10,TP6,1900
14680,8,TP6,1000
14680,9,TP6,500
14680,10,TP6,1500
14683,8,TP6,300
14683,9,TP6,700
14683,10,TP6,500
1469,8,TP6,100
1469,10,TP6,100
147,10,TP6,100
14702,9,TP5,2400
14702,10,TP5,400
14705,10,TP6,600
1471,8,TP6,400
14725,9,TP6,100
14725,10,TP5,800
14726,8,TP4,1200
14726,9,TP4,1200
14726,10,TP4,1200
14730,8,TP4,1200
14730,10,TP2,1200
14730,10,TP4,1200
14731,9,TP6,100
14736,10,TP6,100
14738,8,TP6,2100
14738,9,TP6,1800
14738,10,TP6,1900
1474,8,TP6,500
14744,9,TP5,400
14744,10,TP5,800
14745,8,TP5,800
14745,9,TP6,500
14747,8,TP5,1200
14747,9,TP5,1600
14747,10,TP5,1200
14750,8,TP4,1200
14750,9,TP4,1200
14750,10,TP4,1200
14757,8,TP4,1200
14757,9,TP4,1200
14757,10,TP4,1200
14766,9,TP6,500
14767,8,TP5,400
14767,8,TP6,100
14772,9,TP6,200
14772,10,TP6,200
14778,9,TP6,200
14782,8,TP4,1200
14782,9,TP4,1200
14782,10,TP4,1200
14783,9,TP5,400
14783,9,TP6,100
1479,8,TP5,800
1479,9,TP5,1200
1479,10,TP5,1200
14793,8,TP6,200
14793,9,TP6,100
14793,10,TP6,400
14794,8,TP6,500
14794,9,TP6,2100
14794,10,TP6,2200
14797,8,TP4,1200
14797,9,TP4,1200
14797,10,TP4,1200
14800,8,TP6,100
14800,9,TP6,500
14800,10,TP6,100
14803,10,TP5,400
14803,10,TP6,100
14807,9,TP6,500
14807,10,TP6,100
14808,10,TP5,1200
14810,8,TP6,400
14810,9,TP6,1300
14810,10,TP6,300
14811,8,TP5,400
14811,9,TP5,400
14811,10,TP5,1200
14817,9,TP6,100
14834,8,TP5,1600
14834,9,TP5,2000
14834,9,TP6,200
14834,10,TP5,400
14841,8,TP4,1200
14841,9,TP4,1200
14847,8,TP4,1200
14848,9,TP6,200
14848,10,TP6,300
14853,10,TP6,300
14859,8,TP4,1200
14859,9,TP4,1200
14859,10,TP4,1200
14867,8,TP6,500
14869,8,TP5,2000
14869,9,TP5,400
1487,10,TP5,400
14870,8,TP5,1200
14870,9,TP5,1600
14870,10,TP5,400
14877,9,TP6,200
14877,10,TP6,100
14887,8,TP6,1200
14887,10,TP6,700
149,8,TP4,1200
149,9,TP4,1200
149,10,TP4,1200
14901,8,TP3,800
14901,9,TP3,800
14902,8,TP2,1200
14902,9,TP2,1200
14902,10,TP2,1200
14904,8,TP6,1200
14904,9,TP6,1200
14904,10,TP6,500
14905,9,TP6,500
14905,10,TP6,300
14908,9,TP6,400
14909,8,TP4,1200
14910,8,TP5,1600
14910,9,TP5,1600
14910,10,TP5,1600
14912,8,TP5,400
14915,8,TP5,1600
14915,9,TP5,1600
14915,10,TP5,2000
14918,9,TP4,1200
14927,8,TP4,1200
14927,9,TP4,1200
14927,10,TP4,1200
14928,8,TP6,700
14929,8,TP4,1200
14929,9,TP4,1200
14929,10,TP4,1200
14930,8,TP5,1600
14930,9,TP5,1200
14930,10,TP5,1600
14932,8,TP5,1600
14932,9,TP5,1600
14932,10,TP5,2000
14936,8,TP5,800
14936,9,TP5,1600
14936,10,TP5,800
14937,8,TP4,1200
14947,8,TP6,1000
14947,9,TP6,1600
14947,10,TP6,1700
14951,8,TP5,1200
14951,9,TP5,400
14951,10,TP5,400
14961,8,TP6,1000
14961,9,TP6,200
14961,10,TP6,1900
14962,9,TP5,1600
14962,10,TP5,1600
14963,8,TP4,1200
14963,9,TP4,1200
14963,10,TP4,1200
14968,8,TP6,400
14968,9,TP6,200
14968,10,TP6,100
14973,8,TP6,1100
14974,8,TP6,2500
14974,9,TP6,2600
14974,10,TP6,2600
14990,10,TP5,1200
14991,8,TP4,1200
14991,9,TP4,1200
14991,10,TP4,1200
14995,8,TP5,1600
14995,9,TP5,800
14995,10,TP5,400
15002,8,TP1,1900
15002,9,TP1,1900
15002,10,TP1,1900
15004,8,TP3,800
15004,9,TP3,800
15004,10,TP3,800
15009,8,TP6,300
15011,8,TP4,1200
15011,10,TP4,1200
15020,8,TP4,2400
15020,9,TP4,1200
15020,10,TP4,1200
15024,8,TP6,1800
15024,9,TP6,1100
15024,10,TP6,2100
15025,8,TP6,2700
15025,9,TP6,2400
15025,10,TP6,1200
15028,10,TP5,400
15029,8,TP5,800
15029,10,TP5,800
15030,9,TP6,100
15036,8,TP6,700
15036,9,TP6,300
15038,8,TP4,1200
1504,8,TP4,1200
1504,9,TP4,1200
1504,10,TP4,1200
15050,8,TP4,1200
15050,9,TP4,1200
15050,10,TP4,1200
15051,8,TP5,2000
15051,9,TP5,1600
15051,10,TP5,1600
15052,10,TP6,100
15060,8,TP5,1600
15060,9,TP5,1600
15060,10,TP5,800
15063,8,TP5,400
15063,9,TP5,2000
15063,10,TP5,1600
15066,9,TP6,400
15067,8,TP5,2000
15067,9,TP5,2400
15067,10,TP5,2800
15074,10,TP5,400
15077,8,TP6,200
15082,8,TP6,400
15082,9,TP6,500
15082,10,TP6,600
15086,8,TP4,1200
15086,8,TP6,1500
15086,10,TP4,1200
15090,8,TP6,1200
15090,9,TP6,200
15090,10,TP6,100
15096,8,TP5,400
15096,9,TP5,400
15096,10,TP5,800
15099,8,TP6,500
15099,9,TP6,200
15099,10,TP6,400
15102,8,TP6,100
15104,8,TP6,500
15104,9,TP6,100
15104,10,TP6,900
15106,8,TP5,1600
15106,9,TP5,2000
15106,10,TP5,1600
15108,8,TP6,300
1511,8,TP4,1200
1511,9,TP4,1200
1511,10,TP4,1200
15115,8,TP5,1600
15115,9,TP5,1600
15115,10,TP5,2000
15119,8,TP5,1200
15119,9,TP5,1200
15119,10,TP5,400
15125,8,TP6,1100
15125,9,TP6,600
15125,10,TP6,100
15128,8,TP6,700
15128,10,TP6,100
15132,8,TP5,2000
15132,9,TP5,1600
15132,10,TP5,1600
15134,9,TP5,1200
15134,10,TP5,800
15136,8,TP6,1900
15136,9,TP6,1400
15136,10,TP6,1100
15144,8,TP6,100
15144,9,TP6,200
15144,10,TP6,600
15147,8,TP4,1200
15149,8,TP6,200
1515,9,TP6,1300
15153,8,TP1,1900
15154,9,TP6,100
15154,10,TP6,700
15160,10,TP6,400
15161,8,TP4,1200
15161,9,TP4,1200
15161,10,TP4,1200
15168,8,TP5,1600
15168,9,TP5,400
1517,8,TP5,1200
1517,9,TP5,1600
1517,10,TP5,400
15178,10,TP6,200
1518,10,TP3,800
15181,9,TP6,300
15186,8,TP6,200
15186,9,TP6,300
15186,10,TP6,200
15187,9,TP6,100
15187,10,TP6,200
15188,10,TP6,300
15189,9,TP2,1200
15189,10,TP2,1200
15191,8,TP5,400
15191,9,TP5,800
15191,10,TP5,400
15199,10,TP6,100
152,9,TP3,800
1520,9,TP4,1200
15200,8,TP4,1200
15200,9,TP4,1200
15204,8,TP4,1200
15208,8,TP5,1200
15208,9,TP5,400
15208,10,TP5,400
15209,8,TP4,1200
15209,9,TP4,1200
15209,10,TP4,1200
15217,8,TP5,800
15217,9,TP5,1200
15217,10,TP5,1600
15220,8,TP6,2000
15220,9,TP6,800
15220,10,TP6,600
15222,8,TP5,2000
15222,9,TP5,1600
15224,10,TP5,1200
15227,8,TP6,700
1523,9,TP5,400
15230,8,TP4,1200
15230,9,TP4,1200
15230,10,TP4,1200
15232,10,TP6,500
15233,10,TP5,800
15234,8,TP4,1200
15234,9,TP4,1200
15251,8,TP5,800
15251,9,TP5,1200
15251,10,TP5,400
15252,9,TP5,400
15253,10,TP6,200
15257,8,TP1,1900
15257,9,TP2,1200
15257,10,TP2,1200
15267,8,TP5,1200
15267,9,TP5,1200
15267,10,TP5,1600
1527,8,TP5,1600
1527,9,TP5,1200
15271,10,TP4,1200
15272,10,TP6,600
15274,8,TP6,900
15274,9,TP6,700
15274,10,TP6,400
15283,8,TP4,1200
15283,9,TP4,1200
15283,10,TP4,1200
15287,8,TP4,1200
15287,9,TP5,1600
15287,10,TP5,1200
15293,8,TP5,1600
15293,9,TP5,1600
15293,10,TP5,1600
15295,8,TP5,1600
15295,8,TP6,100
15295,9,TP5,400
15295,9,TP6,100
15295,10,TP5,2000
15295,10,TP6,100
15302,8,TP5,400
15302,10,TP5,1200
1531,8,TP5,1200
1531,9,TP5,1600
1531,10,TP5,400
15318,9,TP6,100
15327,8,TP4,1200
15327,9,TP4,1200
15327,10,TP4,1200
15329,8,TP6,200
15329,9,TP6,1400
15329,10,TP6,800
1533,10,TP5,400
15343,10,TP6,100
15349,10,TP5,400
1536,8,TP5,2000
1536,9,TP5,1600
1536,10,TP5,1600
15362,8,TP5,400
15362,9,TP5,400
15365,8,TP6,600
15365,9,TP6,300
15368,8,TP6,800
15368,9,TP6,800
15370,8,TP5,400
15370,10,TP5,1200
15378,8,TP6,200
15378,9,TP6,800
15378,10,TP6,300
15381,10,TP5,400
15382,9,TP6,200
15383,8,TP5,800
15383,10,TP5,800
15384,8,TP5,800
15384,9,TP5,400
15384,10,TP5,800
15386,8,TP5,1600
15386,9,TP5,1600
15387,9,TP4,1200
15397,10,TP4,1200
15398,10,TP5,400
15406,8,TP5,1600
15406,9,TP5,1600
15406,10,TP5,1600
15408,8,TP5,1600
15408,9,TP5,1600
15408,10,TP5,2000
15412,8,TP6,3100
15412,9,TP6,2000
15412,10,TP6,2900
15417,8,TP5,400
15417,10,TP5,400
15420,8,TP4,1200
15420,9,TP4,1200
15424,8,TP5,400
15424,9,TP5,400
15426,9,TP6,100
15432,9,TP4,1200
15435,8,TP4,1200
15435,9,TP4,1200
15435,10,TP4,1200
15437,8,TP4,1200
15438,8,TP5,400
15439,8,TP6,600
15439,9,TP6,900
15439,10,TP6,300
15443,8,TP4,1200
15443,9,TP4,1200
15443,10,TP4,1200
15449,8,TP4,1200
15449,9,TP4,1200
15449,10,TP4,1200
1545,8,TP5,1600
1545,9,TP5,2000
1545,10,TP5,1600
15457,8,TP4,1200
15457,9,TP4,1200
15457,10,TP4,1200
15458,10,TP6,200
1546,8,TP5,400
15460,8,TP6,600
15460,10,TP6,700
15465,10,TP4,1200
15466,8,TP6,200
15466,9,TP6,200
15466,10,TP6,100
15474,9,TP5,800
15474,10,TP5,800
15475,10,TP5,400
15476,8,TP6,2500
15476,9,TP6,2600
15476,10,TP6,2900
15482,9,TP5,400
15489,8,TP4,1200
15489,9,TP4,1200
15489,10,TP4,2400
15490,8,TP6,500
15490,9,TP6,1100
15490,10,TP6,1000
15492,8,TP5,1200
15492,9,TP5,2000
15493,8,TP6,1800
15493,9,TP6,1000
15493,10,TP6,1700
15494,10,TP5,1600
15502,8,TP4,1200
15502,9,TP4,1200
15502,10,TP4,1200
15505,10,TP4,1200
15508,9,TP4,1200
15509,8,TP3,800
15509,10,TP3,800
15514,8,TP2,1200
15514,9,TP2,1200
15514,10,TP2,1200
1552,8,TP6,100
1552,9,TP6,100
15520,8,TP6,900
15520,9,TP6,1000
15520,10,TP6,700
15522,8,TP4,1200
15522,9,TP4,1200
15522,10,TP4,1200
15526,8,TP2,1200
15526,9,TP2,1200
15526,10,TP2,1200
15527,8,TP6,100
15527,9,TP6,300
15540,9,TP4,1200
15541,8,TP4,1200
15541,9,TP4,1200
15541,10,TP4,1200
15546,8,TP6,700
15546,9,TP6,1300
15546,10,TP6,700
15554,8,TP5,400
15554,9,TP5,1200
15554,10,TP5,800
1556,8,TP6,2100
1556,9,TP6,1700
1556,10,TP6,1500
15567,8,TP6,100
15567,9,TP6,300
15567,10,TP6,300
15569,9,TP5,400
15569,10,TP5,1200
15571,8,TP4,1200
15571,9,TP4,1200
15572,8,TP6,400
15572,9,TP6,100
15572,10,TP6,200
15575,8,TP6,700
15575,9,TP6,1400
15575,10,TP6,1700
15582,8,TP6,300
15582,9,TP5,1600
15582,9,TP6,300
15582,10,TP5,2000
15585,8,TP5,800
15586,8,TP6,100
15586,9,TP6,1500
15586,10,TP6,2000
15587,8,TP5,1200
15587,8,TP6,200
15587,9,TP5,1600
15587,10,TP5,1600
15589,8,TP6,200
15590,8,TP6,100
15590,9,TP6,100
15590,10,TP6,500
15598,8,TP6,200
15598,10,TP6,800
15601,8,TP5,800
15604,8,TP6,600
15604,9,TP6,200
15604,10,TP6,1100
15610,8,TP6,200
15610,9,TP6,300
15610,10,TP6,600
15613,8,TP5,800
15622,8,TP5,800
15622,10,TP5,1200
15623,8,TP6,300
15628,8,TP4,1200
15629,8,TP5,1200
15629,9,TP5,800
15629,10,TP5,1200
15634,8,TP5,1600
15634,9,TP5,1600
15634,10,TP5,1200
15637,8,TP5,1200
15637,8,TP6,100
15637,9,TP5,400
15637,10,TP5,800
15640,8,TP5,800
15640,10,TP5,400
15642,8,TP5,1200
15642,9,TP5,1200
15642,10,TP5,1600
15645,8,TP5,800
15654,8,TP5,800
15654,9,TP5,1200
15656,8,TP6,300
15656,9,TP6,100
1566,8,TP7,5000
1566,9,TP7,2500
1566,10,TP7,5000
15661,9,TP5,400
15661,10,TP5,400
15666,9,TP4,1200
15668,9,TP5,400
15668,10,TP5,2000
15669,8,TP6,500
15669,10,TP6,200
1567,8,TP6,700
1567,9,TP6,300
1567,10,TP6,600
15672,10,TP6,400
15673,10,TP5,400
15676,9,TP6,1000
15676,10,TP6,100
15681,8,TP5,1200
15681,9,TP5,800
15681,10,TP5,800
15684,8,TP6,1700
15684,9,TP6,2500
15684,10,TP6,2300
15694,8,TP6,2900
15695,8,TP5,1200
15695,9,TP5,1200
15695,10,TP5,1600
15699,8,TP5,1200
15699,9,TP5,400
15700,8,TP6,500
15700,9,TP6,1100
15700,10,TP6,900
15707,10,TP6,300
15713,9,TP4,1200
15713,9,TP5,400
15714,8,TP6,2300
15714,10,TP6,700
15717,8,TP6,1400
15717,9,TP6,1200
15726,8,TP5,1200
15726,9,TP5,800
15726,10,TP5,1600
15727,9,TP4,1200
15729,9,TP6,300
15730,8,TP5,1600
15730,9,TP5,2000
15730,10,TP5,1600
15733,9,TP5,400
15737,9,TP5,400
15737,10,TP5,400
1574,8,TP5,2000
1574,9,TP5,1600
1574,10,TP5,1600
15740,8,TP6,200
15740,9,TP5,400
15740,9,TP6,100
15740,10,TP5,400
15741,8,TP5,800
15741,9,TP5,400
15744,10,TP5,400
15745,10,TP5,1600
15749,8,TP5,2000
15749,9,TP5,1600
15749,10,TP5,1600
15750,8,TP3,800
15750,9,TP3,800
15750,10,TP3,800
15752,8,TP5,400
15752,9,TP5,800
15757,9,TP6,900
15757,10,TP6,2300
15761,8,TP4,1200
15761,9,TP4,1200
15761,10,TP4,1200
15762,8,TP5,800
15762,9,TP5,400
15762,10,TP5,800
15764,8,TP5,1200
15764,9,TP5,400
15766,9,TP5,800
15766,10,TP5,400
15770,8,TP6,2100
15770,9,TP6,2200
15770,10,TP6,1500
15772,8,TP5,800
15772,9,TP5,1600
15772,10,TP5,1600
15792,8,TP4,1200
15792,9,TP4,1200
15792,10,TP4,1200
15796,8,TP6,800
15796,9,TP6,1300
15796,10,TP6,700
15798,8,TP5,1600
15798,9,TP5,2000
15798,10,TP5,1600
158,8,TP1,1900
158,9,TP1,1900
158,10,TP1,1900
15803,9,TP6,200
15803,10,TP6,200
15811,10,TP5,2000
15815,9,TP6,800
15817,9,TP5,800
15835,8,TP4,1200
15835,9,TP4,1200
15835,10,TP4,1200
15836,8,TP5,800
15836,10,TP5,400
15837,10,TP4,1200
1584,9,TP2,1200
1584,10,TP2,1200
15845,8,TP6,500
15845,9,TP6,800
15845,10,TP6,400
15846,8,TP5,400
15846,9,TP5,800
15846,10,TP5,400
15850,10,TP5,800
15851,8,TP6,100
15851,9,TP5,400
15854,10,TP5,800
15866,8,TP6,1500
15866,9,TP6,600
15866,10,TP6,400
15872,10,TP6,500
15874,10,TP6,100
15879,9,TP6,100
15880,8,TP6,100
15880,9,TP6,1500
15880,10,TP6,1900
15891,10,TP5,800
15891,10,TP6,100
159,8,TP6,1800
159,9,TP6,2000
159,10,TP6,1800
15904,8,TP5,400
15904,9,TP5,400
15904,10,TP5,400
15905,8,TP6,1400
15905,9,TP6,400
15905,10,TP6,1000
15910,8,TP4,1200
15910,9,TP4,1200
15910,10,TP4,1200
15911,9,TP6,100
15913,8,TP6,1300
15913,9,TP6,1500
15913,10,TP6,400
15916,9,TP4,1200
15916,10,TP4,1200
1592,8,TP4,1200
1592,9,TP4,1200
1592,9,TP5,400
1592,10,TP5,2000
15920,10,TP3,800
15925,9,TP6,100
15925,10,TP6,600
15937,8,TP5,1600
15937,9,TP5,1600
15937,10,TP5,2000
1594,8,TP3,800
1594,9,TP3,800
1594,10,TP3,800
1595,8,TP1,1900
1595,9,TP1,1900
1595,10,TP1,1900
15956,8,TP4,1200
15956,9,TP4,1200
15962,8,TP5,1600
15962,9,TP5,400
15964,8,TP4,1200
15964,9,TP4,1200
15964,10,TP4,1200
15967,8,TP5,800
15975,8,TP6,200
1598,8,TP4,1200
1598,9,TP4,1200
1598,10,TP4,1200
15980,8,TP6,700
15980,9,TP6,1500
15980,10,TP6,1800
15982,8,TP5,400
15985,10,TP6,100
15992,10,TP5,400
15994,9,TP6,200
15994,10,TP6,200
15995,9,TP4,1200
15998,8,TP6,400
16,9,TP6,100
16,10,TP6,200
16001,8,TP5,1600
16001,9,TP5,1600
16003,8,TP5,1600
16003,9,TP5,1200
16003,10,TP5,400
16006,8,TP5,1200
16006,8,TP6,100
16006,9,TP5,800
16010,8,TP5,1200
16010,9,TP5,1200
16010,10,TP5,800
16011,9,TP5,400
16011,10,TP5,800
16012,9,TP5,800
16013,9,TP5,800
16014,8,TP5,1200
16014,9,TP5,1200
16014,10,TP5,1600
16025,8,TP4,1200
16025,9,TP4,1200
16025,10,TP4,2400
16028,8,TP6,300
16028,9,TP6,600
16028,10,TP6,300
16031,8,TP5,400
16035,8,TP6,800
16035,9,TP6,600
16035,10,TP6,900
16040,8,TP4,1200
16040,9,TP4,1200
16040,10,TP4,1200
16042,8,TP6,100
16042,9,TP6,100
16042,10,TP6,100
16043,8,TP5,1200
16043,9,TP5,1200
16043,10,TP5,400
16061,8,TP5,1600
16061,9,TP5,800
16061,9,TP6,100
16061,10,TP6,2700
16062,8,TP4,1200
16062,9,TP4,1200
16062,10,TP4,1200
16064,10,TP5,800
16068,9,TP5,1600
16068,10,TP5,400
16073,8,TP5,800
16073,8,TP6,300
16076,10,TP4,1200
16082,9,TP6,600
16082,10,TP6,1000
16083,8,TP5,1200
16083,10,TP5,1600
16086,10,TP5,400
16088,10,TP5,800
16089,8,TP5,800
1609,8,TP4,1200
1609,10,TP4,1200
161,9,TP4,1200
161,10,TP4,1200
16100,10,TP5,400
16102,10,TP5,400
16103,8,TP5,1600
16109,8,TP5,400
16115,8,TP5,800
16115,9,TP5,1600
16115,10,TP5,1600
16121,8,TP2,1200
16121,9,TP2,1200
16121,10,TP2,1200
16127,9,TP5,400
16127,10,TP5,800
16134,8,TP4,1200
16134,9,TP4,1200
16134,10,TP4,1200
16135,8,TP5,1200
16135,9,TP5,400
16135,10,TP5,1200
16137,8,TP6,600
16137,9,TP6,300
16137,10,TP6,300
16138,8,TP5,1600
16138,9,TP5,2400
16138,10,TP5,1600
16140,8,TP4,1200
16140,9,TP4,1200
16145,8,TP5,1600
16145,9,TP5,1200
16145,9,TP6,500
16145,10,TP5,2000
16146,8,TP5,1600
16146,9,TP5,1600
16146,10,TP5,800
16148,10,TP4,1200
16149,8,TP5,1200
16149,9,TP5,1200
16149,10,TP5,1600
1615,8,TP5,800
1615,9,TP5,800
1615,10,TP5,400
16166,8,TP5,1200
16166,9,TP5,1600
16166,10,TP5,1200
16167,8,TP5,800
16167,9,TP5,800
16174,8,TP6,400
16174,9,TP6,100
16176,8,TP5,800
16176,9,TP5,1600
16176,10,TP5,1600
16187,8,TP6,100
16187,9,TP6,800
16187,10,TP6,500
16188,8,TP6,1500
16188,10,TP6,300
16189,10,TP3,800
16194,8,TP4,1200
16194,9,TP4,1200
16194,10,TP4,1200
16195,8,TP6,2600
16195,9,TP6,2100
16195,10,TP6,2900
16197,8,TP6,100
16197,10,TP6,200
16198,8,TP6,2700
16198,9,TP6,3000
16198,10,TP6,200
16201,10,TP5,1200
16215,8,TP4,1200
16217,8,TP6,900
16217,9,TP6,700
16219,8,TP5,800
16219,10,TP5,400
16222,9,TP6,400
16223,8,TP5,1200
16223,10,TP5,400
1623,8,TP5,1600
1623,9,TP5,2000
1623,10,TP5,1600
16230,8,TP6,200
16237,9,TP6,100
16237,10,TP6,100
16240,8,TP4,1200
16240,9,TP4,1200
16240,10,TP4,1200
16244,8,TP4,1200
16244,9,TP4,1200
16244,10,TP4,1200
16245,9,TP5,400
16245,9,TP6,900
16245,10,TP6,2900
16247,8,TP5,1600
16247,9,TP5,2000
16247,10,TP5,1600
16249,8,TP5,1200
16249,9,TP5,1600
16249,10,TP5,1600
1625,8,TP5,800
1625,9,TP5,400
1625,10,TP5,1200
16255,8,TP5,1200
16255,9,TP5,1200
16255,10,TP5,400
16257,8,TP6,800
16261,8,TP6,800
16261,9,TP6,900
16261,10,TP6,500
16262,8,TP4,1200
16262,9,TP4,1200
16262,10,TP4,1200
16266,8,TP4,1200
16266,9,TP4,1200
16266,10,TP4,1200
16269,8,TP4,1200
16269,9,TP4,1200
16271,9,TP5,400
16271,10,TP5,400
16275,8,TP4,1200
16275,9,TP4,1200
16275,10,TP4,1200
16278,8,TP6,1700
16278,9,TP6,1100
16278,10,TP6,1200
16279,8,TP1,1900
16279,9,TP1,1900
16279,10,TP1,1900
16293,10,TP6,500
16298,8,TP4,1200
16298,9,TP4,1200
16298,10,TP4,1200
163,8,TP5,400
163,9,TP5,400
163,10,TP5,400
1630,8,TP6,200
16314,10,TP6,700
16315,9,TP6,900
16315,10,TP6,1600
16318,9,TP5,800
16318,10,TP5,800
1632,9,TP5,400
16320,8,TP4,1200
16320,9,TP4,1200
16320,10,TP4,1200
16321,8,TP6,1300
16321,9,TP6,900
16321,10,TP6,900
16322,8,TP5,400
16324,9,TP5,1200
16331,8,TP4,1200
16331,9,TP4,1200
16331,10,TP4,1200
16336,8,TP5,400
16337,10,TP5,400
16347,9,TP4,1200
16351,8,TP6,900
16351,9,TP6,300
16351,10,TP6,200
16353,8,TP5,1600
16353,9,TP5,400
16353,10,TP5,400
16354,8,TP5,1200
16354,8,TP6,500
16354,9,TP5,2000
16354,10,TP5,800
16361,8,TP5,2000
16361,9,TP5,1600
16361,10,TP5,1600
16367,9,TP5,1200
16367,9,TP6,100
16368,8,TP5,1600
16368,9,TP5,2000
16368,10,TP5,1200
1637,8,TP6,2400
16375,9,TP6,300
16375,10,TP6,700
16376,9,TP6,400
16376,10,TP6,400
16379,8,TP3,800
16379,9,TP3,800
16379,10,TP3,800
1638,8,TP5,1200
1638,9,TP5,1600
1638,10,TP5,1200
16381,8,TP5,400
16381,9,TP5,400
16382,8,TP5,400
16383,8,TP5,400
16384,8,TP5,800
16384,9,TP5,800
16384,10,TP5,800
16388,8,TP3,800
16388,9,TP3,800
16388,10,TP3,800
1639,8,TP5,1600
1639,9,TP5,2000
1639,10,TP5,1600
16394,10,TP4,1200
16396,8,TP6,700
16398,10,TP5,800
16399,9,TP5,400
16399,10,TP5,2400
164,8,TP5,2000
164,9,TP5,1600
164,10,TP5,1600
16404,8,TP5,400
16404,9,TP5,1600
16404,10,TP5,1600
16405,8,TP6,100
16406,8,TP5,400
16406,8,TP6,1200
16406,9,TP6,1200
16406,10,TP6,500
16407,8,TP5,800
16407,9,TP5,400
16409,10,TP5,800
16410,8,TP5,2000
16410,9,TP5,1600
16410,10,TP5,1600
16424,8,TP3,800
16424,9,TP3,1600
16424,10,TP3,800
16425,8,TP5,1600
16425,9,TP5,1600
16425,10,TP5,1600
16427,9,TP6,1500
16427,10,TP6,1000
16431,8,TP3,1600
16431,9,TP3,800
16431,10,TP3,800
16432,8,TP1,1900
16432,9,TP1,1900
16432,10,TP1,1900
16438,8,TP4,1200
16438,9,TP4,1200
16438,10,TP4,1200
16439,10,TP5,400
16441,8,TP5,1200
16441,9,TP5,800
16446,9,TP5,800
16446,10,TP5,400
16447,8,TP6,800
16447,9,TP6,1000
16447,10,TP6,1100
1645,9,TP4,1200
16450,8,TP5,400
16450,9,TP5,2000
16450,10,TP5,400
16454,8,TP6,2300
16454,9,TP6,2500
16454,10,TP6,1200
16456,8,TP4,1200
16456,9,TP4,1200
16456,10,TP4,1200
16471,8,TP6,400
16473,8,TP6,700
16477,9,TP6,100
16477,10,TP5,400
16485,10,TP6,100
16489,8,TP5,800
16489,10,TP5,1200
1649,8,TP6,100
1649,9,TP6,100
1649,10,TP6,300
16491,8,TP3,800
16491,9,TP3,800
1650,9,TP6,200
1650,10,TP6,100
16500,8,TP4,1200
16500,9,TP4,1200
16500,10,TP4,1200
16511,8,TP5,1200
16511,9,TP5,1600
16511,10,TP5,1600
16514,8,TP5,1200
16515,8,TP5,2000
16515,9,TP5,1600
16515,10,TP5,1600
16518,8,TP6,100
16518,9,TP6,100
16518,10,TP6,300
16526,8,TP6,300
16529,8,TP5,1600
16529,9,TP5,1600
16529,10,TP5,1600
16530,8,TP6,200
16530,9,TP6,100
16530,10,TP6,300
16531,8,TP5,1600
16531,9,TP5,1600
16531,10,TP5,2000
16532,8,TP5,800
16532,10,TP5,1200
16537,9,TP5,400
16542,8,TP4,2400
16542,10,TP4,2400
16545,8,TP6,400
16545,9,TP6,1600
16545,10,TP6,300
16546,10,TP6,700
16547,10,TP5,400
16548,8,TP5,400
16548,10,TP5,1200
16553,8,TP5,400
16553,10,TP5,400
16557,8,TP5,400
16557,8,TP6,900
16557,9,TP6,400
16557,10,TP6,500
16559,8,TP6,200
16559,9,TP6,100
1656,8,TP5,800
1656,9,TP5,400
16563,8,TP6,100
16566,8,TP4,1200
16566,9,TP4,1200
16566,10,TP4,1200
16567,9,TP6,100
16569,10,TP6,100
16576,8,TP6,300
16576,9,TP6,700
16576,10,TP6,200
16577,8,TP6,700
16577,10,TP6,100
16578,8,TP5,400
16578,9,TP5,800
16578,10,TP5,800
1658,9,TP2,1200
1658,10,TP2,1200
16580,8,TP5,1200
16585,8,TP6,2300
16585,9,TP6,2900
16585,10,TP6,3100
16591,8,TP4,1200
16591,9,TP4,1200
16591,10,TP4,1200
16594,10,TP6,400
16599,9,TP5,800
16599,10,TP5,1600
16605,8,TP4,1200
16605,9,TP4,1200
16607,8,TP4,1200
16607,9,TP4,1200
1661,8,TP6,700
1661,9,TP6,300
1661,10,TP5,400
1661,10,TP6,300
16613,8,TP5,400
16613,9,TP5,800
16620,8,TP5,1600
16620,9,TP5,1600
16620,10,TP5,1600
16621,8,TP5,1600
16621,9,TP5,1600
16621,10,TP5,1200
16622,8,TP4,1200
16622,9,TP4,1200
16622,10,TP4,1200
16625,8,TP4,1200
16625,9,TP4,1200
16629,8,TP4,1200
16629,9,TP4,1200
16629,10,TP4,1200
16634,8,TP5,1600
16634,9,TP5,1600
16634,10,TP5,1600
16640,10,TP4,1200
16647,10,TP6,200
16648,8,TP6,300
16648,9,TP6,1400
16648,10,TP6,1000
16649,8,TP5,400
16649,9,TP5,400
16649,9,TP6,200
