CUST_NUM,MTH,TARIFF_PLAN,AMT_PF
21179,8,TP5,400
21181,8,TP5,400
21186,8,TP6,100
21186,9,TP6,500
21192,8,TP6,100
21192,9,TP6,100
21192,10,TP6,100
21196,8,TP5,400
21204,8,TP6,100
21225,8,TP5,400
21226,8,TP5,400
21230,9,TP5,400
21230,10,TP5,400
21235,8,TP5,800
21236,8,TP5,1200
2124,8,TP5,400
2124,9,TP5,1200
2124,10,TP5,1600
2125,8,TP5,800
2125,9,TP5,800
21256,8,TP6,200
21257,8,TP6,100
21262,8,TP6,200
2127,8,TP5,400
2127,10,TP5,400
21272,8,TP6,500
21272,9,TP6,100
21275,8,TP6,500
2128,8,TP6,700
21280,8,TP5,1600
21280,9,TP5,400
21285,8,TP4,1200
213,8,TP6,100
213,9,TP6,100
21304,8,TP5,400
21305,9,TP5,400
21309,8,TP5,1200
21309,9,TP5,1200
21318,8,TP5,1200
21318,9,TP5,400
21318,10,TP5,400
21322,8,TP4,1200
21327,8,TP5,400
21331,8,TP6,100
21343,8,TP6,300
21343,10,TP6,100
21369,8,TP6,200
21369,9,TP6,100
21369,10,TP6,300
21377,8,TP5,400
21377,8,TP6,200
21384,8,TP6,900
21396,8,TP6,100
21396,9,TP6,100
21403,8,TP5,400
21403,9,TP5,400
21410,8,TP6,600
21413,8,TP6,100
2143,8,TP5,1200
2143,8,TP6,600
2143,9,TP6,2500
2143,10,TP6,2100
21431,8,TP5,800
21434,8,TP5,800
21435,8,TP5,400
21447,8,TP5,2000
21455,10,TP5,400
21460,8,TP5,400
21486,8,TP6,300
21487,8,TP5,800
21509,8,TP5,400
21520,8,TP5,400
21520,9,TP5,400
21520,10,TP5,800
21521,8,TP5,1200
21545,8,TP6,100
21551,9,TP5,800
21559,8,TP5,800
21559,8,TP6,1000
21566,9,TP5,800
2157,9,TP6,200
2157,10,TP6,400
21577,8,TP5,400
21586,8,TP5,1600
21608,9,TP6,200
21609,8,TP5,400
21626,8,TP5,400
2163,8,TP6,200
2163,9,TP6,100
2163,10,TP6,200
21642,8,TP5,1600
21642,10,TP5,400
2165,8,TP2,1200
2165,9,TP2,1200
2165,10,TP2,1200
21679,8,TP5,800
21685,9,TP6,200
2169,8,TP5,1600
2169,9,TP5,1600
2169,10,TP5,2000
21691,10,TP5,400
2172,10,TP6,100
21723,8,TP5,1600
21725,8,TP5,1600
21725,9,TP5,400
21726,8,TP5,800
21726,9,TP5,800
2173,8,TP6,300
21731,8,TP5,400
21747,8,TP5,400
21762,8,TP6,200
21780,8,TP5,400
21793,8,TP6,1100
218,8,TP1,1900
218,9,TP1,1900
218,10,TP1,1900
21806,8,TP6,700
21806,9,TP6,400
21807,8,TP5,400
2182,8,TP3,1600
2182,9,TP3,800
2182,10,TP3,800
21825,8,TP6,100
21825,9,TP6,300
21833,8,TP5,400
21833,8,TP6,400
21833,9,TP5,400
21838,8,TP5,800
21838,9,TP5,400
2184,8,TP4,1200
2184,9,TP4,1200
2184,10,TP4,2400
21848,8,TP5,400
2185,8,TP5,400
2185,9,TP5,400
2185,10,TP5,400
21866,8,TP5,1200
21886,9,TP6,100
2189,8,TP5,2000
2189,9,TP5,1600
2189,10,TP5,1600
21893,8,TP5,1600
21898,8,TP5,800
21898,10,TP5,400
21900,10,TP6,300
21901,8,TP5,400
21903,8,TP5,800
21903,9,TP5,800
21903,10,TP5,400
21905,8,TP2,2400
21907,8,TP6,200
21907,9,TP6,200
21912,8,TP5,800
21946,8,TP6,400
21946,9,TP6,300
21946,10,TP6,200
21956,8,TP5,800
21970,8,TP5,800
21970,9,TP5,400
21979,8,TP6,400
21994,8,TP5,800
22007,8,TP6,400
22007,9,TP6,500
22007,10,TP6,700
2202,8,TP3,800
22020,8,TP5,800
22021,9,TP6,400
22021,10,TP6,900
22029,8,TP5,1200
22029,10,TP5,400
22031,8,TP5,400
22040,8,TP4,1200
22053,8,TP5,800
22054,8,TP6,200
22073,8,TP5,1200
22073,9,TP5,1600
22073,10,TP5,400
22075,8,TP5,400
22090,8,TP6,300
22097,8,TP5,1200
22099,8,TP6,700
22099,9,TP6,100
22099,10,TP6,400
22101,8,TP5,1200
22102,9,TP6,400
22107,8,TP5,400
22114,8,TP6,100
22115,8,TP5,1200
22115,9,TP5,400
22128,10,TP6,100
22136,9,TP6,600
22139,8,TP4,1200
2214,8,TP5,2000
2214,9,TP5,1600
2214,10,TP5,1600
22144,8,TP5,1600
22148,9,TP5,800
22161,8,TP5,2000
22162,8,TP6,100
22163,8,TP6,300
22169,8,TP5,400
2217,9,TP5,400
2217,10,TP5,400
22172,8,TP6,600
22172,9,TP6,600
22172,10,TP6,200
22175,9,TP5,1200
22184,8,TP5,1200
22184,9,TP5,800
22184,10,TP5,400
22196,8,TP5,800
22204,8,TP4,1200
22205,8,TP6,500
22207,8,TP6,400
2221,8,TP4,1200
2221,9,TP4,1200
2221,10,TP4,1200
2222,10,TP5,800
22222,9,TP6,100
22222,10,TP6,400
2223,8,TP5,400
22232,8,TP5,800
22236,8,TP5,1600
22240,10,TP6,100
2225,8,TP4,1200
2225,9,TP4,1200
2225,10,TP4,1200
22252,8,TP5,1200
22252,8,TP6,100
22260,8,TP5,2000
22260,8,TP6,100
22267,8,TP5,400
2227,10,TP6,100
22273,8,TP5,400
22277,8,TP5,1200
22279,8,TP5,400
22287,8,TP6,100
2230,8,TP5,800
22304,8,TP5,800
22304,9,TP5,400
22306,8,TP6,400
22331,8,TP5,400
22333,8,TP6,100
22334,8,TP5,400
22336,8,TP5,800
22336,8,TP6,200
22339,8,TP5,400
22346,8,TP5,1600
22346,9,TP5,400
22346,9,TP6,100
22356,8,TP6,100
22356,9,TP6,500
22357,8,TP5,1200
22358,8,TP5,1200
22364,8,TP5,800
22378,8,TP5,400
22379,8,TP6,200
2238,10,TP5,400
22388,8,TP5,400
22391,8,TP5,800
22397,9,TP5,800
22397,10,TP5,800
22400,8,TP6,100
22400,9,TP6,700
22400,10,TP6,200
22404,8,TP5,400
22404,9,TP5,400
22404,10,TP5,400
22405,8,TP5,800
2241,8,TP4,2400
2241,9,TP4,1200
2241,10,TP4,1200
22414,8,TP6,100
22418,8,TP5,800
22432,8,TP5,400
2244,8,TP3,800
2244,9,TP3,800
2244,10,TP3,800
22450,8,TP6,100
22451,8,TP5,800
22452,8,TP5,1200
22459,9,TP6,200
22459,10,TP6,400
22477,9,TP5,400
2248,8,TP5,2000
2248,9,TP5,1600
2248,10,TP5,1600
22480,8,TP6,100
22485,8,TP5,1200
22489,8,TP6,400
2249,9,TP4,1200
22500,8,TP6,1100
22506,8,TP5,800
22511,8,TP6,600
22512,9,TP5,400
22513,8,TP6,300
22523,8,TP6,100
2253,10,TP5,400
2253,10,TP6,400
22538,8,TP5,800
22538,10,TP6,100
2255,8,TP5,400
2255,9,TP5,400
2256,8,TP5,400
2256,8,TP6,300
2256,9,TP5,800
2256,10,TP6,700
22560,9,TP5,400
22560,10,TP5,400
22561,8,TP5,1200
22578,8,TP1,1900
22603,8,TP6,300
22603,9,TP6,300
22603,10,TP6,100
22607,8,TP6,400
22607,9,TP6,100
22623,8,TP5,1200
22626,8,TP6,400
22626,9,TP6,400
22628,8,TP5,400
22634,9,TP6,100
22634,10,TP6,300
22635,9,TP6,300
22638,8,TP6,400
22638,9,TP6,100
2264,8,TP4,1200
22640,8,TP5,800
22644,8,TP5,400
22649,8,TP5,800
22659,8,TP5,400
22659,10,TP5,400
22662,9,TP5,400
2267,8,TP5,1600
2267,9,TP5,800
2267,10,TP5,1600
22674,9,TP6,200
22677,8,TP5,400
2269,8,TP6,1600
22712,8,TP5,400
22716,8,TP5,800
2272,9,TP6,100
22721,8,TP5,1200
22721,8,TP6,100
22726,8,TP5,1200
22734,8,TP6,700
22749,8,TP5,800
22755,8,TP5,800
22755,9,TP5,400
22755,10,TP5,400
2276,8,TP4,1200
2276,9,TP4,1200
2276,10,TP4,1200
22791,9,TP5,400
22798,8,TP6,300
22798,9,TP6,1300
22805,10,TP6,200
22811,9,TP6,100
22811,10,TP6,500
22818,8,TP6,300
22818,9,TP6,300
22818,10,TP6,200
22824,8,TP5,800
2283,9,TP6,600
22832,8,TP6,1200
2284,8,TP5,1600
2284,9,TP5,1600
2284,10,TP5,2000
22843,10,TP5,400
22851,8,TP5,800
22853,9,TP5,400
22856,8,TP6,2700
22856,9,TP6,1500
22856,10,TP6,400
22857,10,TP5,400
22858,8,TP5,400
22861,8,TP5,400
22867,8,TP5,800
22870,8,TP6,100
22870,9,TP6,300
22870,10,TP6,300
22872,8,TP6,1000
2289,8,TP5,1200
2289,10,TP4,1200
22895,8,TP6,900
22905,8,TP5,1200
22914,8,TP5,800
2292,8,TP5,1600
2292,9,TP5,1600
2292,10,TP5,1600
22922,8,TP6,400
22926,8,TP5,400
22927,8,TP6,800
2293,8,TP2,1200
2293,10,TP2,1200
22935,8,TP5,800
2294,8,TP6,1900
2294,9,TP6,600
2294,10,TP6,1000
22942,8,TP6,700
22945,8,TP4,1200
22946,8,TP5,400
22948,8,TP6,300
22955,9,TP6,1200
22955,10,TP6,600
22959,8,TP5,800
22964,8,TP5,800
22971,9,TP6,100
22972,8,TP6,800
22972,9,TP6,300
22972,10,TP6,500
22973,8,TP5,800
22974,8,TP5,1600
22975,8,TP6,400
22975,9,TP6,900
22975,10,TP6,500
22979,8,TP6,600
22979,9,TP6,100
22993,9,TP6,100
22993,10,TP6,600
22994,8,TP6,1100
23000,8,TP6,600
23012,8,TP6,100
23022,8,TP5,1200
23026,10,TP6,100
2303,8,TP2,1200
2303,9,TP2,1200
2303,10,TP2,1200
23040,9,TP6,100
23044,8,TP5,800
23051,8,TP5,1200
23055,9,TP6,400
23062,8,TP6,600
23066,8,TP4,1200
23068,8,TP6,100
23072,9,TP6,200
23075,8,TP5,400
23077,8,TP5,800
23078,8,TP5,400
23078,10,TP5,400
23079,8,TP6,600
23099,8,TP4,1200
231,9,TP6,200
23103,8,TP5,2000
23103,9,TP5,800
23109,8,TP6,1300
23110,8,TP5,1200
23113,8,TP6,1100
23115,10,TP5,400
23121,9,TP5,400
23121,10,TP5,400
23122,8,TP6,1600
23122,9,TP6,800
23145,8,TP5,400
23150,10,TP6,800
23153,8,TP5,800
23153,9,TP5,800
23167,8,TP6,200
23167,9,TP6,100
2317,8,TP4,1200
2317,9,TP4,1200
2317,10,TP4,1200
23187,8,TP6,1500
23189,8,TP6,500
23189,9,TP6,100
23189,10,TP6,400
23190,8,TP4,1200
23212,8,TP6,100
23214,10,TP6,200
23216,8,TP5,400
23216,9,TP5,400
2322,8,TP6,100
2322,9,TP6,100
2322,10,TP6,700
23227,8,TP6,100
23230,8,TP5,400
23234,8,TP4,1200
23237,10,TP6,500
23247,9,TP5,400
23252,8,TP5,800
23263,9,TP6,100
23263,10,TP6,200
23267,8,TP5,2000
23272,9,TP6,700
23272,10,TP6,600
23281,8,TP5,400
23281,9,TP5,1600
23283,9,TP6,100
23287,8,TP6,500
23287,9,TP6,1000
23287,10,TP6,300
2329,10,TP5,800
2330,8,TP5,1200
2330,9,TP5,400
2330,10,TP5,800
23305,10,TP3,800
23308,8,TP6,900
23314,8,TP5,800
23314,10,TP5,400
23330,8,TP4,1200
23338,8,TP5,1200
23338,8,TP6,900
23338,9,TP5,800
23338,10,TP5,400
2334,8,TP5,2000
2334,9,TP5,1600
2334,10,TP5,1600
23341,8,TP6,700
23341,9,TP6,100
23349,8,TP5,800
23356,8,TP5,800
23357,9,TP5,400
2336,10,TP6,1200
23372,9,TP5,400
23383,8,TP5,1200
234,9,TP6,200
234,10,TP6,400
23405,8,TP5,400
23409,8,TP5,400
23412,8,TP6,600
23416,8,TP5,800
23418,8,TP5,400
23420,8,TP6,1700
23428,8,TP5,800
23438,8,TP6,800
23438,9,TP6,700
23443,8,TP5,800
23444,8,TP5,800
23445,9,TP5,400
2345,8,TP5,1600
2345,9,TP5,1200
2345,10,TP5,2000
23460,9,TP5,400
23466,8,TP6,100
23468,9,TP6,200
23468,10,TP6,100
23471,8,TP6,100
23471,10,TP6,200
2348,8,TP5,1200
2348,9,TP5,1600
2348,10,TP5,1600
23489,8,TP5,800
23491,8,TP5,400
23495,8,TP6,100
2351,8,TP5,1200
23513,8,TP5,400
23536,8,TP4,1200
2355,9,TP6,100
2356,8,TP5,800
2356,9,TP5,2000
2356,10,TP5,1600
236,8,TP6,700
236,9,TP6,500
236,10,TP6,1100
2360,8,TP4,1200
2361,9,TP4,1200
23616,8,TP6,200
23617,8,TP5,1200
23618,9,TP6,300
23618,10,TP6,600
23627,8,TP4,1200
23635,10,TP5,400
23639,8,TP5,400
23644,9,TP6,400
23644,10,TP6,500
23646,8,TP5,400
23652,8,TP5,400
23663,8,TP6,100
23670,9,TP6,300
23670,10,TP6,200
23671,8,TP6,500
23675,8,TP5,800
2368,8,TP5,1200
2368,9,TP5,400
23684,9,TP6,400
23686,8,TP5,400
23688,8,TP6,400
23691,8,TP6,900
23691,10,TP6,500
23694,8,TP4,1200
237,8,TP3,800
237,9,TP3,800
237,10,TP3,800
23717,9,TP6,100
23718,8,TP5,400
23721,8,TP5,800
23724,8,TP6,500
23728,8,TP5,1600
23728,9,TP5,1600
23728,10,TP5,1600
23730,8,TP5,800
23754,8,TP5,800
23757,9,TP6,200
23758,8,TP5,800
23758,9,TP5,400
23765,10,TP5,400
2378,8,TP4,1200
2378,9,TP4,1200
2378,10,TP4,1200
23784,8,TP6,600
23784,10,TP6,100
23787,9,TP5,400
23791,8,TP5,800
23798,8,TP6,1400
23798,9,TP6,200
23798,10,TP6,200
23806,8,TP6,200
23806,9,TP6,200
23806,10,TP6,200
2381,8,TP5,400
2381,9,TP5,400
2381,10,TP5,400
23820,8,TP6,1100
23821,8,TP5,1200
23823,9,TP6,500
23823,10,TP6,400
23838,8,TP5,1600
23842,8,TP5,800
23842,10,TP5,400
23849,10,TP6,900
2385,8,TP5,1600
2385,9,TP5,1600
2385,10,TP5,2000
23856,10,TP5,400
23858,8,TP5,800
23860,8,TP6,800
23860,9,TP6,800
23860,10,TP6,300
23864,8,TP6,400
23864,10,TP6,500
23865,10,TP5,400
23867,8,TP5,1600
23867,9,TP5,1200
23868,10,TP6,900
23877,8,TP5,400
23881,8,TP5,2000
23894,9,TP6,300
23894,10,TP6,900
23896,8,TP5,800
23896,8,TP6,100
23899,8,TP5,400
239,9,TP5,1600
239,10,TP5,1600
23915,8,TP6,400
23915,9,TP6,100
23915,10,TP6,200
23917,8,TP5,400
23920,8,TP6,400
23921,8,TP5,2000
23921,9,TP5,800
23923,8,TP5,400
23932,8,TP5,800
23932,9,TP5,400
2394,9,TP6,300
2394,10,TP6,1200
23946,8,TP5,1200
23948,8,TP6,300
23953,8,TP5,400
23953,9,TP5,1600
23953,10,TP5,1600
23956,8,TP5,1200
23961,9,TP5,400
23968,8,TP6,300
23976,8,TP5,800
23976,9,TP5,400
23984,8,TP5,400
23984,9,TP5,400
23995,8,TP5,400
23998,9,TP5,400
240,10,TP5,400
24007,8,TP5,400
2401,8,TP4,1200
2401,9,TP4,1200
2401,10,TP4,1200
24015,8,TP5,800
24019,9,TP5,800
24019,10,TP5,1600
2402,8,TP6,200
24020,8,TP6,200
24025,8,TP6,300
24025,9,TP6,500
24025,10,TP6,400
2403,8,TP2,1200
2403,9,TP2,1200
2403,10,TP2,1200
24033,9,TP5,400
24033,10,TP5,400
24036,9,TP5,400
24043,8,TP5,800
24053,8,TP5,400
2406,8,TP5,400
2406,9,TP5,800
24060,8,TP5,400
24066,8,TP5,800
24068,8,TP5,800
24082,8,TP6,100
24082,9,TP5,400
24082,10,TP5,400
24085,8,TP6,500
24085,9,TP6,500
24085,10,TP6,200
24091,8,TP6,200
24091,9,TP6,100
24091,10,TP6,200
24098,8,TP5,800
24101,8,TP5,400
24109,9,TP6,100
24111,8,TP6,1200
2412,8,TP4,1200
2412,9,TP4,1200
2412,10,TP4,1200
24129,8,TP6,300
24131,8,TP5,400
24131,9,TP5,400
24137,9,TP6,100
24159,8,TP5,800
24164,8,TP5,800
24168,8,TP5,800
24192,8,TP5,1600
24195,8,TP5,1200
24195,9,TP5,1200
24195,10,TP5,1600
24196,8,TP6,700
24196,9,TP6,200
2420,8,TP6,600
2420,10,TP6,100
24202,8,TP6,500
24206,8,TP6,800
24206,9,TP6,300
24206,10,TP6,200
24207,8,TP6,1200
24208,8,TP6,500
24209,8,TP5,400
24213,8,TP5,400
24213,9,TP5,800
24230,9,TP5,1200
24237,8,TP5,400
24240,8,TP5,800
24240,10,TP5,400
24245,8,TP4,1200
24250,10,TP6,200
24258,8,TP5,1200
24273,8,TP5,400
2428,8,TP1,1900
2428,10,TP1,1900
24286,8,TP6,200
24286,9,TP6,1000
24286,10,TP6,600
2429,8,TP5,1200
2429,10,TP5,1200
24291,8,TP5,400
24294,8,TP6,300
24294,9,TP6,400
24294,10,TP6,100
24296,8,TP5,400
24297,8,TP6,500
24297,9,TP6,700
24297,10,TP6,500
24305,8,TP5,400
2431,8,TP5,1600
2431,9,TP5,1600
2431,10,TP5,1200
24312,8,TP5,1600
24313,8,TP5,400
24315,8,TP5,400
24319,8,TP6,300
24339,8,TP5,400
2434,8,TP4,1200
2434,9,TP4,1200
2434,10,TP4,1200
24347,8,TP5,1200
2435,8,TP5,1200
2435,9,TP5,1200
2435,10,TP5,1600
24357,8,TP6,900
24358,8,TP6,200
24358,9,TP6,500
24358,10,TP6,500
24367,8,TP6,2300
24377,8,TP5,400
24380,8,TP6,100
24380,9,TP6,500
24380,10,TP6,700
24385,8,TP5,1200
24385,9,TP5,1200
24388,8,TP5,400
24391,8,TP6,200
24397,8,TP5,400
24409,8,TP5,800
24419,8,TP5,1200
24424,8,TP5,800
24425,9,TP6,600
24427,8,TP5,400
24429,8,TP6,700
24445,9,TP6,200
24449,8,TP5,800
2445,8,TP4,1200
2445,9,TP4,1200
2445,10,TP4,1200
24450,8,TP6,900
24451,8,TP5,1200
24456,8,TP4,1200
24457,8,TP5,400
24482,8,TP5,400
24483,8,TP5,800
24483,9,TP5,400
24492,8,TP6,100
24496,8,TP5,1600
24496,9,TP5,400
2450,10,TP4,1200
2451,8,TP6,200
2451,9,TP6,400
2451,10,TP6,100
24514,10,TP6,100
24524,8,TP5,400
24528,8,TP5,800
24532,8,TP5,400
24537,9,TP5,400
24537,10,TP5,400
24542,8,TP5,400
24553,8,TP6,1000
24569,8,TP6,900
24569,9,TP6,100
24569,10,TP6,100
24571,8,TP6,100
24571,9,TP6,1100
24572,8,TP5,400
24577,8,TP6,300
24592,8,TP5,400
24604,9,TP6,100
24605,9,TP5,400
24605,10,TP5,800
24625,8,TP5,800
2463,8,TP5,1200
24634,8,TP6,700
24644,8,TP5,400
24653,8,TP6,100
2467,8,TP4,1200
2467,9,TP4,1200
2467,10,TP4,1200
24675,9,TP6,100
24695,9,TP6,2200
24695,10,TP6,1100
24698,8,TP6,800
24698,9,TP6,800
24698,10,TP6,900
2470,8,TP4,1200
2470,9,TP4,1200
2470,10,TP4,1200
24712,8,TP6,200
24712,10,TP6,300
24717,8,TP6,200
24720,8,TP5,1200
2473,9,TP4,1200
24745,8,TP5,1200
24746,8,TP6,700
24746,9,TP6,300
24746,10,TP6,100
24766,10,TP6,100
24769,10,TP5,400
24773,8,TP5,400
24776,8,TP6,100
24794,8,TP6,600
24794,10,TP6,100
24795,8,TP5,2000
24795,9,TP5,1600
24795,10,TP5,1200
24798,10,TP5,400
248,8,TP5,1200
24801,8,TP6,400
24805,8,TP5,1200
24806,9,TP5,400
24807,8,TP4,1200
24818,8,TP5,800
24824,8,TP4,1200
24833,8,TP6,200
24850,9,TP6,300
24850,10,TP6,400
24856,10,TP6,100
24861,8,TP5,400
24869,9,TP6,200
24881,10,TP5,400
24886,8,TP5,400
24902,8,TP6,1800
24902,9,TP6,1800
24902,10,TP6,2100
2491,8,TP6,300
2491,9,TP6,600
24910,8,TP5,400
24926,9,TP5,400
24953,8,TP6,100
24956,8,TP6,100
24966,10,TP6,100
24973,8,TP5,1200
24976,8,TP6,100
24978,8,TP5,800
2498,8,TP4,1200
2498,9,TP4,1200
24990,9,TP6,200
24993,9,TP6,100
250,8,TP5,800
250,9,TP5,1200
250,10,TP5,1200
25006,8,TP5,400
2501,9,TP6,1100
2501,10,TP6,700
25014,8,TP5,800
25015,9,TP5,400
25016,8,TP6,100
25027,8,TP6,100
25027,9,TP6,100
25033,8,TP4,1200
25054,10,TP5,400
25062,8,TP5,800
25089,8,TP6,700
25089,9,TP6,200
25089,10,TP6,200
25092,8,TP5,1200
25094,8,TP5,1200
2511,8,TP6,2600
2511,9,TP6,2900
2511,10,TP6,3100
25111,8,TP5,400
2512,9,TP5,1600
2512,10,TP5,2000
25129,8,TP6,200
25130,9,TP6,300
25134,8,TP6,1000
25134,9,TP6,300
25154,8,TP5,400
25154,9,TP5,1200
25154,10,TP5,1200
25154,10,TP6,100
25162,9,TP6,100
25162,10,TP6,100
25171,8,TP5,400
25178,9,TP6,200
25182,8,TP5,800
25184,8,TP5,1600
25184,9,TP5,1200
25191,8,TP5,800
252,10,TP3,800
25207,8,TP5,400
25210,8,TP6,1900
25210,9,TP6,200
25213,8,TP6,200
25221,8,TP5,800
25232,8,TP5,400
25239,8,TP5,1600
25240,10,TP6,100
2526,8,TP4,1200
2526,9,TP4,1200
2526,10,TP4,1200
25261,8,TP5,800
25267,10,TP5,800
25276,9,TP6,600
25276,10,TP6,400
25279,8,TP6,100
25289,8,TP6,100
25290,9,TP5,400
25307,8,TP5,1600
25312,8,TP5,400
25312,10,TP5,800
25314,10,TP6,100
25318,8,TP6,2000
25318,9,TP6,500
2532,8,TP6,3000
2532,9,TP6,2900
2532,10,TP6,1200
25320,8,TP6,100
25320,9,TP6,200
25320,10,TP6,200
25322,8,TP5,400
25323,8,TP6,100
25323,9,TP6,200
25323,10,TP6,100
2533,8,TP5,1600
2533,9,TP5,1600
2533,10,TP5,2000
25330,8,TP6,200
25332,8,TP5,800
25333,10,TP5,400
25338,9,TP6,100
25350,9,TP3,800
2536,8,TP5,400
2536,10,TP5,400
25380,8,TP5,400
25396,8,TP5,400
25397,8,TP5,800
25398,10,TP6,200
254,8,TP5,800
254,10,TP5,400
25401,9,TP5,400
25402,9,TP6,100
25411,8,TP5,800
25412,8,TP5,400
25426,8,TP6,1000
25427,8,TP5,1600
25428,8,TP6,300
25428,9,TP6,100
25428,10,TP6,800
25429,8,TP5,800
25429,9,TP5,400
25442,9,TP6,100
25442,10,TP6,100
25459,8,TP5,1600
25459,9,TP5,400
25460,8,TP6,1000
25460,9,TP6,1100
25460,10,TP6,200
25469,9,TP5,400
25474,8,TP5,800
25485,10,TP5,800
25487,8,TP6,100
2549,8,TP6,200
2549,9,TP6,800
25490,8,TP5,800
25497,8,TP5,400
255,9,TP5,400
25506,8,TP5,800
25515,9,TP6,300
25517,8,TP6,200
2552,9,TP4,1200
25522,8,TP5,400
25534,8,TP6,200
25534,9,TP6,900
25534,10,TP6,600
25537,8,TP6,1000
25537,9,TP6,600
25537,10,TP6,700
2554,8,TP6,200
2554,9,TP6,1000
2554,10,TP6,1500
25542,8,TP6,800
25543,8,TP6,200
25553,8,TP5,400
25555,8,TP5,1200
25560,9,TP6,300
25560,10,TP6,400
25561,10,TP6,100
25576,9,TP5,400
25578,8,TP6,1000
25578,9,TP6,500
25581,8,TP5,1600
25585,9,TP6,400
25585,10,TP6,500
25594,10,TP5,400
25602,8,TP5,400
25615,8,TP5,400
25625,8,TP6,100
25626,8,TP5,1200
25626,9,TP5,400
2563,10,TP6,100
25642,8,TP5,400
25664,8,TP5,800
25670,8,TP5,800
25670,10,TP5,800
25683,8,TP5,800
25684,8,TP5,400
25693,8,TP6,800
25694,10,TP6,100
257,8,TP5,800
257,9,TP5,400
257,10,TP5,800
25700,8,TP5,400
25702,10,TP5,400
25703,8,TP6,500
25703,9,TP6,400
25704,8,TP5,1200
25705,10,TP6,600
25708,8,TP5,400
25709,8,TP5,1600
25710,8,TP5,800
25710,9,TP5,400
25710,10,TP5,400
25716,8,TP5,1200
25716,9,TP6,100
25718,8,TP5,800
25726,8,TP5,400
25728,8,TP6,800
25732,8,TP5,400
25741,8,TP5,400
25746,8,TP6,100
25746,9,TP6,400
25746,10,TP6,100
25758,8,TP6,200
25758,10,TP6,300
25761,8,TP5,400
25764,8,TP5,400
25765,8,TP5,400
25765,8,TP6,100
25765,10,TP6,100
25771,10,TP6,100
25774,8,TP5,800
25774,8,TP6,300
25774,9,TP6,800
25774,10,TP6,800
25776,8,TP5,800
25781,8,TP5,800
25788,8,TP5,400
2579,8,TP4,1200
2579,9,TP4,1200
2579,10,TP4,1200
25801,10,TP6,200
25806,8,TP6,900
25806,9,TP6,1000
25806,10,TP6,900
25814,8,TP4,1200
25831,8,TP5,800
25839,9,TP6,100
25839,10,TP6,200
25849,9,TP5,400
25849,10,TP5,400
25852,8,TP6,100
2586,8,TP5,2000
2586,9,TP5,1600
2586,10,TP5,1600
25866,9,TP5,400
25878,8,TP6,200
25879,8,TP6,1900
25883,8,TP5,800
25887,8,TP5,400
25889,9,TP6,800
25889,10,TP6,400
25890,8,TP4,1200
25893,8,TP5,400
25894,8,TP5,800
2590,8,TP5,1200
2590,9,TP5,1600
2590,10,TP5,1600
25901,8,TP7,2500
25902,8,TP5,800
25904,10,TP6,200
25906,9,TP6,500
25906,10,TP6,500
25926,8,TP5,400
25928,9,TP5,1200
25936,8,TP6,300
25945,8,TP4,1200
25945,9,TP5,800
25946,8,TP5,400
25947,8,TP5,800
25948,9,TP6,200
2595,9,TP5,400
25950,8,TP6,500
25950,9,TP6,500
25950,10,TP6,300
25951,9,TP6,700
25951,10,TP6,300
25961,8,TP5,400
25969,8,TP6,100
25971,8,TP4,1200
25974,8,TP5,1600
25982,8,TP5,1200
25985,9,TP6,500
25988,8,TP6,200
25997,8,TP6,200
25997,10,TP6,200
26010,8,TP6,200
26010,10,TP6,100
26011,10,TP6,100
26015,9,TP5,400
2602,8,TP4,1200
2602,9,TP4,1200
2602,10,TP4,1200
26022,8,TP5,400
26025,8,TP6,100
26031,10,TP6,200
26039,8,TP6,800
2604,8,TP4,1200
2604,9,TP4,1200
2604,10,TP4,1200
26050,8,TP6,2000
26050,9,TP6,200
26054,8,TP6,100
26054,9,TP6,100
26054,10,TP6,800
26062,8,TP5,800
26066,8,TP5,1600
2607,8,TP6,100
2610,10,TP5,1600
26113,8,TP6,100
26113,9,TP6,200
26113,10,TP6,100
2612,10,TP5,1600
2612,10,TP6,300
26123,8,TP5,1200
26127,9,TP6,800
26128,8,TP6,200
2614,9,TP6,100
2614,10,TP6,100
26140,8,TP5,400
26147,8,TP5,800
26181,8,TP5,400
26182,8,TP6,900
26184,9,TP6,400
26184,10,TP6,200
26194,9,TP6,400
26201,8,TP5,1200
26202,9,TP6,400
26202,10,TP6,300
26207,8,TP5,400
26209,8,TP4,1200
26215,8,TP5,400
26222,8,TP5,400
26228,8,TP5,1600
2624,8,TP6,900
2624,9,TP6,300
2624,10,TP6,1500
26253,9,TP5,1200
26257,8,TP6,500
26260,8,TP6,100
26262,8,TP5,1200
26262,10,TP5,800
26265,8,TP5,1600
26265,9,TP5,1600
26267,8,TP5,400
26269,9,TP6,200
26277,9,TP6,100
2628,8,TP4,1200
2628,9,TP4,1200
2628,10,TP4,1200
26281,8,TP5,1200
26281,9,TP5,400
26285,8,TP5,400
26288,8,TP6,300
26289,8,TP5,400
26291,8,TP5,800
26291,9,TP5,400
26296,8,TP6,300
26302,8,TP6,100
26308,9,TP5,400
2631,8,TP6,800
26316,8,TP5,400
26320,8,TP5,400
26338,8,TP6,1000
26345,9,TP6,200
26345,10,TP6,100
26351,8,TP5,400
26352,8,TP6,100
26352,10,TP6,100
26370,8,TP6,500
