CUST_NUM,MTH,TARIFF_OPTION,AMT_PF
11847,10,PROMO_TO,350.00
11848,8,STD_TO,400.00
11848,10,STD_TO,200.00
11850,8,STD_TO,2500.00
11850,9,STD_TO,3400.00
11850,10,STD_TO,3400.00
11855,8,STD_TO,800.00
11855,9,STD_TO,200.00
11857,8,STD_TO,3300.00
11857,9,STD_TO,3200.00
11857,10,STD_TO,2900.00
11859,8,PROMO_TO,500.00
11859,9,PROMO_TO,500.00
11859,10,PROMO_TO,500.00
11860,8,STD_TO,1800.00
11860,9,STD_TO,2100.00
11860,10,STD_TO,1920.00
11864,10,STD_TO,120.00
11865,8,STD_TO,940.00
11865,9,STD_TO,230.00
11865,10,STD_TO,460.00
11866,8,PROMO_TO,1250.00
11866,8,STD_TO,200.00
11866,10,STD_TO,200.00
11867,8,STD_TO,300.00
11867,10,STD_TO,300.00
11868,8,STD_TO,900.00
11868,9,STD_TO,400.00
11868,10,STD_TO,1300.00
11869,9,STD_TO,120.00
11871,8,STD_TO,2100.00
11871,9,STD_TO,600.00
11871,10,STD_TO,1500.00
11874,8,STD_TO,300.00
11875,9,STD_TO,400.00
11875,10,STD_TO,400.00
11878,8,STD_TO,900.00
11878,9,STD_TO,900.00
1188,8,STD_TO,300.00
1188,9,STD_TO,600.00
11884,10,STD_TO,200.00
1189,8,STD_TO,600.00
1189,9,STD_TO,400.00
1189,10,STD_TO,1100.00
11890,8,STD_TO,500.00
11890,9,STD_TO,1100.00
11890,10,STD_TO,1200.00
11894,8,STD_TO,1400.00
11894,9,STD_TO,1000.00
11897,10,PROMO_TO,350.00
11898,8,PROMO_TO,500.00
11898,9,PROMO_TO,1000.00
11898,10,PROMO_TO,1800.00
11902,8,STD_TO,900.00
11902,9,STD_TO,300.00
11902,10,STD_TO,1800.00
11903,8,STD_TO,200.00
11903,10,STD_TO,400.00
11904,8,STD_TO,1800.00
11904,10,STD_TO,600.00
11905,8,STD_TO,600.00
11905,9,STD_TO,1000.00
11905,10,STD_TO,830.00
1191,10,STD_TO,590.00
11911,8,STD_TO,230.00
11911,9,PROMO_TO,1000.00
11911,10,PROMO_TO,1000.00
11912,8,STD_TO,400.00
11912,9,STD_TO,200.00
11912,10,STD_TO,400.00
11914,10,PROMO_TO,1500.00
11915,10,STD_TO,1700.00
11916,9,STD_TO,1200.00
11916,10,STD_TO,1500.00
11920,9,STD_TO,300.00
11920,10,STD_TO,500.00
11922,10,STD_TO,600.00
11923,8,STD_TO,300.00
11923,9,STD_TO,300.00
11925,9,STD_TO,200.00
11925,10,STD_TO,500.00
11926,8,STD_TO,1370.00
11926,9,STD_TO,1050.00
11926,10,STD_TO,1350.00
11929,8,STD_TO,600.00
11929,9,STD_TO,600.00
11929,10,STD_TO,600.00
11931,10,STD_TO,500.00
11935,8,STD_TO,1500.00
11935,9,STD_TO,300.00
11938,8,STD_TO,3830.00
11938,9,STD_TO,3300.00
11938,10,STD_TO,4800.00
11940,8,STD_TO,3100.00
11940,9,STD_TO,3000.00
11940,10,STD_TO,3100.00
11944,8,STD_TO,2700.00
11944,9,STD_TO,1700.00
11944,10,STD_TO,1400.00
11945,9,STD_TO,300.00
11945,10,STD_TO,300.00
11947,8,PROMO_TO,1000.00
11947,9,PROMO_TO,1000.00
11947,10,PROMO_TO,500.00
11947,10,STD_TO,700.00
11949,8,STD_TO,200.00
11949,10,STD_TO,200.00
11950,8,STD_TO,600.00
11950,9,STD_TO,3300.00
11950,10,STD_TO,2100.00
11951,10,STD_TO,360.00
11955,8,STD_TO,600.00
11958,8,STD_TO,1700.00
11958,9,STD_TO,1500.00
11958,10,STD_TO,1100.00
11959,8,PROMO_TO,1000.00
11959,8,STD_TO,1060.00
11959,10,PROMO_TO,1000.00
11959,10,STD_TO,200.00
1196,8,STD_TO,460.00
1196,9,STD_TO,1170.00
11965,8,STD_TO,900.00
11965,9,STD_TO,1200.00
1197,8,STD_TO,300.00
1197,9,STD_TO,300.00
1197,10,STD_TO,500.00
11971,8,STD_TO,1600.00
11971,9,STD_TO,1400.00
11972,8,STD_TO,2100.00
11972,9,STD_TO,1500.00
11972,10,STD_TO,1800.00
11973,10,STD_TO,300.00
11976,8,PROMO_TO,500.00
11976,9,PROMO_TO,1000.00
11976,10,PROMO_TO,500.00
11978,8,STD_TO,200.00
1198,9,STD_TO,500.00
1198,10,STD_TO,600.00
11981,9,PROMO_TO,350.00
11981,10,PROMO_TO,1050.00
11985,10,STD_TO,600.00
11988,8,STD_TO,230.00
11988,9,STD_TO,420.00
11988,10,STD_TO,300.00
11989,8,PROMO_TO,500.00
11989,9,PROMO_TO,500.00
11989,10,PROMO_TO,500.00
11993,9,STD_TO,200.00
11993,10,STD_TO,200.00
11994,10,STD_TO,470.00
11995,8,STD_TO,2700.00
11995,9,STD_TO,2100.00
11995,10,STD_TO,1800.00
11996,8,STD_TO,1500.00
11999,8,STD_TO,500.00
11999,9,STD_TO,1000.00
11999,10,STD_TO,1100.00
12001,8,STD_TO,200.00
12007,8,STD_TO,230.00
12007,9,STD_TO,920.00
12007,10,STD_TO,230.00
12009,9,PROMO_TO,250.00
1201,8,PROMO_TO,250.00
1201,10,PROMO_TO,250.00
12010,8,STD_TO,600.00
12010,10,STD_TO,300.00
12015,8,STD_TO,200.00
12016,8,PROMO_TO,350.00
12016,9,PROMO_TO,350.00
12016,10,PROMO_TO,350.00
12017,8,STD_TO,2700.00
12017,9,STD_TO,2100.00
12017,10,STD_TO,3120.00
12018,8,STD_TO,400.00
12018,9,STD_TO,600.00
12018,10,STD_TO,1600.00
12019,8,STD_TO,2700.00
12019,9,STD_TO,2400.00
12019,10,STD_TO,1800.00
1202,10,STD_TO,200.00
12021,8,STD_TO,400.00
12021,9,STD_TO,600.00
12021,10,STD_TO,400.00
12026,10,STD_TO,120.00
12027,8,STD_TO,200.00
12027,9,STD_TO,200.00
12028,10,STD_TO,650.00
12032,9,PROMO_TO,1000.00
12032,10,STD_TO,200.00
12033,10,STD_TO,900.00
12035,9,STD_TO,600.00
12036,8,STD_TO,400.00
12036,9,STD_TO,800.00
12036,10,STD_TO,600.00
12040,8,PROMO_TO,1500.00
12041,8,STD_TO,2700.00
12041,9,STD_TO,2700.00
12041,10,STD_TO,3000.00
12043,8,STD_TO,800.00
12043,9,STD_TO,300.00
12043,10,STD_TO,2200.00
12046,8,STD_TO,600.00
12046,9,STD_TO,600.00
12046,10,STD_TO,600.00
12048,9,STD_TO,120.00
12048,10,STD_TO,120.00
12050,8,PROMO_TO,1000.00
12050,9,PROMO_TO,2000.00
12050,10,PROMO_TO,1000.00
12050,10,STD_TO,730.00
12051,8,STD_TO,2100.00
12051,9,STD_TO,1500.00
12051,10,STD_TO,1500.00
12056,8,PROMO_TO,1000.00
12056,9,PROMO_TO,1000.00
12056,10,PROMO_TO,1500.00
12057,8,STD_TO,900.00
12057,9,STD_TO,600.00
12057,10,STD_TO,600.00
12058,8,STD_TO,2100.00
12058,9,STD_TO,650.00
12058,10,STD_TO,120.00
12062,8,STD_TO,1500.00
12062,9,STD_TO,900.00
12062,10,STD_TO,1700.00
12067,10,PROMO_TO,250.00
12072,8,STD_TO,2000.00
12072,9,STD_TO,1800.00
12072,10,STD_TO,2100.00
12073,8,STD_TO,1480.00
12073,9,STD_TO,530.00
12074,8,STD_TO,2900.00
12074,9,STD_TO,3100.00
12074,10,STD_TO,2900.00
12077,9,STD_TO,300.00
12077,10,STD_TO,300.00
12078,8,STD_TO,1000.00
12078,9,STD_TO,2400.00
12078,10,STD_TO,900.00
1208,8,STD_TO,2000.00
1208,9,STD_TO,1400.00
1208,10,STD_TO,900.00
12085,8,PROMO_TO,750.00
12085,9,PROMO_TO,750.00
12086,8,STD_TO,600.00
12086,9,STD_TO,700.00
12086,10,STD_TO,1000.00
12087,8,STD_TO,500.00
12090,8,STD_TO,300.00
12090,10,STD_TO,300.00
12095,8,STD_TO,720.00
12095,9,STD_TO,720.00
12095,10,STD_TO,200.00
12096,9,STD_TO,200.00
12098,9,STD_TO,200.00
1210,8,STD_TO,1320.00
1210,9,STD_TO,1970.00
1210,10,STD_TO,1020.00
12100,8,STD_TO,1620.00
12100,10,STD_TO,2100.00
12101,9,STD_TO,600.00
12101,10,STD_TO,600.00
12102,8,PROMO_TO,1000.00
12102,8,STD_TO,300.00
12102,9,PROMO_TO,1000.00
12102,9,STD_TO,900.00
12102,10,PROMO_TO,1000.00
12102,10,STD_TO,300.00
12103,8,STD_TO,200.00
12108,8,STD_TO,3000.00
12108,9,STD_TO,2700.00
12108,10,STD_TO,3000.00
12109,8,STD_TO,400.00
12109,9,STD_TO,230.00
12111,8,STD_TO,1200.00
12111,9,STD_TO,400.00
12113,8,STD_TO,600.00
12113,9,STD_TO,600.00
12113,10,STD_TO,400.00
12114,8,PROMO_TO,1000.00
12114,9,PROMO_TO,1000.00
12114,9,STD_TO,760.00
12119,9,STD_TO,500.00
12119,10,STD_TO,200.00
12120,10,STD_TO,350.00
12121,8,PROMO_TO,1000.00
12121,9,PROMO_TO,1250.00
12121,10,PROMO_TO,2250.00
12124,8,STD_TO,1800.00
12124,9,STD_TO,300.00
12125,8,STD_TO,2400.00
12125,9,STD_TO,2700.00
12125,10,STD_TO,2700.00
12129,8,STD_TO,1200.00
12129,10,STD_TO,600.00
12130,8,PROMO_TO,250.00
12130,8,STD_TO,700.00
12130,9,PROMO_TO,500.00
12130,9,STD_TO,700.00
12130,10,PROMO_TO,500.00
12130,10,STD_TO,300.00
12131,8,STD_TO,530.00
12131,9,STD_TO,1130.00
12131,10,STD_TO,920.00
12137,8,PROMO_TO,350.00
12137,9,PROMO_TO,350.00
12137,10,PROMO_TO,350.00
12138,8,STD_TO,2700.00
12138,9,STD_TO,3000.00
12138,10,STD_TO,2500.00
12139,8,PROMO_TO,350.00
12139,9,PROMO_TO,350.00
12139,10,PROMO_TO,350.00
12143,8,STD_TO,2100.00
12143,9,STD_TO,2100.00
12143,10,STD_TO,600.00
12144,8,PROMO_TO,350.00
12144,9,PROMO_TO,350.00
12144,10,PROMO_TO,350.00
12145,8,STD_TO,600.00
12147,8,STD_TO,900.00
12148,8,STD_TO,500.00
12149,8,STD_TO,1170.00
12149,9,STD_TO,1170.00
12149,10,STD_TO,1170.00
12154,9,STD_TO,300.00
12155,9,STD_TO,800.00
12155,10,STD_TO,500.00
12157,8,STD_TO,2700.00
12157,9,STD_TO,1700.00
12157,10,STD_TO,200.00
12158,8,STD_TO,900.00
12158,9,STD_TO,1000.00
12158,10,STD_TO,1500.00
1216,8,STD_TO,3000.00
1216,9,STD_TO,3600.00
1216,10,STD_TO,3900.00
12160,8,STD_TO,2930.00
12160,9,STD_TO,2930.00
12160,10,STD_TO,3000.00
12167,8,STD_TO,2700.00
12167,9,STD_TO,3200.00
12167,10,STD_TO,3300.00
12168,8,PROMO_TO,1000.00
12168,9,PROMO_TO,1000.00
12168,10,PROMO_TO,2050.00
12169,8,STD_TO,600.00
12169,9,STD_TO,600.00
12169,10,STD_TO,600.00
1217,9,STD_TO,600.00
1217,10,STD_TO,300.00
12170,8,STD_TO,3200.00
12170,9,STD_TO,300.00
12170,10,STD_TO,2700.00
12176,8,STD_TO,900.00
12178,10,STD_TO,1200.00
12180,8,PROMO_TO,350.00
12180,9,PROMO_TO,700.00
12180,10,STD_TO,200.00
12183,10,STD_TO,200.00
12184,8,STD_TO,1130.00
12184,10,STD_TO,300.00
12186,9,STD_TO,600.00
12186,10,STD_TO,200.00
12188,8,STD_TO,600.00
12188,9,STD_TO,400.00
12188,10,STD_TO,600.00
12190,9,STD_TO,2700.00
12190,10,STD_TO,2700.00
12191,8,STD_TO,300.00
12193,8,PROMO_TO,500.00
12193,9,PROMO_TO,500.00
12193,10,PROMO_TO,1050.00
12194,8,STD_TO,120.00
12196,10,STD_TO,300.00
12198,9,PROMO_TO,500.00
12198,10,PROMO_TO,250.00
12198,10,STD_TO,300.00
12199,8,STD_TO,600.00
12199,10,STD_TO,300.00
122,10,PROMO_TO,250.00
1220,9,STD_TO,300.00
12201,8,STD_TO,2900.00
12201,9,STD_TO,3000.00
12201,10,STD_TO,3100.00
12202,8,STD_TO,120.00
12202,10,STD_TO,710.00
12203,8,STD_TO,1500.00
12203,9,STD_TO,600.00
12203,10,STD_TO,1100.00
12211,9,STD_TO,2900.00
12211,10,STD_TO,3000.00
12212,8,STD_TO,2800.00
12212,9,STD_TO,2100.00
12212,10,STD_TO,2400.00
12213,8,STD_TO,1500.00
12213,9,STD_TO,1400.00
12213,10,STD_TO,1300.00
12214,9,STD_TO,300.00
12215,8,STD_TO,1500.00
12215,9,STD_TO,200.00
12215,10,STD_TO,300.00
12216,8,STD_TO,200.00
12220,10,STD_TO,300.00
12223,8,STD_TO,600.00
12224,8,STD_TO,1200.00
12224,9,STD_TO,2800.00
12224,10,STD_TO,2600.00
12235,9,STD_TO,200.00
12235,10,STD_TO,200.00
12236,10,STD_TO,300.00
12237,10,STD_TO,200.00
12238,8,PROMO_TO,1500.00
12238,9,PROMO_TO,1500.00
12238,10,PROMO_TO,1000.00
12238,10,STD_TO,1200.00
12242,8,STD_TO,300.00
12242,9,STD_TO,2900.00
12242,10,STD_TO,3100.00
12246,8,STD_TO,530.00
12248,8,STD_TO,800.00
12249,8,STD_TO,300.00
12249,9,STD_TO,600.00
12249,10,STD_TO,500.00
1225,8,STD_TO,600.00
1225,9,STD_TO,600.00
1225,10,STD_TO,700.00
12250,9,STD_TO,300.00
12250,10,STD_TO,120.00
12251,8,STD_TO,400.00
12251,9,STD_TO,1000.00
12251,10,STD_TO,2600.00
12252,8,STD_TO,3000.00
12252,9,STD_TO,3000.00
12252,10,STD_TO,3000.00
12253,8,STD_TO,1200.00
12253,9,STD_TO,1000.00
12253,10,STD_TO,1000.00
12255,8,STD_TO,900.00
12255,9,STD_TO,600.00
12257,8,STD_TO,1000.00
12257,9,STD_TO,300.00
12260,8,PROMO_TO,2000.00
12260,9,PROMO_TO,2000.00
12260,10,PROMO_TO,2000.00
12262,8,STD_TO,350.00
12262,9,STD_TO,120.00
12263,8,STD_TO,2100.00
12263,9,STD_TO,2300.00
12263,10,STD_TO,2400.00
12264,8,STD_TO,300.00
12264,10,STD_TO,300.00
12266,8,PROMO_TO,1000.00
12266,8,STD_TO,300.00
12266,9,PROMO_TO,3000.00
12266,10,STD_TO,2700.00
1227,10,STD_TO,500.00
12271,8,STD_TO,1200.00
12271,9,STD_TO,300.00
12271,10,STD_TO,2000.00
12273,8,STD_TO,3120.00
12273,9,STD_TO,2700.00
12273,10,STD_TO,3000.00
12274,10,STD_TO,300.00
12275,8,STD_TO,3200.00
12275,9,STD_TO,3200.00
12275,10,STD_TO,3000.00
12276,8,STD_TO,1500.00
12276,9,STD_TO,900.00
12276,10,STD_TO,300.00
12277,8,STD_TO,300.00
12277,9,STD_TO,300.00
12277,10,STD_TO,600.00
1228,8,STD_TO,300.00
1228,9,STD_TO,1500.00
1228,10,STD_TO,2030.00
12280,10,STD_TO,300.00
12281,9,PROMO_TO,250.00
12284,10,STD_TO,300.00
12289,8,PROMO_TO,2000.00
12289,9,PROMO_TO,1000.00
12289,10,PROMO_TO,1000.00
12291,9,STD_TO,500.00
12293,10,STD_TO,200.00
12294,9,STD_TO,300.00
12299,10,STD_TO,1200.00
12300,8,STD_TO,600.00
12300,9,STD_TO,600.00
12300,10,STD_TO,1000.00
12302,8,STD_TO,2700.00
12302,9,STD_TO,2600.00
12302,10,STD_TO,3200.00
12303,8,STD_TO,400.00
12303,9,STD_TO,200.00
12303,10,STD_TO,600.00
12304,10,PROMO_TO,250.00
12304,10,STD_TO,530.00
12307,8,STD_TO,500.00
12307,9,STD_TO,600.00
12307,10,STD_TO,300.00
12308,8,STD_TO,200.00
1231,8,STD_TO,400.00
12310,8,PROMO_TO,2000.00
12310,9,PROMO_TO,2000.00
12312,10,STD_TO,300.00
12313,9,STD_TO,830.00
12313,10,STD_TO,900.00
12314,8,STD_TO,1500.00
12314,9,STD_TO,600.00
12314,10,STD_TO,600.00
12318,10,STD_TO,600.00
12319,8,STD_TO,1320.00
12319,9,STD_TO,540.00
12322,8,PROMO_TO,1000.00
12322,9,PROMO_TO,1250.00
12322,10,PROMO_TO,500.00
12323,9,STD_TO,300.00
12324,10,STD_TO,600.00
12325,8,STD_TO,1480.00
12325,9,STD_TO,2460.00
12325,10,STD_TO,1920.00
12327,9,STD_TO,600.00
12327,10,STD_TO,300.00
12329,8,PROMO_TO,1000.00
12329,9,PROMO_TO,1000.00
12329,10,PROMO_TO,1000.00
1233,8,PROMO_TO,1000.00
1233,8,STD_TO,420.00
1233,9,PROMO_TO,1000.00
1233,10,PROMO_TO,500.00
1233,10,STD_TO,300.00
12330,8,STD_TO,3200.00
12330,9,STD_TO,2600.00
12330,10,STD_TO,1500.00
12332,8,STD_TO,3000.00
12332,9,STD_TO,3000.00
12332,10,STD_TO,3000.00
12333,10,STD_TO,3000.00
12336,8,STD_TO,990.00
12336,9,STD_TO,1850.00
12336,10,STD_TO,2520.00
12337,9,STD_TO,1100.00
12341,8,STD_TO,300.00
12342,10,STD_TO,700.00
12343,10,STD_TO,120.00
12344,9,PROMO_TO,250.00
12344,10,PROMO_TO,500.00
12344,10,STD_TO,200.00
12345,8,PROMO_TO,1000.00
12345,9,PROMO_TO,1000.00
12346,8,STD_TO,3000.00
12346,9,STD_TO,2700.00
12346,10,STD_TO,2400.00
12352,8,PROMO_TO,1000.00
12352,9,PROMO_TO,1000.00
12352,10,PROMO_TO,500.00
12352,10,STD_TO,400.00
12353,8,STD_TO,4320.00
12353,9,STD_TO,2700.00
12353,10,STD_TO,2400.00
12355,8,STD_TO,3400.00
12356,8,STD_TO,1020.00
12356,9,STD_TO,300.00
12357,10,STD_TO,530.00
12363,8,STD_TO,1730.00
12363,10,STD_TO,900.00
12365,8,STD_TO,200.00
12365,10,STD_TO,200.00
12367,10,STD_TO,300.00
1237,8,STD_TO,400.00
1237,9,STD_TO,1900.00
1237,10,STD_TO,2300.00
12370,10,STD_TO,300.00
12373,8,PROMO_TO,1000.00
12373,9,STD_TO,200.00
12381,8,STD_TO,600.00
12382,8,STD_TO,200.00
12382,9,STD_TO,200.00
12382,10,STD_TO,600.00
12383,10,STD_TO,200.00
12384,10,STD_TO,900.00
12387,8,STD_TO,600.00
12387,9,STD_TO,400.00
12387,10,STD_TO,600.00
12391,8,STD_TO,120.00
12391,9,STD_TO,840.00
12391,10,STD_TO,1190.00
12394,8,PROMO_TO,350.00
12394,10,PROMO_TO,350.00
12396,8,STD_TO,1200.00
12399,8,STD_TO,1170.00
1240,8,PROMO_TO,4500.00
1240,9,PROMO_TO,3000.00
1240,10,PROMO_TO,4500.00
12400,8,PROMO_TO,500.00
12400,9,PROMO_TO,500.00
12400,10,PROMO_TO,500.00
12403,9,STD_TO,240.00
12403,10,STD_TO,470.00
12406,8,STD_TO,230.00
12406,9,STD_TO,1460.00
12406,10,STD_TO,1180.00
12407,8,STD_TO,3200.00
12407,9,STD_TO,2900.00
12407,10,STD_TO,2400.00
12408,8,PROMO_TO,500.00
12408,9,PROMO_TO,1000.00
12408,9,STD_TO,200.00
12408,10,PROMO_TO,500.00
12409,10,PROMO_TO,250.00
12410,8,STD_TO,1860.00
12410,9,STD_TO,1860.00
12410,10,STD_TO,1980.00
12411,8,STD_TO,1430.00
12411,9,STD_TO,530.00
12411,10,STD_TO,460.00
12415,10,STD_TO,300.00
12417,8,STD_TO,1700.00
12417,9,STD_TO,2100.00
12417,10,STD_TO,1800.00
12419,8,STD_TO,200.00
12419,9,STD_TO,400.00
12419,10,STD_TO,400.00
12420,8,STD_TO,3200.00
12420,9,STD_TO,3000.00
12420,10,STD_TO,3000.00
12421,8,PROMO_TO,1000.00
12421,9,PROMO_TO,1000.00
12423,8,STD_TO,300.00
12424,8,STD_TO,500.00
12424,9,STD_TO,800.00
12425,8,STD_TO,900.00
12425,9,STD_TO,300.00
12426,8,STD_TO,3500.00
12426,9,STD_TO,3000.00
12426,10,STD_TO,3900.00
12431,8,STD_TO,1070.00
12431,9,STD_TO,1470.00
12431,10,STD_TO,1970.00
12434,8,STD_TO,1000.00
12434,9,STD_TO,1200.00
12434,10,STD_TO,600.00
12438,8,STD_TO,2700.00
12438,9,STD_TO,2100.00
12438,10,STD_TO,2400.00
12439,8,STD_TO,300.00
12439,9,STD_TO,1200.00
12439,10,STD_TO,300.00
12440,8,STD_TO,2100.00
12440,9,STD_TO,2700.00
12440,10,STD_TO,2700.00
12441,8,STD_TO,300.00
12441,10,STD_TO,900.00
12443,8,STD_TO,2700.00
12443,9,STD_TO,2700.00
12443,10,STD_TO,3000.00
12445,8,PROMO_TO,1000.00
12445,9,PROMO_TO,1000.00
12445,10,PROMO_TO,1000.00
12450,8,STD_TO,1200.00
12450,9,STD_TO,1000.00
12450,10,STD_TO,900.00
12455,8,STD_TO,1200.00
12455,9,STD_TO,300.00
12455,10,STD_TO,900.00
12456,10,STD_TO,200.00
12457,9,STD_TO,600.00
12457,10,STD_TO,300.00
12458,9,STD_TO,300.00
12459,8,STD_TO,1100.00
12463,8,STD_TO,3300.00
12463,9,STD_TO,3000.00
12463,10,STD_TO,3000.00
12464,8,STD_TO,2700.00
12464,9,STD_TO,2700.00
12464,10,STD_TO,3000.00
12466,8,STD_TO,600.00
12466,9,STD_TO,300.00
12468,8,STD_TO,2400.00
12468,9,STD_TO,2100.00
12468,10,STD_TO,2030.00
12469,8,STD_TO,300.00
12469,10,PROMO_TO,350.00
12469,10,STD_TO,300.00
12473,8,STD_TO,2500.00
12473,9,STD_TO,3000.00
12473,10,STD_TO,3200.00
12476,9,STD_TO,600.00
12478,8,STD_TO,600.00
12478,9,STD_TO,200.00
12478,10,STD_TO,400.00
12479,8,STD_TO,200.00
12479,9,STD_TO,200.00
1248,10,STD_TO,300.00
12480,9,STD_TO,200.00
12481,8,STD_TO,400.00
12482,8,STD_TO,1500.00
12482,9,STD_TO,2300.00
12482,10,STD_TO,2700.00
12485,10,STD_TO,300.00
12487,8,STD_TO,1980.00
12487,9,STD_TO,600.00
12487,10,STD_TO,1060.00
12491,8,PROMO_TO,250.00
12495,8,STD_TO,700.00
12495,9,STD_TO,200.00
12495,10,STD_TO,1200.00
12498,8,STD_TO,1440.00
12498,9,STD_TO,2030.00
12498,10,STD_TO,3120.00
12499,10,STD_TO,1700.00
12500,8,STD_TO,300.00
12500,10,STD_TO,2040.00
12501,8,PROMO_TO,250.00
12501,9,PROMO_TO,1000.00
12501,10,PROMO_TO,250.00
12504,8,STD_TO,3200.00
12504,9,STD_TO,3000.00
12504,10,STD_TO,3000.00
1251,8,PROMO_TO,500.00
1251,9,STD_TO,530.00
1251,10,PROMO_TO,500.00
1251,10,STD_TO,230.00
12510,8,STD_TO,200.00
12510,9,STD_TO,300.00
12510,10,STD_TO,900.00
12512,8,STD_TO,400.00
12512,9,STD_TO,520.00
12512,10,STD_TO,720.00
12513,8,STD_TO,2300.00
12513,9,STD_TO,600.00
12513,10,STD_TO,1100.00
12514,10,STD_TO,400.00
12516,8,STD_TO,3300.00
12516,9,STD_TO,3200.00
12516,10,STD_TO,3100.00
1252,10,STD_TO,500.00
12521,8,PROMO_TO,250.00
12522,8,STD_TO,300.00
12522,9,STD_TO,300.00
12522,10,STD_TO,500.00
12524,8,STD_TO,950.00
12526,8,PROMO_TO,250.00
12528,8,PROMO_TO,500.00
12528,9,PROMO_TO,500.00
12528,10,PROMO_TO,600.00
12529,8,STD_TO,1500.00
12529,9,STD_TO,1800.00
12529,10,STD_TO,900.00
12530,8,STD_TO,1000.00
12530,9,STD_TO,200.00
12531,8,STD_TO,1500.00
12531,9,STD_TO,600.00
12531,10,STD_TO,900.00
12532,8,STD_TO,600.00
12532,9,STD_TO,600.00
12532,10,STD_TO,400.00
12536,8,PROMO_TO,750.00
12536,9,PROMO_TO,750.00
12536,10,PROMO_TO,500.00
12537,8,PROMO_TO,500.00
12537,9,PROMO_TO,750.00
12537,10,PROMO_TO,500.00
12537,10,STD_TO,350.00
12540,9,PROMO_TO,1500.00
12540,10,PROMO_TO,1500.00
12542,10,STD_TO,300.00
12545,8,STD_TO,3500.00
12545,9,STD_TO,3750.00
12545,10,STD_TO,2920.00
12546,8,STD_TO,800.00
12550,8,STD_TO,600.00
12550,9,STD_TO,400.00
12550,10,STD_TO,600.00
12552,10,STD_TO,2000.00
12554,8,STD_TO,600.00
12554,9,STD_TO,900.00
12554,10,STD_TO,300.00
12556,8,PROMO_TO,250.00
12558,10,STD_TO,1200.00
12560,8,STD_TO,300.00
12563,9,STD_TO,600.00
12565,10,STD_TO,900.00
12566,8,STD_TO,300.00
12571,9,PROMO_TO,250.00
12577,8,STD_TO,520.00
12577,9,STD_TO,730.00
12577,10,STD_TO,300.00
12579,8,STD_TO,1500.00
12579,9,STD_TO,600.00
12579,10,STD_TO,200.00
1258,8,STD_TO,700.00
12580,8,STD_TO,300.00
12580,9,STD_TO,1000.00
12580,10,STD_TO,1300.00
12581,9,STD_TO,500.00
12581,10,PROMO_TO,1500.00
12581,10,STD_TO,1000.00
12582,8,STD_TO,5700.00
12582,9,STD_TO,4060.00
12582,10,STD_TO,5030.00
12584,8,STD_TO,3000.00
12584,9,STD_TO,2900.00
12584,10,STD_TO,3200.00
12585,8,STD_TO,2460.00
12585,9,STD_TO,2820.00
12585,10,STD_TO,1960.00
12587,8,STD_TO,2600.00
12587,9,STD_TO,1900.00
12587,10,STD_TO,900.00
12588,8,PROMO_TO,700.00
12588,8,STD_TO,120.00
12588,9,PROMO_TO,1050.00
12588,10,PROMO_TO,700.00
12590,8,STD_TO,1500.00
12590,10,STD_TO,600.00
12594,8,STD_TO,2400.00
12594,9,STD_TO,2400.00
12594,10,STD_TO,2600.00
12595,8,STD_TO,300.00
12595,9,STD_TO,1200.00
12595,10,STD_TO,600.00
12596,8,STD_TO,2880.00
12596,9,STD_TO,2750.00
12596,10,STD_TO,1920.00
12597,10,STD_TO,300.00
12598,8,STD_TO,1050.00
12598,9,STD_TO,1000.00
12598,10,STD_TO,600.00
12599,8,STD_TO,900.00
12599,10,STD_TO,300.00
1260,8,STD_TO,600.00
1260,9,STD_TO,3000.00
1260,10,STD_TO,3300.00
12603,8,PROMO_TO,350.00
12603,9,PROMO_TO,350.00
12603,10,PROMO_TO,350.00
12605,8,STD_TO,200.00
12605,9,STD_TO,200.00
12605,10,STD_TO,600.00
12609,8,PROMO_TO,350.00
12609,9,PROMO_TO,350.00
12609,10,PROMO_TO,350.00
1261,10,STD_TO,1500.00
12616,8,PROMO_TO,2000.00
12616,10,PROMO_TO,1000.00
12617,9,STD_TO,120.00
12618,8,STD_TO,350.00
12619,8,STD_TO,1100.00
12619,9,STD_TO,700.00
12619,10,STD_TO,500.00
1262,8,STD_TO,2080.00
1262,9,STD_TO,2610.00
1262,10,STD_TO,2260.00
12620,9,STD_TO,600.00
12620,10,STD_TO,1000.00
12621,9,STD_TO,300.00
12621,10,STD_TO,300.00
12622,8,STD_TO,500.00
12623,8,STD_TO,990.00
12623,9,STD_TO,1610.00
12623,10,STD_TO,2300.00
12625,8,STD_TO,1020.00
12625,10,STD_TO,900.00
12627,8,STD_TO,930.00
12627,9,STD_TO,580.00
12627,10,STD_TO,830.00
12628,10,STD_TO,2500.00
12631,8,STD_TO,2100.00
12631,9,STD_TO,1500.00
12631,10,STD_TO,800.00
12632,8,STD_TO,1100.00
12632,9,STD_TO,800.00
12632,10,STD_TO,1100.00
12638,8,PROMO_TO,1000.00
12638,9,PROMO_TO,1000.00
12638,10,PROMO_TO,1000.00
1264,8,STD_TO,2900.00
1264,9,STD_TO,2900.00
1264,10,STD_TO,3000.00
12640,8,STD_TO,300.00
12640,10,STD_TO,300.00
12647,8,STD_TO,300.00
