CUSTOMER_ID,PROMO_TO_SEG,STATUS_TO,TYPE_TO
1356,1,A,VOICE
13560,8,A,DATA
13560,8,A,VOICE
13561,4,A,DATA
13561,5,A,VOICE
13562,1,A,VOICE
13562,2,A,DATA
13563,2,A,DATA
13563,2,A,VOICE
13564,2,A,VOICE
13564,4,A,DATA
13565,4,A,VOICE
13565,5,A,DATA
13566,7,A,VOICE
13566,8,A,DATA
13567,1,A,DATA
13567,5,A,VOICE
13568,1,A,DATA
13568,1,A,VOICE
13569,6,A,DATA
13569,6,A,VOICE
1357,1,A,DATA
1357,4,A,VOICE
13570,1,A,DATA
13570,1,A,VOICE
13571,1,A,DATA
13571,1,A,VOICE
13572,2,A,VOICE
13572,8,A,DATA
13573,2,A,VOICE
13573,4,A,DATA
13574,1,A,VOICE
13574,5,A,DATA
13575,2,A,DATA
13575,8,A,VOICE
13576,8,A,DATA
13576,8,A,VOICE
13577,3,A,VOICE
13577,5,A,DATA
13578,1,A,DATA
13578,7,A,VOICE
13579,1,A,DATA
13579,4,A,VOICE
1358,1,A,DATA
1358,2,A,VOICE
13580,6,A,VOICE
13580,8,A,DATA
13581,1,A,DATA
13581,7,A,VOICE
13582,5,A,DATA
13582,7,A,VOICE
13583,1,A,DATA
13583,7,A,VOICE
13584,5,A,VOICE
13584,8,A,DATA
13585,3,A,DATA
13585,6,A,VOICE
13586,4,A,DATA
13586,7,A,VOICE
13587,1,A,DATA
13587,5,A,VOICE
13588,5,A,DATA
13588,8,A,VOICE
13589,4,A,VOICE
13589,6,A,DATA
1359,1,A,DATA
1359,4,A,VOICE
13590,3,A,VOICE
13590,4,A,DATA
13591,1,A,DATA
13591,4,A,VOICE
13592,4,A,DATA
13592,8,A,VOICE
13593,1,A,DATA
13593,2,A,VOICE
13595,1,A,DATA
13595,8,A,VOICE
13596,2,A,VOICE
13596,5,A,DATA
13597,2,A,VOICE
13597,6,A,DATA
13598,2,A,VOICE
13598,8,A,DATA
13599,3,A,VOICE
13599,4,A,DATA
136,1,A,DATA
136,5,A,VOICE
1360,1,A,DATA
1360,5,A,VOICE
13600,1,A,DATA
13600,2,A,VOICE
13601,1,A,DATA
13601,5,A,VOICE
13602,4,A,DATA
13602,6,A,VOICE
13604,6,A,DATA
13604,7,A,VOICE
13606,1,A,DATA
13606,3,A,VOICE
13608,2,A,VOICE
13608,5,A,DATA
13609,1,A,DATA
13609,5,A,VOICE
1361,4,A,VOICE
1361,8,A,DATA
13610,1,A,DATA
13610,1,A,VOICE
13611,1,A,DATA
13611,5,A,VOICE
13612,2,A,DATA
13612,5,A,VOICE
13614,1,A,DATA
13614,4,A,VOICE
13615,4,A,VOICE
13615,8,A,DATA
13616,1,A,DATA
13616,7,A,VOICE
13617,1,A,DATA
13617,2,A,VOICE
13619,1,A,DATA
13619,4,A,VOICE
1362,2,A,DATA
1362,4,A,VOICE
13620,1,A,DATA
13620,2,A,VOICE
13621,1,A,DATA
13621,4,A,VOICE
13622,2,A,VOICE
13622,7,A,DATA
13623,1,A,VOICE
13623,4,A,DATA
13624,1,A,DATA
13624,5,A,VOICE
13625,1,A,DATA
13625,1,A,VOICE
13626,1,A,DATA
13626,3,A,VOICE
13628,2,A,VOICE
13628,4,A,DATA
13629,4,A,DATA
13629,5,A,VOICE
1363,4,A,DATA
1363,5,A,VOICE
13630,4,A,DATA
13630,4,A,VOICE
13632,4,A,VOICE
13632,5,A,DATA
13633,2,A,VOICE
13633,8,A,DATA
13634,1,A,DATA
13634,1,A,VOICE
13635,5,A,DATA
13635,5,A,VOICE
13636,1,A,DATA
13636,7,A,VOICE
13637,1,A,DATA
13637,5,A,VOICE
13638,1,A,DATA
13638,5,A,VOICE
13639,1,A,DATA
13639,5,A,VOICE
1364,6,A,DATA
1364,7,A,VOICE
13640,1,A,DATA
13640,1,A,VOICE
13641,2,A,VOICE
13641,3,A,DATA
13642,5,A,DATA
13642,6,A,VOICE
13643,4,A,VOICE
13643,5,A,DATA
13644,3,A,DATA
13644,5,A,VOICE
13645,1,A,DATA
13645,2,A,VOICE
13646,2,A,VOICE
13646,4,A,DATA
13647,1,A,VOICE
13647,2,A,DATA
13648,1,A,DATA
13648,6,A,VOICE
13649,1,A,VOICE
13649,5,A,DATA
1365,1,A,DATA
1365,4,A,VOICE
13650,1,A,DATA
13650,5,A,VOICE
13651,1,A,DATA
13651,2,A,VOICE
13652,1,A,DATA
13652,3,A,VOICE
13653,1,A,VOICE
13653,5,A,DATA
13654,4,A,VOICE
13654,8,A,DATA
13655,3,A,DATA
13655,5,A,VOICE
13656,1,A,DATA
13656,5,A,VOICE
13657,1,A,DATA
13657,5,A,VOICE
13658,1,A,VOICE
13658,2,A,DATA
13659,1,A,DATA
13659,5,A,VOICE
1366,2,A,VOICE
1366,4,A,DATA
13661,4,A,DATA
13661,8,A,VOICE
13662,1,A,DATA
13662,6,A,VOICE
13664,1,A,DATA
13664,4,A,VOICE
13665,1,A,DATA
13665,7,A,VOICE
13666,2,A,VOICE
13666,3,A,DATA
13668,1,A,VOICE
13668,5,A,DATA
13669,2,A,DATA
13669,3,A,VOICE
1367,2,A,DATA
1367,2,A,VOICE
13670,7,A,VOICE
13670,8,A,DATA
13671,2,A,VOICE
13671,4,A,DATA
13672,3,A,DATA
13672,8,A,VOICE
13673,1,A,DATA
13673,5,A,VOICE
13674,1,A,DATA
13674,8,A,VOICE
13675,1,A,DATA
13675,2,A,VOICE
13676,2,A,VOICE
13676,5,A,DATA
13677,3,A,DATA
13677,3,A,VOICE
13678,4,A,VOICE
13678,8,A,DATA
13679,5,A,VOICE
13679,8,A,DATA
13680,1,A,DATA
13680,4,A,VOICE
13681,1,A,DATA
13681,3,A,VOICE
13682,6,A,VOICE
13682,8,A,DATA
13683,1,A,VOICE
13683,8,A,DATA
13684,1,A,DATA
13684,6,A,VOICE
13685,2,A,VOICE
13685,8,A,DATA
13686,4,A,VOICE
13686,6,A,DATA
13687,1,A,DATA
13687,1,A,VOICE
13688,1,A,DATA
13688,6,A,VOICE
13689,4,A,DATA
13689,5,A,VOICE
1369,2,A,VOICE
1369,8,A,DATA
13691,1,A,DATA
13691,5,A,VOICE
13692,2,A,DATA
13692,8,A,VOICE
13693,6,A,VOICE
13693,8,A,DATA
13694,2,A,VOICE
13694,3,A,DATA
13695,4,A,DATA
13695,5,A,VOICE
13696,1,A,DATA
13696,2,A,VOICE
13697,1,A,DATA
13697,5,A,VOICE
13698,3,A,VOICE
13698,5,A,DATA
13699,2,A,DATA
13699,6,A,VOICE
137,1,A,VOICE
137,8,A,DATA
1370,6,A,DATA
1370,7,A,VOICE
13700,1,A,DATA
13700,8,A,VOICE
13701,4,A,VOICE
13701,8,A,DATA
13702,1,A,DATA
13702,5,A,VOICE
13703,1,A,DATA
13703,8,A,VOICE
13704,6,A,VOICE
13704,8,A,DATA
13705,1,A,DATA
13705,3,A,VOICE
13707,3,A,VOICE
13707,4,A,DATA
13708,1,A,DATA
13708,1,A,VOICE
13709,4,A,DATA
13709,5,A,VOICE
1371,4,A,VOICE
1371,8,A,DATA
13710,4,A,DATA
13710,5,A,VOICE
13711,1,A,DATA
13711,8,A,VOICE
13712,2,A,VOICE
13712,8,A,DATA
13713,4,A,VOICE
13713,8,A,DATA
13714,1,A,DATA
13714,4,A,VOICE
13715,1,A,DATA
13715,5,A,VOICE
13716,5,A,VOICE
13716,8,A,DATA
13717,2,A,VOICE
13717,8,A,DATA
13718,1,A,DATA
13718,8,A,VOICE
13719,1,A,DATA
13719,6,A,VOICE
1372,1,A,DATA
1372,4,A,VOICE
13720,5,A,DATA
13720,5,A,VOICE
13721,4,A,DATA
13721,5,A,VOICE
13722,4,A,DATA
13722,5,A,VOICE
13723,1,A,DATA
13723,4,A,VOICE
13724,1,A,VOICE
13724,2,A,DATA
13725,1,A,DATA
13725,5,A,VOICE
13727,1,A,VOICE
13727,6,A,DATA
13728,1,A,DATA
13728,3,A,VOICE
13729,2,A,VOICE
13729,8,A,DATA
1373,1,A,DATA
1373,1,A,VOICE
13731,2,A,VOICE
13731,4,A,DATA
13732,1,A,DATA
13732,1,A,VOICE
13733,2,A,VOICE
13733,5,A,DATA
13734,1,A,DATA
13734,6,A,VOICE
13735,1,A,DATA
13735,4,A,VOICE
13736,2,A,DATA
13736,2,A,VOICE
13738,1,A,VOICE
13738,6,A,DATA
13739,1,A,DATA
13739,2,A,VOICE
1374,2,A,DATA
1374,6,A,VOICE
13740,2,A,DATA
13740,3,A,VOICE
13741,2,A,VOICE
13741,8,A,DATA
13742,6,A,VOICE
13742,8,A,DATA
13743,7,A,VOICE
13743,8,A,DATA
13745,5,A,VOICE
13745,8,A,DATA
13746,1,A,DATA
13746,5,A,VOICE
13747,5,A,VOICE
13747,8,A,DATA
13748,6,A,DATA
13748,7,A,VOICE
13749,1,A,DATA
13749,6,A,VOICE
13750,1,A,DATA
13750,4,A,VOICE
13751,2,A,VOICE
13751,4,A,DATA
13752,1,A,DATA
13752,1,A,VOICE
13753,1,A,DATA
13753,3,A,VOICE
13754,2,A,VOICE
13754,6,A,DATA
13755,2,A,VOICE
13755,8,A,DATA
13756,2,A,VOICE
13756,7,A,DATA
13757,8,A,DATA
13757,8,A,VOICE
13758,5,A,VOICE
13758,8,A,DATA
13759,1,A,DATA
13759,4,A,VOICE
1376,1,A,DATA
1376,2,A,VOICE
13760,5,A,VOICE
13760,8,A,DATA
13761,4,A,VOICE
13761,7,A,DATA
13762,3,A,VOICE
13762,8,A,DATA
13763,4,A,DATA
13763,5,A,VOICE
13764,1,A,DATA
13764,2,A,VOICE
13765,5,A,VOICE
13765,8,A,DATA
13766,4,A,DATA
13766,4,A,VOICE
13768,2,A,VOICE
13768,4,A,DATA
13769,1,A,DATA
13769,4,A,VOICE
1377,1,A,DATA
1377,6,A,VOICE
13770,2,A,VOICE
13770,5,A,DATA
13771,2,A,VOICE
13771,5,A,DATA
13772,1,A,DATA
13772,4,A,VOICE
13773,4,A,DATA
13773,5,A,VOICE
13774,3,A,DATA
13774,4,A,VOICE
13775,1,A,DATA
13775,7,A,VOICE
13776,5,A,VOICE
13776,8,A,DATA
13777,1,A,DATA
13777,6,A,VOICE
13778,1,A,DATA
13778,6,A,VOICE
13779,1,A,DATA
13779,4,A,VOICE
1378,1,A,DATA
1378,5,A,VOICE
13780,8,A,DATA
13780,8,A,VOICE
13781,4,A,DATA
13781,5,A,VOICE
13782,1,A,DATA
13782,5,A,VOICE
13783,4,A,DATA
13783,5,A,VOICE
13784,4,A,VOICE
13784,8,A,DATA
13785,2,A,VOICE
13785,8,A,DATA
13786,1,A,DATA
13786,2,A,VOICE
13787,1,A,DATA
13787,5,A,VOICE
13788,2,A,VOICE
13788,6,A,DATA
13789,1,A,DATA
13789,2,A,VOICE
1379,2,A,DATA
1379,6,A,VOICE
13790,1,A,VOICE
13790,2,A,DATA
13791,2,A,VOICE
13791,5,A,DATA
13792,1,A,VOICE
13792,8,A,DATA
13793,2,A,VOICE
13793,8,A,DATA
13795,1,A,DATA
13795,5,A,VOICE
13796,2,A,VOICE
13796,5,A,DATA
13797,1,A,DATA
13797,2,A,VOICE
13798,1,A,DATA
13798,5,A,VOICE
13799,1,A,DATA
13799,2,A,VOICE
138,2,A,VOICE
138,6,A,DATA
1380,1,A,DATA
1380,6,A,VOICE
13800,5,A,VOICE
13800,8,A,DATA
13801,2,A,DATA
13801,2,A,VOICE
13802,4,A,DATA
13802,4,A,VOICE
13803,4,A,VOICE
13803,5,A,DATA
13804,1,A,DATA
13804,2,A,VOICE
13805,4,A,DATA
13805,4,A,VOICE
13806,5,A,VOICE
13806,8,A,DATA
13807,1,A,DATA
13807,6,A,VOICE
13809,5,A,DATA
13809,5,A,VOICE
1381,1,A,DATA
1381,5,A,VOICE
13810,1,A,DATA
13810,3,A,VOICE
13811,1,A,DATA
13811,2,A,VOICE
13812,5,A,VOICE
13812,6,A,DATA
13814,2,A,DATA
13814,6,A,VOICE
13815,1,A,DATA
13815,1,A,VOICE
13816,4,A,DATA
13816,4,A,VOICE
13817,5,A,VOICE
13817,8,A,DATA
13818,3,A,VOICE
13818,6,A,DATA
13819,2,A,VOICE
13819,5,A,DATA
1382,3,A,DATA
1382,3,A,VOICE
13820,4,A,VOICE
13820,8,A,DATA
13821,7,A,VOICE
13821,8,A,DATA
13822,1,A,DATA
13822,4,A,VOICE
13823,2,A,VOICE
13823,3,A,DATA
13824,1,A,DATA
13824,2,A,VOICE
13825,1,A,VOICE
13825,4,A,DATA
13826,3,A,DATA
13826,5,A,VOICE
13827,1,A,VOICE
13827,6,A,DATA
13828,4,A,VOICE
13828,8,A,DATA
13829,1,A,DATA
13829,3,A,VOICE
1383,1,A,DATA
1383,4,A,VOICE
13830,1,A,DATA
13830,5,A,VOICE
13831,1,A,DATA
13831,1,A,VOICE
13832,1,A,DATA
13832,1,A,VOICE
13833,2,A,DATA
13833,6,A,VOICE
13834,1,A,DATA
13834,2,A,VOICE
13836,2,A,VOICE
13836,8,A,DATA
13838,2,A,VOICE
13838,8,A,DATA
13839,1,A,DATA
13839,1,A,VOICE
1384,1,A,DATA
1384,4,A,VOICE
13841,1,A,DATA
13841,5,A,VOICE
13842,2,A,VOICE
13842,3,A,DATA
13843,2,A,VOICE
13843,6,A,DATA
13844,2,A,VOICE
13844,5,A,DATA
13845,1,A,DATA
13845,8,A,VOICE
13846,1,A,DATA
13846,3,A,VOICE
13847,3,A,DATA
13847,4,A,VOICE
13848,1,A,DATA
13848,1,A,VOICE
13849,1,A,DATA
13849,5,A,VOICE
1385,8,A,DATA
1385,8,A,VOICE
13851,7,A,VOICE
13851,8,A,DATA
13853,1,A,VOICE
13853,8,A,DATA
13854,4,A,VOICE
13854,5,A,DATA
13855,5,A,VOICE
13855,6,A,DATA
13856,1,A,DATA
13856,8,A,VOICE
13857,5,A,DATA
13857,6,A,VOICE
13858,1,A,DATA
13858,5,A,VOICE
13859,1,A,DATA
13859,8,A,VOICE
1386,1,A,DATA
1386,4,A,VOICE
13860,1,A,DATA
13860,7,A,VOICE
13861,2,A,VOICE
13861,8,A,DATA
13862,1,A,DATA
13862,1,A,VOICE
13863,2,A,DATA
13863,4,A,VOICE
13865,1,A,VOICE
13865,8,A,DATA
13866,4,A,DATA
13866,4,A,VOICE
13867,1,A,DATA
13867,2,A,VOICE
13868,1,A,DATA
13868,3,A,VOICE
13869,1,A,DATA
13869,8,A,VOICE
1387,1,A,DATA
1387,5,A,VOICE
13873,1,A,DATA
13873,5,A,VOICE
13874,1,A,DATA
13874,1,A,VOICE
13875,4,A,DATA
13875,5,A,VOICE
13876,1,A,DATA
13876,2,A,VOICE
13877,1,A,DATA
13877,1,A,VOICE
13878,1,A,DATA
13878,2,A,VOICE
13879,3,A,DATA
13879,5,A,VOICE
1388,5,A,DATA
1388,5,A,VOICE
13881,5,A,VOICE
13881,8,A,DATA
13882,1,A,DATA
13882,4,A,VOICE
13883,2,A,VOICE
13883,5,A,DATA
13884,1,A,VOICE
13884,4,A,DATA
13885,1,A,DATA
13885,5,A,VOICE
13886,5,A,VOICE
13886,6,A,DATA
13887,4,A,VOICE
13887,8,A,DATA
13888,2,A,VOICE
13888,5,A,DATA
13889,1,A,DATA
13889,2,A,VOICE
1389,6,A,DATA
1389,7,A,VOICE
13891,6,A,VOICE
13891,7,A,DATA
13893,2,A,VOICE
13893,8,A,DATA
13894,1,A,DATA
13894,8,A,VOICE
13895,2,A,VOICE
13895,5,A,DATA
13897,1,A,DATA
13897,1,A,VOICE
13898,2,A,VOICE
13898,3,A,DATA
13899,2,A,DATA
13899,8,A,VOICE
13900,1,A,DATA
13900,2,A,VOICE
13901,1,A,VOICE
13901,4,A,DATA
13902,1,A,DATA
13902,2,A,VOICE
13903,1,A,VOICE
13903,4,A,DATA
13905,1,A,DATA
13905,6,A,VOICE
13906,1,A,VOICE
13906,4,A,DATA
13908,4,A,DATA
13908,5,A,VOICE
13909,1,A,DATA
13909,5,A,VOICE
1391,4,A,DATA
1391,4,A,VOICE
13910,2,A,DATA
13910,2,A,VOICE
13911,1,A,VOICE
13911,8,A,DATA
13912,2,A,DATA
13912,3,A,VOICE
13913,2,A,VOICE
13913,4,A,DATA
13914,1,A,DATA
13914,6,A,VOICE
13916,4,A,DATA
13916,5,A,VOICE
13917,4,A,DATA
13917,4,A,VOICE
13918,6,A,DATA
13918,6,A,VOICE
13919,3,A,VOICE
13919,6,A,DATA
1392,1,A,VOICE
1392,3,A,DATA
13920,1,A,DATA
13920,7,A,VOICE
13923,3,A,VOICE
13923,8,A,DATA
13924,6,A,VOICE
13924,8,A,DATA
13925,2,A,VOICE
13925,5,A,DATA
13926,1,A,DATA
13926,2,A,VOICE
13928,5,A,DATA
13928,5,A,VOICE
13929,1,A,DATA
13929,4,A,VOICE
1393,5,A,VOICE
1393,6,A,DATA
13930,5,A,VOICE
13930,7,A,DATA
13931,2,A,VOICE
13931,5,A,DATA
13933,1,A,VOICE
13933,3,A,DATA
13934,1,A,DATA
13934,4,A,VOICE
13936,4,A,DATA
13936,4,A,VOICE
13938,6,A,VOICE
13938,8,A,DATA
13939,4,A,DATA
13939,5,A,VOICE
1394,5,A,VOICE
1394,8,A,DATA
13940,2,A,VOICE
13940,5,A,DATA
13942,1,A,DATA
13942,7,A,VOICE
13943,2,A,VOICE
13943,4,A,DATA
13944,6,A,VOICE
13944,8,A,DATA
13946,2,A,VOICE
13946,3,A,DATA
13949,2,A,VOICE
13949,5,A,DATA
1395,2,A,VOICE
1395,8,A,DATA
13952,1,A,VOICE
13952,4,A,DATA
13953,1,A,DATA
13953,2,A,VOICE
13954,1,A,VOICE
13954,5,A,DATA
13955,1,A,VOICE
13955,5,A,DATA
13956,4,A,VOICE
13956,8,A,DATA
13957,5,A,DATA
13957,6,A,VOICE
13958,2,A,DATA
13958,5,A,VOICE
13959,1,A,DATA
13959,2,A,VOICE
1396,2,A,VOICE
1396,8,A,DATA
13961,1,A,DATA
13961,5,A,VOICE
13962,7,A,VOICE
13962,8,A,DATA
13964,2,A,VOICE
13964,3,A,DATA
13965,1,A,DATA
13965,2,A,VOICE
13966,1,A,DATA
13966,2,A,VOICE
13967,1,A,DATA
13967,1,A,VOICE
13968,1,A,DATA
13968,3,A,VOICE
13969,1,A,DATA
13969,3,A,VOICE
1397,2,A,DATA
1397,5,A,VOICE
13970,1,A,DATA
13970,5,A,VOICE
13971,2,A,VOICE
13971,4,A,DATA
13972,2,A,DATA
13972,5,A,VOICE
13973,4,A,DATA
13973,7,A,VOICE
13974,2,A,VOICE
13974,5,A,DATA
13975,1,A,DATA
13975,2,A,VOICE
13976,2,A,VOICE
13976,5,A,DATA
13977,1,A,DATA
13977,2,A,VOICE
13979,2,A,VOICE
13979,8,A,DATA
1398,2,A,VOICE
1398,4,A,DATA
13980,1,A,DATA
13980,6,A,VOICE
13981,2,A,VOICE
13981,8,A,DATA
13982,2,A,VOICE
13982,6,A,DATA
13983,1,A,DATA
13983,7,A,VOICE
13984,5,A,DATA
13984,6,A,VOICE
13985,1,A,VOICE
13985,3,A,DATA
13987,1,A,VOICE
13987,2,A,DATA
13988,5,A,VOICE
13988,6,A,DATA
13989,1,A,DATA
13989,2,A,VOICE
1399,1,A,VOICE
1399,5,A,DATA
13990,1,A,DATA
13990,5,A,VOICE
13992,2,A,VOICE
13992,8,A,DATA
13993,1,A,DATA
13993,4,A,VOICE
13994,1,A,DATA
13994,3,A,VOICE
13995,4,A,DATA
13995,8,A,VOICE
13996,6,A,VOICE
13996,8,A,DATA
13997,1,A,DATA
13997,1,A,VOICE
14,1,A,DATA
14,5,A,VOICE
140,1,A,DATA
140,2,A,VOICE
1400,1,A,DATA
1400,6,A,VOICE
14000,1,A,DATA
14000,5,A,VOICE
14001,1,A,DATA
14001,2,A,VOICE
14003,2,A,DATA
14003,5,A,VOICE
14004,2,A,VOICE
14004,8,A,DATA
14005,1,A,DATA
14005,4,A,VOICE
14006,1,A,DATA
14006,5,A,VOICE
14008,2,A,VOICE
14008,8,A,DATA
1401,2,A,DATA
1401,8,A,VOICE
14011,1,A,DATA
14011,4,A,VOICE
14012,1,A,DATA
14012,5,A,VOICE
14013,1,A,DATA
14013,5,A,VOICE
14014,1,A,DATA
14014,5,A,VOICE
14015,4,A,DATA
14015,4,A,VOICE
14016,6,A,DATA
14016,6,A,VOICE
14017,5,A,DATA
14017,5,A,VOICE
14018,1,A,DATA
14018,1,A,VOICE
1402,1,A,DATA
1402,5,A,VOICE
14020,2,A,DATA
14020,2,A,VOICE
14021,1,A,DATA
14021,5,A,VOICE
14022,1,A,DATA
14022,5,A,VOICE
14023,2,A,VOICE
14023,3,A,DATA
14024,4,A,VOICE
14024,7,A,DATA
14025,1,A,DATA
14025,2,A,VOICE
14026,4,A,VOICE
14026,5,A,DATA
14027,5,A,VOICE
14027,8,A,DATA
14028,1,A,VOICE
14028,2,A,DATA
14029,5,A,VOICE
14029,8,A,DATA
1403,1,A,DATA
1403,5,A,VOICE
14030,1,A,VOICE
14030,4,A,DATA
14031,2,A,VOICE
14031,3,A,DATA
14032,1,A,DATA
14032,2,A,VOICE
14033,1,A,DATA
14033,8,A,VOICE
14034,1,A,VOICE
14034,5,A,DATA
14035,3,A,DATA
14035,4,A,VOICE
14036,5,A,DATA
14036,6,A,VOICE
14037,2,A,DATA
14037,4,A,VOICE
14038,1,A,DATA
14038,5,A,VOICE
14039,1,A,DATA
14039,1,A,VOICE
1404,1,A,DATA
1404,5,A,VOICE
14040,3,A,DATA
14040,4,A,VOICE
14041,1,A,DATA
14041,1,A,VOICE
14042,1,A,DATA
14042,1,A,VOICE
14043,1,A,DATA
14043,2,A,VOICE
14044,3,A,VOICE
14044,8,A,DATA
14045,3,A,VOICE
14045,5,A,DATA
14047,1,A,DATA
14047,1,A,VOICE
14048,2,A,VOICE
14048,6,A,DATA
14049,2,A,VOICE
14049,5,A,DATA
1405,1,A,DATA
1405,2,A,VOICE
14050,1,A,DATA
14050,5,A,VOICE
14051,1,A,VOICE
14051,5,A,DATA
14052,1,A,DATA
14052,1,A,VOICE
14053,1,A,VOICE
14053,7,A,DATA
14054,1,A,DATA
14054,5,A,VOICE
14055,3,A,VOICE
14055,4,A,DATA
14056,1,A,DATA
14056,7,A,VOICE
14057,4,A,DATA
14057,5,A,VOICE
14058,8,A,DATA
14058,8,A,VOICE
14059,1,A,DATA
14059,4,A,VOICE
1406,1,A,DATA
1406,8,A,VOICE
14060,1,A,DATA
14060,7,A,VOICE
14061,6,A,VOICE
14061,8,A,DATA
14062,2,A,DATA
14062,5,A,VOICE
14063,1,A,DATA
14063,4,A,VOICE
14065,2,A,DATA
14065,4,A,VOICE
14066,1,A,DATA
14066,7,A,VOICE
14067,1,A,DATA
14067,5,A,VOICE
14068,1,A,DATA
14068,4,A,VOICE
14069,1,A,DATA
14069,5,A,VOICE
1407,1,A,DATA
1407,3,A,VOICE
14070,5,A,VOICE
14070,8,A,DATA
14071,1,A,VOICE
14071,4,A,DATA
14072,1,A,DATA
14072,6,A,VOICE
14075,2,A,DATA
14075,4,A,VOICE
14076,1,A,DATA
14076,8,A,VOICE
14077,2,A,VOICE
14077,4,A,DATA
14078,1,A,DATA
14078,2,A,VOICE
14079,2,A,VOICE
14079,5,A,DATA
1408,5,A,VOICE
1408,6,A,DATA
14080,1,A,VOICE
14080,4,A,DATA
14081,1,A,VOICE
14081,5,A,DATA
14083,5,A,DATA
14083,8,A,VOICE
14084,5,A,VOICE
14084,8,A,DATA
14085,1,A,DATA
14085,5,A,VOICE
14086,2,A,VOICE
14086,3,A,DATA
14087,1,A,DATA
14087,6,A,VOICE
14088,5,A,DATA
14088,6,A,VOICE
14089,1,A,DATA
14089,3,A,VOICE
1409,6,A,DATA
1409,8,A,VOICE
14090,2,A,DATA
14090,2,A,VOICE
14091,1,A,DATA
14091,5,A,VOICE
14092,1,A,DATA
14092,2,A,VOICE
14093,3,A,DATA
14093,5,A,VOICE
14094,3,A,VOICE
14094,4,A,DATA
14095,1,A,DATA
14095,2,A,VOICE
14096,1,A,DATA
14096,1,A,VOICE
14097,1,A,DATA
14097,3,A,VOICE
14098,1,A,DATA
14098,4,A,VOICE
14099,1,A,DATA
14099,4,A,VOICE
141,4,A,VOICE
141,5,A,DATA
1410,1,A,VOICE
1410,5,A,DATA
14100,8,A,DATA
14100,8,A,VOICE
14101,2,A,DATA
14101,3,A,VOICE
14102,2,A,VOICE
14102,5,A,DATA
14104,1,A,DATA
14104,2,A,VOICE
14105,1,A,DATA
14105,2,A,VOICE
14106,1,A,VOICE
14106,5,A,DATA
14107,1,A,VOICE
14107,5,A,DATA
14108,1,A,DATA
14108,8,A,VOICE
14109,1,A,DATA
14109,5,A,VOICE
1411,1,A,DATA
1411,5,A,VOICE
14110,1,A,DATA
14110,3,A,VOICE
14111,6,A,VOICE
14111,8,A,DATA
14112,2,A,VOICE
14112,4,A,DATA
14113,6,A,VOICE
14113,8,A,DATA
14114,1,A,VOICE
14114,2,A,DATA
14115,1,A,DATA
14115,2,A,VOICE
14116,1,A,DATA
14116,1,A,VOICE
14117,1,A,VOICE
14117,5,A,DATA
14118,1,A,DATA
14118,1,A,VOICE
14119,1,A,DATA
14119,4,A,VOICE
1412,1,A,DATA
1412,5,A,VOICE
14120,2,A,VOICE
14120,5,A,DATA
14121,3,A,DATA
14121,8,A,VOICE
14122,1,A,DATA
14122,5,A,VOICE
14123,5,A,DATA
14123,5,A,VOICE
14124,4,A,DATA
14124,5,A,VOICE
14125,4,A,VOICE
14125,5,A,DATA
14126,2,A,VOICE
14126,7,A,DATA
14127,1,A,DATA
14127,5,A,VOICE
14128,4,A,DATA
14128,4,A,VOICE
14129,3,A,VOICE
14129,8,A,DATA
1413,1,A,DATA
1413,2,A,VOICE
14130,2,A,VOICE
14130,4,A,DATA
14131,2,A,VOICE
14131,6,A,DATA
14132,1,A,DATA
14132,6,A,VOICE
14133,1,A,DATA
14133,5,A,VOICE
14134,4,A,DATA
14134,5,A,VOICE
14135,1,A,DATA
14135,5,A,VOICE
14137,3,A,VOICE
14137,7,A,DATA
14138,1,A,DATA
14138,2,A,VOICE
14139,1,A,DATA
14139,2,A,VOICE
1414,1,A,DATA
1414,1,A,VOICE
14141,4,A,VOICE
14141,8,A,DATA
14142,1,A,DATA
14142,3,A,VOICE
14144,1,A,DATA
14144,6,A,VOICE
14145,5,A,DATA
14145,6,A,VOICE
14146,1,A,DATA
14146,1,A,VOICE
14147,4,A,DATA
14147,7,A,VOICE
14148,1,A,VOICE
14148,5,A,DATA
14149,6,A,VOICE
14149,8,A,DATA
1415,1,A,DATA
1415,5,A,VOICE
14150,3,A,DATA
14150,5,A,VOICE
14151,3,A,DATA
14151,5,A,VOICE
14152,1,A,DATA
14152,1,A,VOICE
14153,4,A,VOICE
14153,5,A,DATA
14154,4,A,DATA
14154,5,A,VOICE
14155,1,A,VOICE
14155,5,A,DATA
14156,1,A,DATA
14156,2,A,VOICE
14157,1,A,VOICE
14157,5,A,DATA
14158,1,A,DATA
14158,5,A,VOICE
14159,5,A,VOICE
14159,8,A,DATA
1416,1,A,DATA
1416,8,A,VOICE
14160,1,A,DATA
14160,4,A,VOICE
14161,1,A,DATA
14161,8,A,VOICE
14163,3,A,VOICE
14163,4,A,DATA
14164,1,A,VOICE
14164,5,A,DATA
14165,1,A,DATA
14165,4,A,VOICE
14166,1,A,DATA
14166,1,A,VOICE
14167,8,A,DATA
14167,8,A,VOICE
14168,1,A,DATA
14168,6,A,VOICE
14169,2,A,DATA
14169,2,A,VOICE
1417,4,A,DATA
1417,4,A,VOICE
14170,2,A,VOICE
14170,7,A,DATA
14171,2,A,VOICE
14171,6,A,DATA
14172,3,A,DATA
14172,6,A,VOICE
14173,2,A,VOICE
14173,4,A,DATA
