CUST_NUM,MTH,TARIFF_OPTION,AMT_PF
26957,8,PROMO_TO,200.00
2699,8,PROMO_TO,3000.00
2699,9,PROMO_TO,1500.00
2702,8,PROMO_TO,400.00
2702,9,PROMO_TO,600.00
2702,10,PROMO_TO,1500.00
2707,8,PROMO_TO,1500.00
2707,9,PROMO_TO,1500.00
2707,10,PROMO_TO,1500.00
2718,8,PROMO_TO,200.00
2718,9,PROMO_TO,200.00
2718,10,PROMO_TO,200.00
2743,9,PROMO_TO,200.00
2743,10,PROMO_TO,250.00
2750,8,PROMO_TO,550.00
2750,9,PROMO_TO,550.00
2777,8,PROMO_TO,150.00
2777,9,PROMO_TO,300.00
2777,10,PROMO_TO,350.00
2783,8,PROMO_TO,200.00
2783,9,PROMO_TO,200.00
2783,10,PROMO_TO,550.00
27872,8,PROMO_TO,200.00
27872,10,PROMO_TO,200.00
2808,10,PROMO_TO,150.00
2817,8,PROMO_TO,400.00
2817,9,PROMO_TO,200.00
28235,8,PROMO_TO,150.00
28252,8,PROMO_TO,300.00
28456,8,PROMO_TO,200.00
28456,9,PROMO_TO,200.00
28456,10,PROMO_TO,200.00
28499,9,PROMO_TO,350.00
28499,10,PROMO_TO,350.00
28531,8,PROMO_TO,1100.00
28531,9,PROMO_TO,550.00
28580,8,PROMO_TO,200.00
28620,8,PROMO_TO,550.00
28620,9,PROMO_TO,550.00
28817,8,PROMO_TO,600.00
28817,9,PROMO_TO,600.00
28817,10,PROMO_TO,150.00
28896,9,PROMO_TO,700.00
28900,9,PROMO_TO,200.00
28900,10,PROMO_TO,200.00
28916,8,PROMO_TO,550.00
28916,9,PROMO_TO,550.00
28916,10,PROMO_TO,550.00
2916,8,PROMO_TO,1100.00
2916,9,PROMO_TO,1100.00
2916,10,PROMO_TO,1100.00
2962,8,PROMO_TO,550.00
2962,9,PROMO_TO,550.00
2994,9,PROMO_TO,200.00
300,8,PROMO_TO,550.00
308,8,PROMO_TO,200.00
308,9,PROMO_TO,200.00
308,10,PROMO_TO,250.00
3109,9,PROMO_TO,200.00
3109,10,PROMO_TO,200.00
3140,8,PROMO_TO,200.00
3140,9,PROMO_TO,200.00
3140,10,PROMO_TO,200.00
3196,8,PROMO_TO,350.00
3196,9,PROMO_TO,700.00
3196,10,PROMO_TO,1100.00
3212,9,PROMO_TO,700.00
3228,8,PROMO_TO,350.00
3228,9,PROMO_TO,350.00
