CUSTOMER_ID,TARIFF,ACTIVATION_TIME,STATUS
4565,TMnet,16Feb2021 13:19:23,Active
4566,TM1,24Oct2020 13:55:12,Active
4567,TM2,17Sep2018 12:50:28,Active
4568,TM2,31Dec1999 23:00:00,Active
4569,TM2,31Dec1999 23:00:00,Active
4570,TMnet,20Apr2023 12:44:05,Active
4571,TM2,03Dec2015 16:28:54,Active
4572,TMnet,01Feb2022 10:02:34,Active
4573,TMnet,28Mar2023 8:13:45,Active
4574,TM2,31Dec1999 23:00:00,Active
4575,TM2,24Sep2013 11:21:21,Active
4576,TM2,17Jan2013 14:25:14,Active
4577,TM1,09Apr2016 16:07:47,Active
4578,TMnet,11Jul2023 19:55:10,Active
4579,TM2,07Apr2016 7:57:07,Active
4580,TM1,31Dec1999 23:00:00,Active
4581,TM2,22Oct2014 7:58:21,Active
4582,TM2,31Dec1999 23:00:00,Active
4583,TMnet,08Oct2020 19:03:15,Active
4584,TMnet,25Apr2023 12:07:06,Active
4585,TM1,23Dec2014 16:36:21,Active
4586,TM1,22Oct2014 11:31:03,Active
4587,TMnet,09Dec2019 18:45:41,Active
4588,TMnet,29Apr2020 16:40:13,Active
4589,TM2,31Dec1999 23:00:00,Active
4590,TMnet,16Apr2020 10:09:49,Active
4591,TM2,31Dec1999 23:00:00,Active
4592,TM1,09Sep2013 16:33:44,Active
4593,TMnet,10Aug2023 9:45:48,Active
4594,TMnet,28Feb2019 9:37:58,Active
4595,TMnet,30Dec2020 9:54:44,Active
4596,TMnet,13May2023 9:29:10,Active
4597,TM1,24Mar2016 9:10:00,Active
4598,TM2,14May2016 9:44:18,Active
4599,TM2,31Dec1999 23:00:00,Active
4600,TMnet,08Apr2021 15:56:13,Active
4601,TM1,31Dec1999 23:00:00,Active
4602,TM2,31Dec1999 23:00:00,Active
4603,TM1,31Dec1999 23:00:00,Active
4604,TMnet,21Mar2023 14:34:25,Active
4605,TM2,31Dec1999 23:00:00,Active
4606,TM2,09Feb2013 14:16:18,Active
4607,TM2,30Apr2018 12:43:00,Active
4608,TM1,19Jan2014 13:52:49,Active
4609,TM2,31Dec1999 23:00:00,Active
4610,TM2,31Dec1999 23:00:00,Active
4611,TM2,03May2016 11:31:43,Active
4612,TM2,31Dec1999 23:00:00,Active
4613,TM1,31Dec1999 23:00:00,Active
4614,TM2,14Oct2020 7:23:14,Active
4615,TMnet,17Oct2020 13:26:06,Active
4616,TM2,31Dec1999 23:00:00,Active
4617,TMnet,13Oct2020 13:50:50,Active
4618,TMnet,14Jun2019 13:08:01,Active
4619,TM1,31Dec1999 23:00:00,Active
4620,TM2,27Jan2014 7:10:05,Active
4621,TM2,16Mar2013 10:46:53,Active
4622,TM2,31Dec1999 23:00:00,Active
4623,TM2,03Mar2018 19:57:57,Active
4624,TM2,15Apr2016 7:09:51,Active
4625,TMnet,06Feb2017 11:43:21,Active
4626,TM2,31Dec1999 23:00:00,Active
4627,TM1,23Oct2017 17:48:55,Active
4628,TMnet,26Aug2020 11:57:51,Active
4629,TM2,13Dec2014 12:25:42,Active
4630,TMnet,17Apr2023 7:21:06,Active
4631,TMnet,30Jul2019 15:52:23,Active
4632,TM2,31Dec1999 23:00:00,Active
4633,TM1,24Jul2014 9:13:02,Active
4634,TM2,07Dec2016 19:50:04,Active
4635,TMnet,22May2023 18:54:48,Active
4636,TM2,22Nov2012 9:49:50,Active
4637,TM2,18Aug2018 15:15:02,Active
4638,TMnet,14Aug2023 10:04:21,Active
4639,TM2,10Sep2016 9:16:05,Active
4640,TM2,23May2016 7:43:19,Active
4641,TM2,31Dec1999 23:00:00,Active
4642,TM2,31Dec1999 23:00:00,Active
4643,TM2,26Feb2016 11:03:11,Active
4644,TMnet,18Nov2019 12:42:12,Active
4645,TMnet,18May2023 8:43:28,Active
4646,TM2,25Oct2018 15:12:42,Active
4647,TM1,22Nov2015 12:38:42,Active
4648,TM2,31Dec1999 23:00:00,Active
4649,TMnet,26Dec2022 9:20:26,Active
4650,TM2,31Dec1999 23:00:00,Active
4651,TM2,06Nov2015 18:58:35,Active
4652,TM2,31Dec1999 23:00:00,Active
4653,TM1,31Dec1999 23:00:00,Active
4654,TMnet,07Nov2020 18:30:07,Active
4655,TMnet,07Nov2020 14:29:57,Active
4656,TMnet,15Sep2022 14:34:56,Active
4657,TMnet,02Aug2022 17:54:22,Active
4658,TM2,31Dec1999 23:00:00,Active
4659,TM2,31Dec1999 23:00:00,Active
4660,TMnet,31Dec1999 23:00:00,Active
4661,TM2,18Jul2014 9:58:20,Active
4662,TMnet,08Jan2020 21:02:17,Active
4663,TMnet,31Dec1999 23:00:00,Active
4664,TM2,14Dec2015 18:08:13,Active
4665,TMnet,11Mar2020 14:57:37,Active
4666,TM2,14Oct2013 9:16:54,Active
4667,TM1,13Aug2014 18:41:51,Active
4668,TM1,31Dec1999 23:00:00,Active
4669,TMnet,06Jun2018 10:55:50,Active
4670,TM2,06Sep2017 15:27:15,Active
4671,TM2,31Dec1999 23:00:00,Active
4672,TM1,31Dec1999 23:00:00,Active
4673,TMnet,29May2023 16:22:03,Active
4674,TM2,15May2016 6:31:45,Active
4675,TM2,31Dec1999 23:00:00,Active
4676,TMnet,31Dec1999 23:00:00,Active
4677,TMnet,04Feb2023 9:33:00,Active
4678,TMnet,03Aug2020 20:54:00,Active
4679,TMnet,23Sep2016 12:39:56,Active
4680,TM2,31Dec1999 23:00:00,Active
4681,TMnet,21Oct2019 16:32:55,Active
4682,TMnet,05Sep2019 17:07:22,Active
4683,TM2,17May2016 18:35:44,Active
4684,TMnet,27Mar2023 10:00:02,Active
4685,TMnet,18Jul2022 10:20:06,Active
4686,TMnet,14Oct2020 14:23:49,Active
4687,TM1,31Dec1999 23:00:00,Active
4688,TM2,12Jan2014 15:53:51,Active
4689,TMnet,09Oct2020 17:04:32,Active
4690,TM2,20Sep2017 13:08:10,Active
4691,TM1,31Dec1999 23:00:00,Active
4692,TM1,31Dec1999 23:00:00,Active
4693,TM2,24Oct2018 13:48:15,Active
4694,TMnet,10Dec2019 8:47:45,Active
4695,TM2,26Oct2017 10:13:04,Active
4696,TM2,27Oct2017 12:08:39,Active
4697,TM2,31Dec1999 23:00:00,Active
4698,TM2,31Dec1999 23:00:00,Active
4699,TMnet,21Jul2023 11:24:00,Active
4700,TM2,31Dec1999 23:00:00,Active
4701,TM1,31Dec1999 23:00:00,Active
4702,TM1,31Dec1999 23:00:00,Active
4703,TMnet,12Nov2020 13:27:27,Active
4704,TM2,31Dec1999 23:00:00,Active
4705,TM2,31Dec1999 23:00:00,Active
4706,TM1,31Dec1999 23:00:00,Active
4707,TM1,31Dec1999 23:00:00,Active
4708,TMnet,29Jul2020 13:29:31,Active
4709,TM2,31Dec1999 23:00:00,Active
4710,TM1,31Dec1999 23:00:00,Active
4711,TM2,31Dec1999 23:00:00,Active
4712,TM2,31Dec1999 23:00:00,Active
4713,TM2,31Dec1999 23:00:00,Active
4714,TM2,31Dec1999 23:00:00,Active
4715,TM2,31Dec1999 23:00:00,Active
4716,TM2,31Dec1999 23:00:00,Active
4717,TM2,31Dec1999 23:00:00,Active
4718,TMnet,23Nov2021 9:34:32,Active
4719,TMnet,01Oct2020 17:01:28,Active
4720,TMnet,01Apr2021 5:44:52,Active
4721,TM2,31Dec1999 23:00:00,Active
4722,TMnet,06Aug2023 14:10:22,Active
4723,TMnet,01May2021 13:06:54,Active
4724,TM2,31Dec1999 23:00:00,Active
4725,TM2,12Sep2017 11:36:20,Active
4726,TMnet,16Feb2023 13:20:51,Active
4727,TM2,24Apr2016 11:19:18,Active
4728,TM1,31Dec1999 23:00:00,Active
4729,TMnet,04Sep2017 17:28:06,Active
4730,TMnet,30Oct2020 17:13:06,Active
4731,TM2,31Dec1999 23:00:00,Active
4732,TM2,31Dec1999 23:00:00,Active
4733,TM2,31Dec1999 23:00:00,Active
4734,TMnet,25Sep2022 7:13:43,Active
4735,TMnet,07Jul2022 20:37:27,Active
4736,TM2,31Dec1999 23:00:00,Active
4737,TMnet,18Oct2019 14:10:01,Active
4738,TM2,31Dec1999 23:00:00,Active
4739,TM2,05Jan2017 15:30:20,Active
4740,TM2,09Apr2016 17:07:43,Active
4741,TM2,06Oct2018 21:23:33,Active
4742,TM2,02Sep2017 6:50:42,Active
4743,TMnet,31Oct2022 11:28:19,Active
4744,TMnet,05Apr2020 9:29:40,Active
4745,TM2,31Dec1999 23:00:00,Active
4746,TM2,31Dec1999 23:00:00,Active
4747,TM1,31Dec1999 23:00:00,Active
4748,TMnet,31Jan2020 17:49:01,Active
4749,TMnet,27Aug2019 11:49:06,Active
4750,TM2,31Dec1999 23:00:00,Active
4751,TM2,16Aug2017 17:12:24,Active
4752,TM1,31Dec1999 23:00:00,Active
4753,TMnet,14Oct2021 9:21:17,Active
4754,TMnet,18Oct2020 13:10:16,Active
4755,TM2,18Nov2017 13:54:48,Active
4756,TMnet,14Oct2019 14:22:09,Active
4757,TMnet,30Sep2020 9:16:04,Active
4758,TM2,31Dec1999 23:00:00,Active
4759,TMnet,21Jan2020 13:43:27,Active
4760,TM2,31Dec1999 23:00:00,Active
4761,TM1,31Dec1999 23:00:00,Active
4762,TM2,31Dec1999 23:00:00,Active
4763,TM2,31Dec1999 23:00:00,Active
4764,TM2,31Dec1999 23:00:00,Active
4765,TMnet,11Apr2022 10:33:01,Active
4766,TMnet,19May2017 5:52:09,Active
4767,TM2,31Dec1999 23:00:00,Active
4768,TM2,31Dec1999 23:00:00,Active
4769,TMnet,31Jul2021 8:48:17,Active
4770,TM2,31Dec1999 23:00:00,Active
4771,TM2,31Dec1999 23:00:00,Active
4772,TM1,25Nov2013 13:12:12,Active
4773,TMnet,19Nov2022 6:48:45,Active
4774,TM2,31Dec1999 23:00:00,Active
4775,TM2,31Dec1999 23:00:00,Active
4776,TM2,06Oct2012 11:22:57,Active
4777,TM1,31Dec1999 23:00:00,Active
4778,TM2,31Dec1999 23:00:00,Active
4779,TM2,31Dec1999 23:00:00,Active
4780,TM2,31Dec1999 23:00:00,Active
4781,TMnet,28Mar2022 12:48:07,Active
4782,TMnet,30May2022 7:19:36,Active
4783,TM2,31Dec1999 23:00:00,Active
4784,TM2,15Aug2017 8:14:03,Active
4785,TM2,31Dec1999 23:00:00,Active
4786,TM2,31Dec1999 23:00:00,Active
4787,TMnet,28Jan2020 20:21:48,Active
4788,TMnet,22Mar2020 12:43:18,Active
4789,TM1,31Dec1999 23:00:00,Active
4790,TM2,31Dec1999 23:00:00,Active
4791,TM1,28Mar2014 13:43:36,Active
4792,TM2,31Dec1999 23:00:00,Active
4793,TM2,06Apr2018 12:41:34,Active
4794,TM2,31Dec1999 23:00:00,Active
4795,TM2,10May2016 13:51:04,Active
4796,TM1,31Dec1999 23:00:00,Active
4797,TMnet,30Jan2016 11:12:26,Active
4798,TMnet,31Jan2020 21:13:42,Active
4799,TMnet,11Apr2022 11:47:05,Active
4800,TM2,31Dec1999 23:00:00,Active
4801,TMnet,10Apr2022 14:39:24,Active
4802,TM2,31Dec1999 23:00:00,Active
4803,TM2,01Dec2018 13:06:41,Active
4804,TM2,31Dec1999 23:00:00,Active
4805,TM2,01Dec2018 9:32:19,Active
4806,TM1,25Oct2016 14:36:19,Active
4807,TMnet,17May2023 9:50:21,Active
4808,TM2,31Dec1999 23:00:00,Active
4809,TM1,21Mar2022 17:15:40,Active
4810,TM2,31Dec1999 23:00:00,Active
4811,TM2,31Dec1999 23:00:00,Active
4812,TM1,15Jan2015 14:06:57,Active
4813,TM2,31Dec1999 23:00:00,Active
4814,TMnet,08Oct2020 18:44:50,Active
4815,TM2,31Dec1999 23:00:00,Active
4816,TM2,31Dec1999 23:00:00,Active
4817,TM2,31Dec1999 23:00:00,Active
4818,TM2,31Dec1999 23:00:00,Active
4819,TMnet,18Jun2019 18:33:31,Active
4820,TM2,31Dec1999 23:00:00,Active
4821,TM1,31Dec1999 23:00:00,Active
4822,TMnet,15Jun2023 17:10:10,Active
4823,TM2,31Dec1999 23:00:00,Active
4824,TM2,31Dec1999 23:00:00,Active
4825,TMnet,16Jun2020 7:33:33,Active
4826,TM1,02Aug2013 9:24:20,Active
4827,TMnet,27Sep2022 15:10:42,Active
4828,TMnet,29Aug2019 11:04:55,Active
4829,TMnet,24Oct2021 18:28:54,Active
4830,TM1,31Dec1999 23:00:00,Active
4831,TM1,31Dec1999 23:00:00,Active
4832,TMnet,19Dec2020 17:12:56,Active
4833,TM2,31Dec1999 23:00:00,Active
4834,TMnet,15Jun2023 7:11:15,Active
4835,TM2,19Dec2015 13:30:52,Active
4836,TMnet,01Aug2023 9:48:12,Active
4837,TMnet,13May2020 11:20:18,Active
4838,TM2,31Dec1999 23:00:00,Active
4839,TMnet,05Apr2023 13:12:54,Active
4840,TMnet,12Oct2020 16:22:30,Active
4841,TM1,31Dec1999 23:00:00,Active
4842,TMnet,21Apr2020 10:12:39,Active
4843,TM1,31Dec1999 23:00:00,Active
4844,TM2,31Dec1999 23:00:00,Active
4845,TMnet,13Aug2023 18:23:54,Active
4846,TM1,31Dec1999 23:00:00,Active
4847,TM1,20Feb2015 14:18:50,Active
4848,TM2,31Dec1999 23:00:00,Active
4849,TM2,31Dec1999 23:00:00,Active
4850,TM1,31Dec1999 23:00:00,Active
4851,TM2,31Dec1999 23:00:00,Active
4852,TMnet,08Dec2020 13:43:07,Active
4853,TM1,31Dec1999 23:00:00,Active
4854,TM2,31Dec1999 23:00:00,Active
4855,TM1,31Dec1999 23:00:00,Active
4856,TM2,31Dec1999 23:00:00,Active
4857,TMnet,20Dec2022 14:43:49,Active
4858,TM2,31Dec1999 23:00:00,Active
4859,TM2,31Dec1999 23:00:00,Active
4860,TM1,31Dec1999 23:00:00,Active
4861,TM1,31Dec1999 23:00:00,Active
4862,TM2,31Dec1999 23:00:00,Active
4863,TMnet,31Dec1999 23:00:00,Active
4864,TMnet,05Feb2022 17:56:04,Active
4865,TM2,19Oct2016 18:29:10,Active
4866,TM1,07Aug2014 6:52:56,Active
4867,TM1,31Dec1999 23:00:00,Active
4868,TM1,31Dec1999 23:00:00,Active
4869,TMnet,20Aug2023 7:24:02,Active
4870,TM2,31Dec1999 23:00:00,Active
4871,TM2,31Dec1999 23:00:00,Active
4872,TM2,31Dec1999 23:00:00,Active
4873,TM1,31Dec1999 23:00:00,Active
4874,TMnet,19Feb2020 13:34:32,Active
4875,TM2,13Jul2017 14:21:36,Active
4876,TM2,31Dec1999 23:00:00,Active
4877,TM2,31Dec1999 23:00:00,Active
4878,TM1,31Dec1999 23:00:00,Active
4879,TM1,31Dec1999 23:00:00,Active
4880,TM2,31Dec1999 23:00:00,Active
4881,TMnet,27Oct2022 7:45:18,Active
4882,TM2,08May2015 16:11:40,Active
4883,TMnet,18Aug2023 13:09:22,Active
4884,TM2,31Dec1999 23:00:00,Active
4885,TM2,11Aug2016 19:02:29,Active
4886,TMnet,19Nov2023 7:50:28,Active
4887,TM1,04Feb2014 16:17:53,Active
4888,TMnet,29Jan2021 11:09:49,Active
4889,TMnet,23May2023 7:57:31,Active
4890,TMnet,31Dec2022 17:04:38,Active
4891,TM2,01Nov2017 10:51:29,Active
4892,TMnet,09Aug2023 14:29:48,Active
4893,TMnet,24Jun2023 8:00:40,Active
4894,TMnet,31Dec1999 23:00:00,Active
4895,TMnet,30Apr2022 21:43:20,Active
4896,TMnet,27Apr2022 7:19:06,Active
4897,TMnet,05Jul2022 7:30:08,Active
4898,TMnet,16Jan2021 9:24:24,Active
4899,TMnet,30Dec2020 11:00:47,Active
4900,TMnet,16Jun2023 7:06:38,Active
4901,TMnet,10Nov2023 19:30:25,Active
4902,TM2,31Dec1999 23:00:00,Active
4903,TMnet,15Nov2020 12:55:51,Active
4904,TM1,31Dec1999 23:00:00,Active
4905,TM1,27Dec2015 11:27:16,Active
4906,TM2,31Dec1999 23:00:00,Active
4907,TM2,31Dec1999 23:00:00,Active
4908,TM2,11Mar2013 11:20:47,Active
4909,TMnet,18Nov2023 12:29:24,Active
4910,TM1,31Dec1999 23:00:00,Active
4911,TMnet,19May2023 11:48:35,Active
4912,TMnet,03Nov2023 8:04:51,Active
4913,TM1,12Aug2016 14:05:07,Active
4914,TMnet,07Jun2023 15:49:25,Active
4915,TM2,31Dec1999 23:00:00,Active
4916,TM1,31Dec1999 23:00:00,Active
4917,TM2,04Apr2018 11:00:28,Active
4918,TMnet,29Oct2023 15:03:25,Active
4919,TM1,23Jul2014 4:50:54,Active
4920,TM2,06Sep2017 10:05:23,Active
4921,TMnet,27Jul2022 4:57:40,Active
4922,TMnet,16Nov2022 9:34:00,Active
4923,TMnet,08Jun2020 11:12:40,Active
4924,TMnet,03Nov2020 20:44:46,Active
4925,TM2,06Sep2017 12:28:42,Active
4926,TM2,31Dec1999 23:00:00,Active
4927,TMnet,06Jun2023 10:39:44,Active
4928,TM2,31Dec1999 23:00:00,Active
4929,TM2,13Dec2013 12:26:59,Active
4930,TMnet,28Oct2023 17:39:11,Active
4931,TMnet,17Aug2023 13:48:59,Active
4932,TMnet,04Jan2021 7:03:44,Active
4933,TMnet,19Mar2019 13:09:36,Active
4934,TMnet,22Mar2021 9:02:29,Active
4935,TMnet,19Feb2016 22:55:28,Active
4936,TMnet,27Aug2021 13:14:39,Active
4937,TM2,31Dec1999 23:00:00,Active
4938,TM2,03Dec2012 15:45:54,Active
4939,TMnet,28Dec2019 17:58:40,Active
4940,TMnet,19May2020 14:56:38,Active
4941,TMnet,11Feb2023 11:43:27,Active
4942,TMnet,04Jul2022 10:06:33,Active
4943,TM2,08Jul2016 9:28:04,Active
4944,TM1,31Mar2015 15:10:52,Active
4945,TM1,31Dec1999 23:00:00,Active
4946,TMnet,02Jun2023 7:51:30,Active
4947,TMnet,02Sep2020 9:17:38,Active
4948,TMnet,30May2023 9:10:01,Active
4949,TMnet,19Apr2023 14:01:50,Active
4950,TMnet,01Sep2023 9:27:50,Active
4951,TMnet,13Nov2021 13:42:36,Active
4952,TMnet,14Sep2020 14:00:59,Active
4953,TMnet,21Sep2020 6:47:11,Active
4954,TMnet,24Apr2023 11:53:03,Active
4955,TMnet,03Feb2020 22:13:59,Active
4956,TM1,31Dec1999 23:00:00,Active
4957,TM2,03Aug2016 17:31:40,Active
4958,TMnet,13Apr2023 10:09:19,Active
4959,TM2,31Dec1999 23:00:00,Active
4960,TMnet,08Apr2022 12:05:53,Active
4961,TMnet,13Apr2023 17:11:45,Active
4962,TM2,31Dec1999 23:00:00,Active
4963,TM2,12Sep2012 9:04:35,Active
4964,TM2,31Dec1999 23:00:00,Active
4965,TM1,20Apr2016 8:54:38,Active
4966,TMnet,30Apr2022 20:25:18,Active
4967,TM1,31Dec1999 23:00:00,Active
4968,TM1,31Dec1999 23:00:00,Active
4969,TM2,31Dec1999 23:00:00,Active
4970,TMnet,27Oct2023 14:21:20,Active
4971,TM1,31Dec1999 23:00:00,Active
4972,TM1,31Dec1999 23:00:00,Active
4973,TM2,31Dec1999 23:00:00,Active
4974,TM1,31Dec1999 23:00:00,Active
4975,TM2,31Dec1999 23:00:00,Active
4976,TM2,31Dec1999 23:00:00,Active
4977,TM2,31Dec1999 23:00:00,Active
4978,TMnet,25Feb2022 9:44:24,Active
4979,TM1,31Dec1999 23:00:00,Active
4980,TM1,31Dec1999 23:00:00,Active
4981,TM2,31Dec1999 23:00:00,Active
4982,TMnet,15Apr2022 17:49:51,Active
4983,TMnet,12May2023 12:16:56,Active
4984,TMnet,24May2023 5:59:22,Active
4985,TMnet,28Sep2020 16:16:22,Active
4986,TMnet,12Nov2023 16:56:07,Active
4987,TMnet,12Aug2022 14:19:29,Active
4988,TM2,31Dec1999 23:00:00,Active
4989,TM2,31Dec1999 23:00:00,Active
4990,TM1,31Dec1999 23:00:00,Active
4991,TM1,31Dec1999 23:00:00,Active
4992,TM2,31Dec1999 23:00:00,Active
4993,TM1,31Dec1999 23:00:00,Active
4994,TMnet,31Dec1999 23:00:00,Active
4995,TM2,31Dec1999 23:00:00,Active
4996,TMnet,21Jul2023 8:39:51,Active
4997,TM1,06Jan2017 14:38:31,Active
4998,TM2,07Aug2018 19:13:49,Active
4999,TM2,31Dec1999 23:00:00,Active
5000,TMnet,29May2023 19:06:21,Active
5001,TM1,05Aug2013 7:35:55,Active
5002,TMnet,26May2023 8:55:57,Active
5003,TM1,09Aug2013 12:04:51,Active
5004,TM2,05Jan2018 18:39:59,Active
5005,TM2,31Dec1999 23:00:00,Active
5006,TM2,31Dec1999 23:00:00,Active
5007,TMnet,20May2023 5:53:12,Active
5008,TMnet,06Aug2023 22:18:09,Active
5009,TM1,31Dec1999 23:00:00,Active
5010,TM2,31Dec1999 23:00:00,Active
5011,TM2,31Dec1999 23:00:00,Active
5012,TM1,31Dec1999 23:00:00,Active
5013,TMnet,01Oct2020 15:10:38,Active
5014,TMnet,31Dec1999 23:00:00,Active
5015,TMnet,23Nov2022 12:05:29,Active
5016,TM2,31Dec1999 23:00:00,Active
5017,TM1,31Dec1999 23:00:00,Active
5018,TMnet,29Oct2023 21:04:58,Active
5019,TMnet,17Apr2023 11:56:41,Active
5020,TM1,31Dec1999 23:00:00,Active
5021,TMnet,06Jul2023 12:26:31,Active
5022,TM2,31Dec1999 23:00:00,Active
5023,TM1,31Dec1999 23:00:00,Active
5024,TMnet,21Mar2016 17:43:08,Active
5025,TMnet,23Sep2019 17:54:04,Active
5026,TMnet,16Jun2022 6:56:46,Active
5027,TM2,31Dec1999 23:00:00,Active
5028,TM2,31Dec1999 23:00:00,Active
5029,TM1,31Dec1999 23:00:00,Active
5030,TM2,27Oct2015 18:14:47,Active
5031,TMnet,07Apr2022 18:51:06,Active
5032,TM2,27Sep2017 9:36:17,Active
5033,TM2,31Dec1999 23:00:00,Active
5034,TMnet,10Jun2023 10:19:26,Active
5035,TM2,25Feb2016 16:18:19,Active
5036,TM2,31Dec1999 23:00:00,Active
5037,TM1,31Dec1999 23:00:00,Active
5038,TM2,10Apr2018 13:02:20,Active
5039,TM2,31Dec1999 23:00:00,Active
5040,TM2,31Dec1999 23:00:00,Active
5041,TMnet,01Apr2022 10:15:32,Active
5042,TM1,31Dec1999 23:00:00,Active
5043,TM2,31Dec1999 23:00:00,Active
5044,TM2,20Aug2018 11:24:09,Active
5045,TM1,31Dec1999 23:00:00,Active
5046,TMnet,14Apr2023 17:40:27,Active
5047,TMnet,22Dec2021 10:11:08,Active
5048,TM1,19Nov2022 13:23:16,Active
5049,TM2,31Dec1999 23:00:00,Active
5050,TMnet,19Apr2022 19:53:44,Active
5051,TMnet,09Jan2022 9:54:11,Active
5052,TM1,31Dec1999 23:00:00,Active
5053,TM1,31Dec1999 23:00:00,Active
5054,TM2,09Mar2018 10:25:29,Active
5055,TMnet,10Aug2019 13:12:43,Active
5056,TM2,31Dec1999 23:00:00,Active
5057,TM1,27Apr2016 19:00:35,Active
5058,TM1,31Dec1999 23:00:00,Active
5059,TMnet,31Dec1999 23:00:00,Active
5060,TMnet,10Nov2023 6:52:55,Active
5061,TM2,05Apr2018 11:16:25,Active
5062,TM2,09Oct2013 15:22:56,Active
5063,TMnet,31Jan2020 7:03:06,Active
5064,TM1,13Jun2022 18:45:58,Active
5065,TM2,31Dec2013 16:43:24,Active
5066,TMnet,19Aug2020 10:48:48,Active
5067,TMnet,15Oct2019 18:10:30,Active
5068,TM2,31Dec1999 23:00:00,Active
5069,TM1,25Oct2016 16:29:02,Active
5070,TM1,31Dec1999 23:00:00,Active
5071,TMnet,04Jul2023 13:02:29,Active
5072,TMnet,22Apr2022 4:43:49,Active
5073,TMnet,09Apr2021 16:47:33,Active
5074,TM2,04Nov2016 8:43:26,Active
5075,TMnet,15Dec2022 15:39:06,Active
5076,TM2,31Dec1999 23:00:00,Active
5077,TMnet,14Aug2023 10:32:14,Active
5078,TM2,31Dec1999 23:00:00,Active
5079,TM2,31Dec1999 23:00:00,Active
5080,TM2,11Apr2014 13:55:52,Active
5081,TM2,31Dec1999 23:00:00,Active
5082,TM2,31Dec1999 23:00:00,Active
5083,TM2,31Dec1999 23:00:00,Active
5084,TMnet,24Oct2023 8:22:29,Active
5085,TM2,28Feb2018 9:07:02,Active
5086,TMnet,13Oct2023 13:31:00,Active
5087,TMnet,12Apr2023 12:18:08,Active
5088,TM1,12Dec2013 15:42:57,Active
5089,TMnet,07Sep2023 7:21:58,Active
5090,TM1,31Dec1999 23:00:00,Active
5091,TMnet,26Oct2020 14:26:08,Active
5092,TMnet,12Apr2016 13:57:15,Active
5093,TMnet,03May2023 13:36:35,Active
5094,TM1,31Dec1999 23:00:00,Active
5095,TM2,31Dec1999 23:00:00,Active
5096,TMnet,09Jan2022 14:45:50,Active
5097,TM2,31Dec1999 23:00:00,Active
5098,TM1,31Dec1999 23:00:00,Active
5099,TM2,31Aug2014 16:19:40,Active
5100,TMnet,26Jun2020 15:10:28,Active
5101,TM2,31Dec1999 23:00:00,Active
5102,TM1,31Dec1999 23:00:00,Active
5103,TM2,31Dec1999 23:00:00,Active
5104,TM2,31Dec1999 23:00:00,Active
5105,TMnet,21Dec2021 9:19:58,Active
5106,TM2,31Dec2018 18:35:47,Active
5107,TM2,31Dec1999 23:00:00,Active
5108,TMnet,29Dec2021 16:06:52,Active
5109,TM2,08Jul2014 12:11:54,Active
5110,TMnet,03Oct2020 7:49:13,Active
5111,TM1,30Jul2013 21:04:47,Active
5112,TM1,31Dec1999 23:00:00,Active
5113,TMnet,06Aug2023 17:44:42,Active
5114,TM2,31Dec1999 23:00:00,Active
5115,TMnet,21Sep2020 14:47:08,Active
5116,TM1,31Mar2017 15:40:46,Active
5117,TMnet,14Apr2021 7:40:32,Active
5118,TM2,31Dec1999 23:00:00,Active
5119,TM2,31Dec1999 23:00:00,Active
5120,TMnet,17Jun2020 9:01:02,Active
5121,TM2,31Dec1999 23:00:00,Active
5122,TM2,31Dec1999 23:00:00,Active
5123,TMnet,22Oct2020 10:24:23,Active
5124,TM2,31Dec1999 23:00:00,Active
5125,TM2,27Aug2016 9:40:42,Active
5126,TM2,31Dec1999 23:00:00,Active
5127,TMnet,10Jan2023 13:32:28,Active
5128,TM2,31Dec1999 23:00:00,Active
5129,TM1,31Dec1999 23:00:00,Active
5130,TM2,31Dec1999 23:00:00,Active
5131,TMnet,22Dec2021 13:41:15,Active
5132,TMnet,04Jun2021 11:51:24,Active
5133,TMnet,15Apr2022 11:26:51,Active
5134,TM1,31Dec1999 23:00:00,Active
5135,TMnet,20Dec2020 9:40:45,Active
5136,TM2,31Dec1999 23:00:00,Active
5137,TM2,05Sep2018 10:09:37,Active
5138,TMnet,15Sep2020 9:31:08,Active
5139,TM1,31Dec1999 23:00:00,Active
5140,TM1,31Dec1999 23:00:00,Active
5141,TM2,31Dec1999 23:00:00,Active
5142,TMnet,08May2023 14:29:31,Active
5143,TMnet,20Sep2021 13:59:23,Active
5144,TMnet,26Dec2022 15:18:01,Active
5145,TM2,31Dec1999 23:00:00,Active
5146,TM2,31Dec1999 23:00:00,Active
5147,TM1,09Oct2020 5:16:23,Active
5148,TM1,31Dec1999 23:00:00,Active
5149,TMnet,22May2023 10:44:21,Active
5150,TM2,31Dec1999 23:00:00,Active
5151,TM1,31Dec1999 23:00:00,Active
5152,TM2,14Dec2013 11:23:44,Active
5153,TM2,31Dec1999 23:00:00,Active
5154,TM1,31Dec1999 23:00:00,Active
5155,TMnet,30May2023 8:56:43,Active
5156,TM1,31Dec1999 23:00:00,Active
5157,TM2,31Dec1999 23:00:00,Active
5158,TMnet,11May2023 10:36:48,Active
5159,TMnet,04Aug2023 16:19:34,Active
5160,TM1,28Aug2017 10:24:26,Active
5161,TM2,22Nov2016 8:13:26,Active
5162,TMnet,16Dec2020 20:59:45,Active
5163,TMnet,18Nov2023 18:49:59,Active
